text1,text2,distance
The pandemic will have a lasting negative impact on people's physical and mental health.,People may acquire a degree of immunity after being infected with Covid-19.,1
The pandemic will have a lasting negative impact on people's physical and mental health.,"There has been a boom in teletherapy as a result of the pandemic, making any adverse mental or physical effects more manageable.",1
The pandemic will have a lasting negative impact on people's physical and mental health.,Many companies have made their apps and services free of charge to support people through the pandemic.,1
The pandemic will have a lasting negative impact on people's physical and mental health.,People will recover from the psychological effects quickly.,1
The pandemic is likely to severely affect the long-term psychological well-being of many individuals.,Most people who experience natural disasters are psychologically resilient and recover from this experience quickly.,1
The pandemic is likely to severely affect the long-term psychological well-being of many individuals.,Many people are attempting to combat loneliness and promote the psychological well-being of others. This will help mitigate the psychological toll of the outbreak.,1
"A survey in a convalescent hospital in Hong Kong showed that approximately 50% of recovered SARS patients showed anxiety, and approximately 20% were fearful.","The fact that only 50% of recovered SARS patients showed anxiety proves that contracting SARS was not a sufficient condition to cause anxiety. Thus, the inability to forget distressing memories in these instances, is likely caused by other factors.",1
"People's relationships may suffer under the many stresses of the pandemic, causing considerable anguish.","Self-isolating together may cause people to doubt whether they can enjoy spending time together in the long term. If so, self-isolation now will only accelerate the process of relationships breaking down.",1
"Divorce, which negatively impacts the psychological health of all parties involved, is likely to occur at an increased rate due to the stresses of self-isolating.","If spending time together is stressful, then it is probably best for the families in question to get divorced.",1
"Divorce, which negatively impacts the psychological health of all parties involved, is likely to occur at an increased rate due to the stresses of self-isolating.","Divorce can be an extremely stressful process, and therefore may be more stressful than self-isolating with one's partner. This may dissuade people from filing for divorce.",1
"Divorce, which negatively impacts the psychological health of all parties involved, is likely to occur at an increased rate due to the stresses of self-isolating.","The divorce process can be long and will likely surpass the self-isolation period. Given this, some may decide that on balance divorcing is disproportionate.",1
It has been reported that there has been an uptick in divorce cases across the world since the beginning of the Covid-19 pandemic.,Other reports issued in October 2020 have claimed that divorces are actually down amidst the pandemic.,1
"Social distancing will accelerate the process of driving communication to our screens instead of communicating in person, which is bad for our mental health.","If families are self-isolating together, then they may be communicating more than they would when following their usual busy routines.",1
This could have a deleterious effect on children's social development.,Children are already spending enough time with screens that their social development has been adversely affected.,1
"Children who spend more time engaging with a screen than with other kids or adults can struggle to understand emotion, create strong relationships or become more dependent on others.","For already-isolated children, social media can provide a supportive online community.",1
The increased use of social media has been linked with depression and loneliness.,"In at least some respects, using social media can improve one's mental health.",1
"In several recent studies, teenage and young adult users who spend the most time on Instagram, Facebook and other platforms were shown to have a substantially (from 13-66%) higher rate of reported depression than those who spent the least time.","This correlation may be explained by the fact that many mental health awareness initiatives take place on social media. As such, social media users may be more likely to report depression, rather than social media causing depression in the first place.",1
It is likely that self-isolating will negatively impact many people with underlying mental health conditions.,There are many guides available that provide guidance on how to manage mental health during self-isolation.,1
Relationships and social support can help improve mental well-being. Many people will be deprived of this during self-isolation.,Individuals can maintain contact with their social network through social media and group video calls.,1
"Many of the elderly, who are particularly vulnerable to loneliness, have trouble using technology so this mode of communication is not available to them.",Individuals can maintain contact with their social network through social media and group video calls.,1
The pandemic has increased loneliness among people in several countries.,Loneliness among some population groups preceded the pandemic.,1
The pandemic has increased loneliness among people in several countries.,The lifestyle followed in large cities is the reason many people spend most of their day alone.,1
The pandemic has increased loneliness among people in several countries.,Loneliness decreased among some people due to an increase in perceived social and emotional support during the pandemic.,1
