text1,text2,distance
"Vaccines will most effectively bring the pandemic under control, while also minimizing the possibility of a future outbreak of Covid-19.","The virus may mutate, making the vaccine redundant.",1
"Vaccines will most effectively bring the pandemic under control, while also minimizing the possibility of a future outbreak of Covid-19.",Many people who have taken the Covid shot have contracted the virus.,1
"Vaccines will most effectively bring the pandemic under control, while also minimizing the possibility of a future outbreak of Covid-19.","Vaccine effectiveness is only as strong as vaccine rollout. However, it will be difficult to procure vaccines in suitable amounts.",1
Vaccination is the safest and most effective way to achieve herd immunity.,The concept of 'herd immunity' is considered a flawed approach to tackling the Covid-19 pandemic.,1
Vaccination is the safest and most effective way to achieve herd immunity.,COVID-19 is 99% survivable therefore only high risk people need a vaccine.,1
Vaccinated individuals do not transmit Covid-19 to others.,"While the rate of Covid-19 transmission has been shown to decrease among vaccinated individuals, it still remains possible.",1
This is only true in the case of Covid-19 being allowed to spread naturally among people to infect and confer immunity upon them - vaccinations are a safer route to an end goal (herd immunity) that would be considered a successful outcome.,The concept of 'herd immunity' is considered a flawed approach to tackling the Covid-19 pandemic.,1
"Contracting and recovering from Covid-19 does not confer permanent immunity or protection onto the infected, making a vaccine even more important.",A vaccine will only confer a similar degree of immunity or protection as primary infection itself would.,1
"Contracting and recovering from Covid-19 does not confer permanent immunity or protection onto the infected, making a vaccine even more important.","The vaccine might not be needed for those who have already been sick of COVID-19. If it is proven that previously infected people transmit the virus equally or less than vaccinated people, we might not need to vaccinate those who can prove they've been infected already.",1
There have been instances of reinfection among those who have fully recovered from Covid-19.,There might be other explanations for fully recovered patients testing positive for Covid-19 again.,1
There have been instances of reinfection among those who have fully recovered from Covid-19.,One study found that reinfection rates are less than 1% for those with severe Covid-19 symptoms.,1
"Some studies showed that many Covid-19 recovered patients lost their immunity within, at worst, a few weeks and at best, a few months.",Studies have found that Covid-19 recovered patients usually have immunity for about 8 months and potentially even longer.,1
"Until there is sufficient evidence to prove that immunity lasts more permanently, vaccines remain the safest option.",Studies have found that Covid-19 recovered patients usually have immunity for about 8 months and potentially even longer.,1
"Until this has been confirmed, it is dangerous to pursue a ""third dose"" policy.","According to data obtained from Israel, there are early signs that the protection conferred by vaccines might wane after some time, making people once more susceptible to Covid-19.",1
"Until this has been confirmed, it is dangerous to pursue a ""third dose"" policy.","It is best to be prepared for this outcome, so that action can be taken quickly and decisively if this hypothesis is confirmed.",1
Health experts in Israel emphasized that this result is inconclusive.,"According to data obtained from Israel, there are early signs that the protection conferred by vaccines might wane after some time, making people once more susceptible to Covid-19.",1
"The immunity conferred by vaccines can be supplemented by booster doses, which can ensure that antibodies persist for longer and have a higher affinity for binding to antigens.",A vaccine will only confer a similar degree of immunity or protection as primary infection itself would.,1
Many experts have argued that vaccination offers significantly more protection against Covid-19 than natural infection.,A vaccine will only confer a similar degree of immunity or protection as primary infection itself would.,1
"These mutations are slow, usually not deleterious, and occur in specific regions of the virus. A vaccine would be specific to the more stable part of the virus.","Early in the pandemic, scientists reported that SARS-CoV-2 was slowly mutating.",1
Vaccine makers are exploring ways in which they can redesign their shots so that people are protected against Covid-19 variants as well.,"SARS-CoV-2 will continue to mutate. A vaccine made for the current strain will be less effective for subsequent variants of the virus, allowing the pandemic to persist.",1
"A virus' ability to mutate is not a valid reason to stop making a vaccine. Once the base formula is perfected, it can simply be tweaked to adjust to the mutations.","The virus may mutate, making the vaccine redundant.",1
"A virus' ability to mutate is not a valid reason to stop making a vaccine. Once the base formula is perfected, it can simply be tweaked to adjust to the mutations.","Even if those tweaks are made, it doesn't solve supply chain problems that would make it difficult to continuously roll out new vaccines around the world.",1
"The immunity conferred by vaccines can be supplemented by booster doses, which can ensure that antibodies persist for longer and have a higher affinity for binding to antigens.","The virus may mutate, making the vaccine redundant.",1
These breakthrough cases only comprise 0.08% of fully vaccinated people in the US.,Many people who have taken the Covid shot have contracted the virus.,1
"The fact that any “vaccinated” people still contracted the virus is evidence hat it is not a vaccine rather a Covid shot, much like the flu shot. Vaccines prevent infection.",Vaccines are not 100% effective at preventing infection.,1
"The fact that any “vaccinated” people still contracted the virus is evidence hat it is not a vaccine rather a Covid shot, much like the flu shot. Vaccines prevent infection.",The flu shot is a vaccine.,1
Wealthy nations have the ability to provide international aid if there is the will to do so.,Sub-Saharan Africa lacks the resources to procure and distribute vaccines without large-scale international aid.,1
"After just 42 days, the COVAX distributed vaccines had reached over 100 countries, indicating that all countries should have access to a vaccine within a reasonable amount of time.",Many developing countries will not have full access to vaccines until at least 2023.,1
"In March 2021, rich nations were able to vaccinate one person every second, while the poorest nations were struggling to procure vaccine doses.",Many developing countries will not have full access to vaccines until at least 2023.,1
One nation becoming better off by a vaccine does not mean another nation will be worse off than if nothing was done.,Many developing countries will not have full access to vaccines until at least 2023.,1
These setbacks are likely temporary and will be alleviated over time if there is the will to fix them.,"COVAX, which was designed to provide equitable access to vaccines, has failed to meet its targets for vaccine distribution.",1
Some estimates suggest that vaccine manufacturers will be able to produce 12 billion doses by the end of 2021.,"Vaccine production is currently insufficient for global inoculation against Covid-19, and will likely remain insufficient for the next couple of years.",1
Some estimates suggest that vaccine manufacturers will be able to produce 12 billion doses by the end of 2021.,"Even if vaccines are produced in sufficient amounts, problems with supply chains and distribution will likely persist for several years.",1
Global vaccine manufacturing capabilities are rapidly increasing as a result of the Covid-19 pandemic.,"This figure does not account for political delays, such as export controls and foreign policy concerns, that may delay or divert vaccine deployment.",1
"Places like South Korea have tried to alleviate these problems by developing an app that people can use to sign up for ""no show"" vaccines in their area.","Once thawed, the Pfizer and Moderna vaccines must be administered within hours, making it probable that many of these vaccines will be wasted if people do not show up at their appointed time.",1
Not all vaccines have to be stored at such cold temperatures. Many can be stored under standard storage conditions.,The transportation of vaccines that have to be stored at -70C is extremely difficult to do on a large scale.,1
Some educational institutions are already changing their curriculum to better prepare people to enter the vaccine manufacturing workforce.,Some experts worry that a shortage of qualified staff at production facilities could prolong the vaccine rollout.,1
There are some programs available that provide vaccine manufacturing training in just three weeks.,Some experts worry that a shortage of qualified staff at production facilities could prolong the vaccine rollout.,1
Measures are already being put in place to improve the vaccine supply chain.,"Even if vaccines are produced in sufficient amounts, problems with supply chains and distribution will likely persist for several years.",1
"Many different technologies are being simultaneously utilized to produce a variety of vaccines, which will help close the shortfall in supply.","Vaccine effectiveness is only as strong as vaccine rollout. However, it will be difficult to procure vaccines in suitable amounts.",1
"In just six months (by July 2021), over a quarter of the world's population had received at least one dose of the Covid-19 vaccine.","Vaccine effectiveness is only as strong as vaccine rollout. However, it will be difficult to procure vaccines in suitable amounts.",1
"In just six months (by July 2021), over a quarter of the world's population had received at least one dose of the Covid-19 vaccine.","The majority of these vaccinations were concentrated in a small number of wealthy countries, where distribution is easier than in developing nations. It is possible that the pace will slow down when attempting to vaccinate places with poorer infrastructure.",1
"This difficulty should not be reason enough to abandon vaccines altogether, but to make an effort to overcome the challenges associated with procurement.","Vaccine effectiveness is only as strong as vaccine rollout. However, it will be difficult to procure vaccines in suitable amounts.",1
Vaccines protect us from diseases by giving us immunity without getting sick.,A vaccine only protects those who are willing to take it from the disease. Many people will not be willing to take a vaccine.,1
Vaccines protect us from diseases by giving us immunity without getting sick.,"A vaccine-induced dependency, even a symbolic one, of humankind on medicine might be detrimental.",1
"By avoiding sickness, a significant number of lives are saved.","The mortality rate for Covid-19 has fallen precipitously as treatment methods have improved. It is possible that we can get the mortality rate even lower over time, reducing the need for vaccines.",1
