text1,text2,distance
Breastfeeding is cheaper than other alternatives.,It may end up being more expensive if the mother has to stop working or reduce working hours.,1
Breastfeeding is cheaper than other alternatives.,Not all new mothers have the physical ability to breastfeed. Wet nurses would also have to be mandatory.,1
Breastfeeding is cheaper than other alternatives.,Forcing a group of people to act in certain ways based on considerations to save money can set a dangerous precedent.,1
Formula costs money whereas breast milk is free.,"Breastmilk is not free, it is converted from the mother's energy taken from food.",1
"Due to the lack of breastfeeding support, many women conclude they cannot breastfeed their children, when in fact with the right support, they can.",Many children are not able to properly breastfeed due to physical limitations.,1
Exceptions would apply for mothers who cannot breastfeed for valid reasons.,Not all new mothers have the physical ability to breastfeed. Wet nurses would also have to be mandatory.,1
Mandatory breastfeeding will lead to improved services and support for all mothers.,It could also lead to more mothers not being able to conciliate their families and careers if that support is not properly legislated and carried out.,1
Breastfeeding is healthier than alternative methods of feeding children.,The government does not have the right to legislate one's health.,1
Breastfeeding is healthier than alternative methods of feeding children.,"There isn't clear evidence that breastfeeding is significantly more healthy than formula, and there is evidence that suggests minimal difference.",1
Breastfeeding is healthier for the children.,"The benefits of breastfeeding, especially in developed countries, are somewhat overstated. The highest quality studies available show fairly minimal impact.",1
"Breastmilk contains the mothers antibodies, which makes the child immune to many diseases.",Enough antibodies are also passed during the last three months of pregnancy.,1
This Immunity is only temporary and starts to decrease after the first few weeks or months.,Enough antibodies are also passed during the last three months of pregnancy.,1
Quantifying behaviour by questionnaire at 12 months old may be too early/imprecise to detect any trends in behaviour.,The PROBIT study referenced found no evidence of improvements to child behaviour or maternal adjustment at age 12 months.,1
"While the PROBIT study referenced does have a large sample size (16491 for the whole year of the study), it wasn't comparing breastfeeders to non-breastfeeders. It studied the effects of encouraging breastfeeding, and the group that was encouraged was only 8.3% more likely to be breastfeeding at the 12 month mark, compared to the control group. Comparing one group to another group with only an 8.3% difference in breastfeeding rates may not be enough to draw strong conclusions.","The benefits of breastfeeding, especially in developed countries, are somewhat overstated. The highest quality studies available show fairly minimal impact.",1
Breastfeeding is healthier for the mother than alternatives.,Breastfeeding can be painful for mothers.,1
A study showed that breastfeeding reduces postnatal depression.,"A 2016 meta study agrees emerging research suggests that a relationship exists, but highlights one study which shows no relationship between breastfeeding and postpartum depression and two others which showed breastfeeding mothers have a higher risk of depression.",1
"Breastfeeding should not hurt.  If it does, something is going wrong and the mother should fix the problem or find the medical reason for the pain.",Breastfeeding can be painful for mothers.,1
Something being painful does not necessarily mean that it is unhealthy.,Breastfeeding can be painful for mothers.,1
"The Belarus clinical trial linked found health benefits for all 3 conditions monitored, and explicetly described two of them as ""significant reductions"" in risk. Gastrointestinal tract infections were 4.1% less likely, atopic eczema 3% less likely, but RTIs were only 0.2% less likely.","There isn't clear evidence that breastfeeding is significantly more healthy than formula, and there is evidence that suggests minimal difference.",1
"Sometimes, medical professionals can overrule parents.",Parents have the right to make medical decisions for their children.,1
Pumps can be used to get milk in advance for when the mother is regularly away from the baby.,Breastfeeding is impractical if mothers return to work.,1
Pumps can be used to get milk in advance for when the mother is regularly away from the baby.,"There are plenty of reasons why pumping isn't practical for many full time jobs e.g., finding a private space, a locking door, and regular time away from working.",1
Breastfeeding has proven benefits for the short and long term health of the baby and the mental health of the mother - this is not trivial.,"In a free society, nothing trivial should be mandatory.",1
Breastfeeding is an important opportunity for mother-child bonding. Depriving their child of breastfeeding is therefore irresponsible parenting.,"In a free society, nothing trivial should be mandatory.",1
Parents have existing legal parental responsibilities which are mandatory upon them. Taking away the right to choice in breastfeeding would not be unique.,Women have a right to choose whether to breastfeed.,1
Parents have existing legal parental responsibilities which are mandatory upon them. Taking away the right to choice in breastfeeding would not be unique.,"In the UK, no similar requirement for actions which are good for a child are legally required, only highly recommended.",1
Parents have existing legal parental responsibilities which are mandatory upon them. Taking away the right to choice in breastfeeding would not be unique.,"The existing requirements of parents are describing the overall result - feeding, whereas requiring breastfeeding would be describing a very specific and narrow act.",1
"At least 13 countries require parents to vaccinate their children, including USA, France, Germany and Australia.","The consequences of no vaccination imply far more harmful results, and thus vaccination, unlike breastfeeding, should be mandatory.",1
"Not vaccinating does not directly harm children either. However, both expose the child to greater risk of illness.",Not breastfeeding does not harm the child.,1
"Not vaccinating does not directly harm children either. However, both expose the child to greater risk of illness.",It hasn't been proved that a child that is not breastfed might be exposed to greater risk of illness.,1
"Mothers have a principal responsibility to properly care for their child. If substitutes like baby formula are not as good for the child then the mother has an obligation to breastfeed so that they get the nutrients they need, in the way that they need them.",Women have a right to choose whether to breastfeed.,1
"Breasts are secondary sexual characteristics (like hair, height, body shape, voice etc.) but not a sex organ since they are not involved in human reproduction.",Breasts should not be exposed in public as they are a sexual organ.,1
"The main function of breasts is to feed a child. The fact that they are sexualized does not make them a sex organ, any more than the mouth or the legs are.",Breasts should not be exposed in public as they are a sexual organ.,1
Breastfeeding is not a sexual act and shouldn't be treated as if it were.,Public breastfeeding is inappropriate.,1
Breastfeeding is natural.,Being natural does not preclude it from being a sexual act.,1
"Public breastfeeding can continue to be disapproved of, even in a world where breastfeeding is mandatory.",Public breastfeeding is inappropriate.,1
"Governments could and should take a very light approach to enforcement, and only bother intervening if a child's health is becoming affected.","Making it mandatory adds the unnecessary costs of regulation, enforcement, and policing.",1
"Instead of spending any time/money on enforcement, a country could make formula free and only available from the health services.","Making it mandatory adds the unnecessary costs of regulation, enforcement, and policing.",1
