text1,text2,distance
The risks involved in having cosmetic surgery are not worth the rewards.,"People have the ability to weigh up the risks versus the rewards of an action themselves; for some, the benefits of cosmetic surgery would outweigh the harms.",1
The risks involved in having cosmetic surgery are not worth the rewards.,"Banning cosmetic surgery is unlikely to reduce consumer demand, which could lead to a rise in unregulated cosmetic procedures. Therefore, for the sake of harm reduction, it is better not to ban cosmetic surgery.",1
There are concerns about the negative psychological impacts of cosmetic surgery - this can have significant impacts on patients and change their self-perception.,A study found that patients who underwent cosmetic surgery displayed more enjoyment in life and higher self-esteem after their appearance had been physically altered.,1
There are concerns about the negative psychological impacts of cosmetic surgery - this can have significant impacts on patients and change their self-perception.,A study found that 95% of patients who underwent breast lift surgery reported both physical and psychological improvements after their cosmetic procedure.,1
There are concerns about the negative psychological impacts of cosmetic surgery - this can have significant impacts on patients and change their self-perception.,"A study found that patients who underwent facial plastic surgery felt significantly more satisfied with their appearance, and also felt less anxious and more independent.",1
"Negative psychological effects such as self-isolation, depression, anger and adjustment difficulties may be experienced by patients who undergo cosmetic surgery.","Negative psychological effects are temporary since they are a result of surgical wounds, swelling and bruising during the recovery period (p. 136).",1
The results might not be applicable generally as this study only spans over 6 to 18 months after people receive facial surgery to help with a specific condition.,"A study found that patients who underwent facial plastic surgery felt significantly more satisfied with their appearance, and also felt less anxious and more independent.",1
"Cosmetic surgery is riskier than most other methods of making oneself look better, as it can have serious side-effects that jeopardise the patient's health. Consumers should, thus, be pushed to take the safer option by banning cosmetic surgery.","In certain circumstances, cosmetic surgery can be beneficial for an individual's health.",1
"Cosmetic surgery is riskier than most other methods of making oneself look better, as it can have serious side-effects that jeopardise the patient's health. Consumers should, thus, be pushed to take the safer option by banning cosmetic surgery.",Minimally invasive cosmetic procedures are exceedingly safe and have essentially no risk of serious adverse events.,1
"Cosmetic surgery is riskier than most other methods of making oneself look better, as it can have serious side-effects that jeopardise the patient's health. Consumers should, thus, be pushed to take the safer option by banning cosmetic surgery.","Extreme forms of dieting and over-exercising to make oneself look better can be riskier than cosmetic surgery in most cases. Instead of banning these, it is important to make consumers understand the harms of their choices.",1
"Deep vein thrombosis and pulmonary embolism in abdominoplasty procedures can be potentially lethal, a cost that far outweighs the benefits.",The incidence rates for blood clot related complications in abdominoplasty procedures are quite low.,1
"Most women who get breast implants have at least one serious complication within the first three years, including infection, hematomas and seromas, and capsular contracture.",Serious complications in the aftermath of breast implants can be avoided by having routine check-ups and screenings.,1
"Most women who get breast implants have at least one serious complication within the first three years, including infection, hematomas and seromas, and capsular contracture.","By following accurate pre-operative and intra-operative strategies, doctors can limit the likelihood of serious complications, and decrease the risk of bacterial contamination and biofilm formation.",1
"In the USA, silicon breast implants were banned for 14 years because they potentially made a number of people seriously ill.",Some research has undermined the link between silicon breast implants and serious disease.,1
"While cosmetic surgery can be viewed as a short-term solution, methods like working on one's self-esteem and social intelligence can provide a greater quality of life with fewer risks than going under the knife.","The risks associated with cosmetic surgery are lower in healthy individuals with no history of cardiovascular disease, lung disease, diabetes, or obesity.",1
"General anaesthesia, typically required for cosmetic surgery, can lead to complications such as lung infections, stroke, heart attacks, and even death.","In certain circumstances, cosmetic surgery can be beneficial for an individual's health.",1
"The seriousness of adverse events is deeply subjective; for those with public-facing jobs, the risks of minimally-invasive cosmetic surgery may be higher than presumed.",Minimally invasive cosmetic procedures are exceedingly safe and have essentially no risk of serious adverse events.,1
Research indicates that individuals often opt for cosmetic surgery to align better with their sense of self rather than to conform to social norms of beauty. (p. 2),"People often seek cosmetic surgery to better align with social norms of beauty, the benefits of which may significantly outweigh the chances of harm.",1
"Couples can explore less harmful interventions to improve their sex life, such as by seeking sex therapy.",Cosmetic surgery can improve people's sex life.,1
The notion that cosmetic surgery can help improve people's sex life creates a harmful expectation that surgeries are miracle cures for relationship problems.,Cosmetic surgery can improve people's sex life.,1
"The findings of the aforementioned study is limited to a sample of 203 participants in a committed heterosexual relationship, and thus is unlikely to apply across the board.",Studies show that women use appearance enhancement tactics to minimize the likelihood of partner infidelity.,1
People may struggle to adapt to the increased attention their romantic partner receives after cosmetic surgery. This could be detrimental to their relationship.,People may undergo cosmetic surgery to increase their perceived attractiveness as a means to retain their romantic partner.,1
"The high cost of cosmetic surgery can be financially burdensome, which can cause arguments and strain the relationship between couples.",Cosmetic surgery can improve the quality of the patient's relationship with their partner.,1
"The high cost of cosmetic surgery can be financially burdensome, which can cause arguments and strain the relationship between couples.",Patients often hide the amount that they are spending on cosmetic surgery in order to avoid financial disagreements with their partner.,1
Individuals who get cosmetic surgery in secret may already be jeopardizing the quality of their relationship with their partner.,Cosmetic surgery can improve the quality of the patient's relationship with their partner.,1
Results of cosmetic surgery may not always come out as desired or envisioned by the patient.,"People have the ability to weigh up the risks versus the rewards of an action themselves; for some, the benefits of cosmetic surgery would outweigh the harms.",1
Results of cosmetic surgery may not always come out as desired or envisioned by the patient.,"As long as individuals are fully informed about the risks of cosmetic surgery, they can assess and weigh up how undesirable an ineffective procedure will be for them and adjust their risk calculus accordingly.",1
Results of cosmetic surgery may not always come out as desired or envisioned by the patient.,"The development of technology, such as 3D imaging, simulates post-surgery results during consultation and helps patients to visualize the outcome of their cosmetic surgery.",1
Surgical complications can undermine the change a patient was looking to make.,Any undesired outcomes experienced by a patient as a result of cosmetic surgery can be corrected with further cosmetic surgery procedures.,1
Surgical complications can undermine the change a patient was looking to make.,Research into cosmetic surgery techniques helps develop measures that avoid or mitigate surgical complications during or after procedures.,1
Infection at an incision site post-surgery may worsen scarring and limit the aesthetic appeal of a procedure.,"Infection can be avoided by the patient if they take proper post-operative care of their incision site. As this risk is not inherent to cosmetic procedures, it is not a reason to ban it.",1
"Given the fact that cosmetic surgery costs thousands of dollars in the USA, many people may not be able to afford additional cosmetic surgery procedures.",Any undesired outcomes experienced by a patient as a result of cosmetic surgery can be corrected with further cosmetic surgery procedures.,1
"Calculating health risks can be difficult with aesthetic procedures. With most surgeries, the risks are weighed against expected health improvements. Aesthetic procedures, by definition, do not improve one's health.","People have the ability to weigh up the risks versus the rewards of an action themselves; for some, the benefits of cosmetic surgery would outweigh the harms.",1
"Calculating health risks can be difficult with aesthetic procedures. With most surgeries, the risks are weighed against expected health improvements. Aesthetic procedures, by definition, do not improve one's health.","Due to the long-lasting nature, cost, and potential harms of cosmetic surgery, people research and/or ask questions of their surgeon before opting to undergo the procedure, reducing the scope for uncertainty.",1
"Banning means that people who were on the fence about getting cosmetic surgery are discouraged from doing so, decreasing the amount of surgeries and by extension, the social norm of body modification.","Banning cosmetic surgery is unlikely to reduce consumer demand, which could lead to a rise in unregulated cosmetic procedures. Therefore, for the sake of harm reduction, it is better not to ban cosmetic surgery.",1
"Banning means that people who were on the fence about getting cosmetic surgery are discouraged from doing so, decreasing the amount of surgeries and by extension, the social norm of body modification.","The reduction in quality, and increased risks of each individual cosmetic surgery resulting from individuals resorting to the unregulated market outweigh a reduction in the total number of surgeries.",1
People opting for black market cosmetic surgery often have a distorted body image with unrealistic expectations of the procedures. Such people may have been refused treatment by licensed professionals and can be easily persuaded by the black market offers.,"Banning cosmetic surgery is unlikely to reduce consumer demand, which could lead to a rise in unregulated cosmetic procedures. Therefore, for the sake of harm reduction, it is better not to ban cosmetic surgery.",1
Allowing cosmetic surgery sends problematic messages about the need to change and improve one's appearance to meet societal expectations.,People who decide to have cosmetic surgery have shown to be reasonable in their expectations of how it will contribute to change in their lives.,1
Allowing cosmetic surgery sends problematic messages about the need to change and improve one's appearance to meet societal expectations.,"Problematic beauty expectations will exist, even if cosmetic surgery is banned, as society places a lot of emphasis on looks. Cosmetic surgery can lessen the harms of these standards.",1
"Cosmetic surgeries can support and strengthen harmful social ideals regarding women’s bodies (p. 454), especially as most surgeries are targeted to this group.",Harmful social ideals about women's bodies will continue to exist. Banning cosmetic surgery will only make life under those societal norms harder to adhere by.,1
"Cosmetic surgeries can support and strengthen harmful social ideals regarding women’s bodies (p. 454), especially as most surgeries are targeted to this group.",Women can and do resist societal beauty norms. It is paternalistic to presume otherwise and remove the options available to them by banning cosmetic surgery.,1
"The marketing of cosmetic procedures relies on and emphasizes the value of appearance for women, often as a measure to increase their sexual desirability for men.","There is nothing inherently wrong with wanting the attention of those you are attracted to, especially as relationships can give people a distinct sense of fulfillment.",1
Cosmetic surgeries promote the commodification of women's bodies.,Women's bodies are more likely to be commodified through their objectifying use as props in media than through the general practice of cosmetic surgery.,1
Ideals regarding women's bodies have frequently changed; society will be able to adapt quickly and may even move past sexist norms if cosmetic surgery is banned.,Harmful social ideals about women's bodies will continue to exist. Banning cosmetic surgery will only make life under those societal norms harder to adhere by.,1
"Cosmetic surgery makes life harder for those deemed unattractive, as it increases aesthetic divides.",Harmful social ideals about women's bodies will continue to exist. Banning cosmetic surgery will only make life under those societal norms harder to adhere by.,1
The popularization and increased accessibility of cosmetic surgery could lead to the homogenization of beauty standards.,Different nationalities choose cosmetic surgery that is tailored to their cultural preferences and ideals of beauty.,1
"Entrenching the importance of beauty ultimately enables the rich, who can best adapt to trends, to continue to succeed.","Beauty has historically been associated with moral purity. Thus, there is no reason to believe that the rich, once enabled, are able to better represent this ideal in the absence of moral purity.",1
"Entrenching the importance of beauty ultimately enables the rich, who can best adapt to trends, to continue to succeed.","Cosmetic surgery should be made more accessible by reducing its price instead of banning it, as it is better that some individuals can benefit from costly procedures than none at all.",1
The rich often influence and dictate beauty norms to align in their favour (p. 32). Cosmetic surgery can further entrench this in a worrying manner.,Patronage by wealthy early adopters is critical to innovations and cost reductions that make procedures more affordable and accessible.,1
"In image-focused careers, such as acting, there is a pressure on women to look young. If these women can afford cosmetic surgery, they should be allowed to undergo such procedures to keep their jobs.","Technology has enabled the development of age-reducing software like Nuke and Mocha Pro, meaning that actors no longer need to undergo cosmetic surgery in order to continue their career in acting.",1
Individuals who undergo cosmetic surgery do so out of the desire to stay relevant and competitive at their jobs.,There is no scientific evidence to prove a link between the career prospects of women and their physical appearance.,1
"The connection between morality and beauty may be that beauty causes people to believe someone is moral, and not vice versa. Thus, those who can better emulate beauty norms - like the rich - are rewarded through a halo effect.","Beauty has historically been associated with moral purity. Thus, there is no reason to believe that the rich, once enabled, are able to better represent this ideal in the absence of moral purity.",1
"Cosmetic surgery is not a necessity but rather a luxury, and, therefore, it is only fair for people to have access to this service if they can afford to pay for it.","Cosmetic surgery should be made more accessible by reducing its price instead of banning it, as it is better that some individuals can benefit from costly procedures than none at all.",1
"Cosmetic surgery is not a necessity but rather a luxury, and, therefore, it is only fair for people to have access to this service if they can afford to pay for it.","Whether cosmetic surgery is a necessity or a luxury should be decided solely by the person considering the procedure, and not the government.",1
"Subsidised medical procedures often have clear positive health effects, while the outcomes of cosmetic surgery are more ambiguous.","Cosmetic surgery should be made more accessible by reducing its price instead of banning it, as it is better that some individuals can benefit from costly procedures than none at all.",1
"As plastic surgery continues to increase in popularity, it may fuel self-esteem issues in young people and create the illusion that intervention is the only way to be beautiful.",Psychological interventions can be useful in helping to rebuild the self-esteem of young people and increase their happiness with how they are. (p. 1),1
"As plastic surgery continues to increase in popularity, it may fuel self-esteem issues in young people and create the illusion that intervention is the only way to be beautiful.","The pressures that increase the popularity of cosmetic surgery, like Zoom dysmorphia, may reduce with time, as people adjust to the new technology that surrounds them.",1
Ethnic minorities may aim to surgically remove their racialised features in order to adhere to majoritarian ideals of beauty.,Different nationalities choose cosmetic surgery that is tailored to their cultural preferences and ideals of beauty.,1
Ethnic minorities may aim to surgically remove their racialised features in order to adhere to majoritarian ideals of beauty.,"Ethnic minorities opt for cosmetic surgeries to reduce the signs of aging, or to look refreshed and rejuvenated rather than to remove their racialised features.",1
Some think that Western beauty ideals dominate the standards set by cosmetic surgeons. Banning cosmetic surgery could thus counteract this harmful influence.,Different nationalities choose cosmetic surgery that is tailored to their cultural preferences and ideals of beauty.,1
Some think that Western beauty ideals dominate the standards set by cosmetic surgeons. Banning cosmetic surgery could thus counteract this harmful influence.,"Motivations for cosmetic procedures change over time. Early on, immigrants to the USA may have used cosmetic surgery to look “more American” though they now have procedures that reflect their home culture’s trends.",1
"People's attitudes towards their cosmetic surgery are highly dependent on how the end results are perceived by others (p. 459), making it hard to form realistic expectations.",People who decide to have cosmetic surgery have shown to be reasonable in their expectations of how it will contribute to change in their lives.,1
"Socioeconomic status contributes significantly to patient expectations (p. 48), thus, poorer patients may be susceptible to being led astray by surgeons with unrealistic ideas of aesthetic change.",People who decide to have cosmetic surgery have shown to be reasonable in their expectations of how it will contribute to change in their lives.,1
"Beauty standards change with time and vary between cultures. Thus, cosmetic surgery merely allows people to adapt to these trends.","There is a privilege associated with being conventionally attractive. People, with the means to do so, should have the ability to take advantage of that privilege because societal standards won't change in the near future.",1
Some people have decided to move away from conventional attractiveness in order to become more self-confident.,"There is a privilege associated with being conventionally attractive. People, with the means to do so, should have the ability to take advantage of that privilege because societal standards won't change in the near future.",1
"Being conventionally attractive comes with its own set of challenges, such as the presumption of stupidity. As such, people who undergo cosmetic surgery to become conventionally attractive may be at a disadvantage.","There is a privilege associated with being conventionally attractive. People, with the means to do so, should have the ability to take advantage of that privilege because societal standards won't change in the near future.",1
"Any procedure to enhance appearance puts forth the idea that there is a baseline ""normal"" aesthetic; banning this thus makes that impulse less prevalent in society.","With social media websites, people now have full access to celebrities who showcase the cosmetic work they have undergone. This makes their followers also want to attain surgically-enhanced perfection.",1
Makeup is non-invasive and poses very few risks for individuals who use them. This is preferable to undergoing cosmetic surgery for similar results.,"Makeup aims to achieve a similar purpose to cosmetic surgery and is widely used and accepted. Thus, aesthetic pressure will endure even without cosmetic surgery.",1
Makeup is non-invasive and poses very few risks for individuals who use them. This is preferable to undergoing cosmetic surgery for similar results.,"Many of the chemicals commonly used in makeup products have health risks, ranging from skin irritations and headaches, all the way to infertility, and carcinogenic effects.",1
Makeup is non-invasive and poses very few risks for individuals who use them. This is preferable to undergoing cosmetic surgery for similar results.,"Health-related complaints about makeup products are at an all-time high, which shows that it is, just like cosmetic surgery, not risk-free.",1
"Makeup is temporary and reversible, unlike cosmetic surgery. Thus, the endurance of aesthetic pressure as a result of makeup's accessibility and acceptability is not as harmful as that from cosmetic surgery.","Makeup aims to achieve a similar purpose to cosmetic surgery and is widely used and accepted. Thus, aesthetic pressure will endure even without cosmetic surgery.",1
"If people continually change their appearance, society as a whole will have less of an ability to move away from its focus on looks.","Problematic beauty expectations will exist, even if cosmetic surgery is banned, as society places a lot of emphasis on looks. Cosmetic surgery can lessen the harms of these standards.",1
"If people continually change their appearance, society as a whole will have less of an ability to move away from its focus on looks.","Since appearance is biologically significant, it is not clear that it is possible for society to escape a focus on appearances.",1
