text1,text2,distance
There are existing legal precedents to guarantee health care as a right in the US.,The provision of Health care is not mentioned in the Constitution or the Bill of Rights.,1
There are existing legal precedents to guarantee health care as a right in the US.,"The right to health care already violates the fifth amendment of the constitution because it takes Doctors and Hospitals' private property for public use, without just compensation. The law requires hospitals to take indigent patients without compensation.",1
"The Declaration of Independence States states that all men have rights of Life, Liberty, and the pursuit of Happiness. Ensuring universal access to healthcare is an important element in realizing these rights.",People could steal for the pursuit of happiness. That does not mean we condone it.,1
"The preamble of the US Constitution states to ""promote the general welfare"" of our nation. By providing universal healthcare, the general welfare of our society would improve.","There is a difference between promoting general welfare and providing it, so it is not a right to have healthcare.",1
"The preamble of the US Constitution states to ""promote the general welfare"" of our nation. By providing universal healthcare, the general welfare of our society would improve.",The Supreme Court has never interpreted the Constitution as providing a right to health care at the expense of the government to those who cannot afford it (p.2).,1
"The preamble of the US Constitution states to ""promote the general welfare"" of our nation. By providing universal healthcare, the general welfare of our society would improve.","Congress already promotes the general welfare through the funding of Medicare, Medicaid, Veterans Benefits, the Department of Health and Human Services, and grants to numerous medical related uses.",1
"Health care was absent before 1920, so we have to assume that ""Life, Liberty, and Pursuit of Happiness"" could possibly mean universal health care.",The provision of Health care is not mentioned in the Constitution or the Bill of Rights.,1
Healthcare for all people would save many lives in the US.,The overflow of patients will greatly burden the system.,1
Healthcare for all people would save many lives in the US.,"Expanding healthcare isn’t inherently a good thing, as expanded coverage that does not account for quality can also lead to excess lives being lost.",1
"Some diseases, such as viral diseases, could spread to other. This would make healthcare a community issue. Universal healthcare is the only way the community's health can be protected.",There is no cure for most viral infections so universal healthcare would not solve this problem.,1
"Some diseases, such as viral diseases, could spread to other. This would make healthcare a community issue. Universal healthcare is the only way the community's health can be protected.","Universal healthcare may encourage people to seek out testing and care facilities excessively. If people flock to one place, it will be easier for the virus to spread.",1
"For people without medical insurance, the cost of coronavirus testing is particularly high.",The high cost is specifically to discourage unnecessary use of the testing kits as there is a dearth of testing kits.,1
"The number of people who will fall sick and require medical attention will remain the same even if everyone has a right to healthcare. At best, the people who are sick are likely to be given medical attention.","Because of the overflow of patients, the quality of care would decrease and this could lead to more deaths that lives saved.",1
"The number of people who will fall sick and require medical attention will remain the same even if everyone has a right to healthcare. At best, the people who are sick are likely to be given medical attention.",The number of total patients would increase as many would come to be treated even with minor illnesses which would overwhelm doctors.,1
We can increase the capacity of the medical system over the course of time to mitigate that risk.,"If there is an overflow of patients, doctors may be forced to prioritise providing care for one patient at the expense of other patients. This may lead to more deaths.",1
Predicting an overflow of patients is evidence that there is a dire need to increase access because so many people who need to access healthcare are unable to do so in the status quo.,The overflow of patients will greatly burden the system.,1
"Such rises in utilization are likely to be modest. There are only so many doctors and hospital beds, which limits theorized surges in utilization.",The overflow of patients will greatly burden the system.,1
"The overflow of patients would probably not be a problem, because there are many hospitals in the USA and not so many people have problems.",The overflow of patients will greatly burden the system.,1
The cost of healthcare would be lowered if it were available to all people.,"The Affordable Healthcare Act in the US is available to all people, but it costs more for middle-class families than traditional healthcare plans.",1
The cost of healthcare would be lowered if it were available to all people.,The free market ensures better quality of healthcare than a regulated system could.,1
Making healthcare available to all people reduces costs substantially as preventative and early treatment options are much more likely to be used in such a system.,This would require a serious change in the culture around hospitals and medical care which has become normalized for Americans in light of their experiences under the current system.,1
"When patients avoid emergency treatment, doctors are unable to diagnose and engage with them until they require emergency room care.",Most people in the US are insured.,1
The overall cost of healthcare would reduce as universal healthcare is a more efficient system.,"Under universal coverage, the government would need to pick up more expense because it would now be covering expenditure for a significantly greater number of people than in the status quo.",1
Overall spending by the government would not increase; universal coverage would simply result in an increase in federal spending.,"Under universal coverage, the government would need to pick up more expense because it would now be covering expenditure for a significantly greater number of people than in the status quo.",1
"Middle class Americans who currently pay for healthcare through federal and state taxes, premiums, and various cash payments would be paying a reduced amount under universal coverage, which would require tax payments only.","The Affordable Healthcare Act in the US is available to all people, but it costs more for middle-class families than traditional healthcare plans.",1
"Because administrative costs are likely to be reduced, that money can be used to increase the supply of healthcare.",The cost of services and goods are based on supply and demand; increasing the demand (without increasing the supply) will either increase the cost or lower the quality.,1
"If demand increases, it is because people are finally able to see doctors for their healthcare problems as opposed to avoiding them due to their inability to afford medical attention.",The cost of services and goods are based on supply and demand; increasing the demand (without increasing the supply) will either increase the cost or lower the quality.,1
"Supply could be increased too, because doctors are not a limited resource like water or oil. More ""customers"" maybe lead to more entrepreneurs who want to make money as a doctor in a significant bigger market as it is actually.",The cost of services and goods are based on supply and demand; increasing the demand (without increasing the supply) will either increase the cost or lower the quality.,1
"The current market-based system of healthcare in the US hasn't resulted in healthy competition. Instead, it has led to monopolization that impede affordability and innovation.",Competition among healthcare providers in a predominantly market-based system leads to innovation and excellence. A right to healthcare can curb this tendency.,1
The US has a moral obligation to provide healthcare to its citizens.,People have a moral responsibility to help each other out. The state has no such responsibility.,1
The US has a moral obligation to provide healthcare to its citizens.,Access to a physical resource is not a human right.,1
The US has a moral obligation to provide healthcare to its citizens.,"There is no inherent right to anything but life, liberty and the pursuit of happiness. Getting free healthcare means you forced someone with money to pay for your expenses and force / coercion is morally wrong, except in self defense.",1
The financial status of individuals should not impact their ability to receive healthcare.,"Given the strong link between poverty and poor health, the poor are more likely to need greater access to healthcare than the rich. It is unfair to use the large sum of tax money paid by the rich for the welfare of the poor.",1
The financial status of individuals should not impact their ability to receive healthcare.,"If healthcare is a right, the government must supply it equally to the rich and the poor. It is unjustified for wealthy people, who can financially afford healthcare facilities without assistance from the government, to access those services.",1
"In the US, many people are poor and unable to afford healthcare in the status quo.","91.5% of the US population had health insurance for all or part of 2018. With insurance, individuals can easily access healthcare.",1
"People are poor as a result of the lottery of birth. Therefore, it is not their fault that they do not have enough money to access healthcare.","Even if people are born into poor conditions, they have the ability to work hard and make the best out of it.",1
"The fact that she is the first African American TV correspondent indicates that millions of others did not made it so far even if they worked hard too, which means that success because of hard work is not guaranteed.",Oprah Winfrey was born into a poor family in Mississippi. She went on to become the first African-American TV correspondent in Tennessee whose net worth is approximately $3 billion.,1
