text1,text2,distance
Universal and mandatory organ donation is a moral good.,"It is morally wrong to mandate organ donation because doing so treats humans as the means to an end, rather than inherently valuable.",1
Universal and mandatory organ donation is a moral good.,Organ donation should not be made mandatory because doing so would prevent the cultivation of positive virtues like benevolence and charity in society.,1
"In consequentialist terms, mandatory organ donation is a moral good because it would produce the most positive moral outcomes for the greatest number of people.",Mandatory organ donation may have adverse psychological effects on a donor and their loved ones.,1
"In consequentialist terms, mandatory organ donation is a moral good because it would produce the most positive moral outcomes for the greatest number of people.","Mandatory organ donation could cause harm to terminal patients that have been identified as viable donors, as their donor potential may be valued above their need for dignified and comfortable palliative care.",1
"Mandatory organ donation contributes to the normalization of tissue donation and could thus encourage people to donate valuable blood, tissue, and certain organs while still alive.",Ever-increasing blood donation rates in Europe suggest that such procedures can be normalised and adopted by communities without the need for extreme legislation.,1
"Mandatory organ donation contributes to the normalization of tissue donation and could thus encourage people to donate valuable blood, tissue, and certain organs while still alive.","Given past evidence and behavioural trends, it seems unlikely that the normalization of organ donation after death would increase the donation rate of organs, tissue, and blood while still alive.",1
"A government mandating organ donation symbolises its strong support of organ donation as a general benefit for society, which may make people more likely to donate while alive.","Psychological analysis concludes that coercion tends to breed resistance (p. 543). Applied to organ donation, people would be unlikely to make donations while alive with the knowledge that they would be forced to do so in death.",1
"Despite the attempted normalization of blood donation in the United States, less than 10% of people do so.",Ever-increasing blood donation rates in Europe suggest that such procedures can be normalised and adopted by communities without the need for extreme legislation.,1
"Despite the attempted normalization of blood donation in the United States, less than 10% of people do so.","While an average of 10% of the population donates blood each year, only 37% of the population is eligible to donate. This means that over 25% of eligible people donate each year.",1
"Mandatory organ donation laws could help normalize talking about death and the body, which would likely promote new ways of thinking about life.","Given past evidence and behavioural trends, it seems unlikely that the normalization of organ donation after death would increase the donation rate of organs, tissue, and blood while still alive.",1
"Mandatory organ donation may reduce the need to use animals for medical research, which many consider to be morally and ethically wrong.","Even if more human organs became available, animals would likely continue to be the preferred test subjects for many types of medical research.",1
"Due to the genetic disparities between animals and humans, experimentation on the former can lead to inaccurate and thus harmful conclusions surrounding the treatment and cure of human diseases.","The biological differences between humans and animals are relatively minor. As a result, well-designed animal tests can be highly beneficial to human biomedical science (pp. 11-12).",1
Animal testing should be banned.,Animal testing is necessary for medical development.,1
Animal testing should be banned.,Animal testing is an effective method of testing products.,1
There are preferable alternatives to animal testing that are more accurate and humane.,"Any alternative methods of research are merely complementary, and no method can entirely replace the use of animals.",1
