text1,text2,distance
Consumers within public health systems should be empowered to make their own choices about their treatment.,Patients are not medical experts. It is irresponsible to give patients the ability to choose how they are treated.,1
Consumers within public health systems should be empowered to make their own choices about their treatment.,"The aim of public healthcare systems is to maximize the health of patients. Thus, public healthcare systems should restrict patients from picking ineffective treatment options.",1
Consumers within public health systems should be empowered to make their own choices about their treatment.,"Consumers should be empowered to make informed decisions about their treatment, putting homeopathic products with no evidence of effect on the same level as medicinal products denies people the ability to make informed decisions.",1
Consumers within public health systems should be empowered to make their own choices about their treatment.,"If a consumer should be able to choose their own treatment at taxpayer expense, anyone can choose any type of treatment, which will be very expensive.",1
"Many diseases have no known cures or effective treatments. Homeopathy can provide symptom relief, or may be effective for individuals in specific cases.","Homeopathy will not help patients who have a disease for which there is no cure. Doctors shouldn't lie to patients. It is better that doctors tell patients the truth, rather than give patients false hope.",1
"Many diseases have no known cures or effective treatments. Homeopathy can provide symptom relief, or may be effective for individuals in specific cases.","While things that only cure very specific diseases are still publicly funded, homeopathy not only just ""works"" in very specific cases, but it is not even curative. Public funding should not go to niche treatments that do not actually cure or prevent the disease they treat.",1
"Many diseases have no known cures or effective treatments. Homeopathy can provide symptom relief, or may be effective for individuals in specific cases.","Homeopathic ""treatment"" has never, in controlled conditions, proven to be more effetive than a placebo.",1
"Many diseases have no known cures or effective treatments. Homeopathy can provide symptom relief, or may be effective for individuals in specific cases.",In that case you should give a placebo not based in pseudoscience claims. This could count as validation that homeopathy works.,1
"If a person would prefer an ineffective and cheap attempt at a solution over an expensive one which the state will pay for, then the state should not withhold it.",The state should withhold (not offer) all and any treatments that are ineffective. Not wasting money providing ineffective treatments is the most efficient use of taxpayer (i.e. public) money.,1
"If a person would prefer an ineffective and cheap attempt at a solution over an expensive one which the state will pay for, then the state should not withhold it.","The patient is always allowed to decline the recommendations of a physician, but is not allowed to dictate their preference of treatments(either to the physician, or the third-party payer).",1
"If a person would prefer an ineffective and cheap attempt at a solution over an expensive one which the state will pay for, then the state should not withhold it.","The State doesn't have two separate motivations of cost and patient interest. They have a single combined cost/benefit analysis. Think of it as a fraction of benefit over cost. If the ratio is good, the treatment gets funding. If the ratio is poor, it does not. Because there is no evidence of health benefits from homeopathy the state must assume that the ratio is zero and act accordingly by not funding the treatment.",1
"If a person would prefer an ineffective and cheap attempt at a solution over an expensive one which the state will pay for, then the state should not withhold it.","This argument assumes that a patient will have homeopathy instead of another treatment. In reality, because homeopathy does nothing, the patient will not be cured and have to have the other treatment anyway. Therefore the choice is not between the cost of homeopathy or a standard treatment, but instead between the cost of a standard treatment or the standard treatment plus the cost of homeopathy.",1
"If a person would prefer an ineffective and cheap attempt at a solution over an expensive one which the state will pay for, then the state should not withhold it.","The assumption that that which interests the patient is also in the patient's interests is false. Perceptions of homeopathy do not influence its efficacy, the underlying biochemical reality does.",1
Patients often visit their doctor for simple coughs and colds and demand antibiotics. It is cheaper for a public healthcare system to direct patients towards homeopathy instead.,Funding homeopathic treatments would be too expensive for public health systems.,1
Patients often visit their doctor for simple coughs and colds and demand antibiotics. It is cheaper for a public healthcare system to direct patients towards homeopathy instead.,"Doctors should explain to patients that they do not need any treatment, instead of giving them homeopathic treatments.",1
Patients often visit their doctor for simple coughs and colds and demand antibiotics. It is cheaper for a public healthcare system to direct patients towards homeopathy instead.,Only 16% of UK adults believe that homeopathy is as effective as conventional medicine. Patients who demand antibiotics will continue to do so and the effect will be marginal at best.,1
Patients often visit their doctor for simple coughs and colds and demand antibiotics. It is cheaper for a public healthcare system to direct patients towards homeopathy instead.,"It would also be cheaper to give them lollipops and send them on their way, which would be similarly effective to homeopathy.",1
Patients often visit their doctor for simple coughs and colds and demand antibiotics. It is cheaper for a public healthcare system to direct patients towards homeopathy instead.,It isn't cheaper to direct toward homeopathy as the markup is large for the companies involved. Unbranded sugar pills can be manufactured very cheaply by health authorities.,1
"In the US, 1 in 3 antibiotics prescribed are unnecessary. This increases the risk of antibiotic resistance and is no more effective than the placebo effect of homeopathy.","While antibiotic resistance is dangerous, antibiotics do successfully cure infections and are often necessary. Antibiotics are in no way related to homeopathy for which there is no proven benefit at all.",1
"In the US, 1 in 3 antibiotics prescribed are unnecessary. This increases the risk of antibiotic resistance and is no more effective than the placebo effect of homeopathy.",Balancing one unscientific problem (overprescription of antibiotics) with another unscientific problem (lack of effectiveness and side effects of homeopathy) is not a solution.,1
"In the US, 1 in 3 antibiotics prescribed are unnecessary. This increases the risk of antibiotic resistance and is no more effective than the placebo effect of homeopathy.","The decision whether to use antibiotics or not relies on the doctor who prescribes them, not the patient. It is the doctor who has the knowledge and experience to make such decision. Doctors spend a lot of time informing themselves about new research posted and are totally aware of the problems that antibiotics present. If they prescribe them, it is because they consider there is no better choice. Refusing to hear their informed advice would be highly irresponsible.",1
Patients who feel unwell may simply seek treatment elsewhere. This could erode their faith in conventional medicine.,"Doctors should explain to patients that they do not need any treatment, instead of giving them homeopathic treatments.",1
Patients who feel unwell may simply seek treatment elsewhere. This could erode their faith in conventional medicine.,Experiences of conventional healthcare do not appear to be important drivers of people's use of alternative medicines. (Bishop et al.),1
"Lollipops cause tooth decay, a risk which is avoided by using homeopathic remedies.","It would also be cheaper to give them lollipops and send them on their way, which would be similarly effective to homeopathy.",1
"Lollipops cause tooth decay, a risk which is avoided by using homeopathic remedies.",Homeopathic sugar pills might cause tooth decay as well.,1
"Homeopathic treatments allocations in England, Scotland, Wales, and Northern Ireland total  £5m compared to a £130bn health services budget, or 0.004%, which is a drop in the bucket.",Funding homeopathic treatments would be too expensive for public health systems.,1
"Homeopathic treatments allocations in England, Scotland, Wales, and Northern Ireland total  £5m compared to a £130bn health services budget, or 0.004%, which is a drop in the bucket.",Any money spent on homeopathy would be better spent on treatments which are proven to be efficacious.,1
"Homeopathic treatments allocations in England, Scotland, Wales, and Northern Ireland total  £5m compared to a £130bn health services budget, or 0.004%, which is a drop in the bucket.","In 2017, the NHS announced it will no longer provide homeopathic medicine. Its justification was that homeopathy represented a misuse of scarce funding.",1
Homeopathic remedies are dramatically cheaper than pharmaceuticals and other traditional treatments. Government funding should be directed towards making more expensive treatment attainable.,Funding homeopathic treatments would be too expensive for public health systems.,1
