text1,text2,distance
Organically-grown produce tastes better than conventionally-grown.,Taste is entirely subjective and varies per person. Penn and Teller proved this point exactly in one of their shows: Penn and Teller: Organic Food Test,1
"Organic produce is given more time to naturally ripen, producing a better taste.",Produce farmed using non-organic methods cannot be left to 'naturally' ripen.,1
"Organic produce is given more time to naturally ripen, producing a better taste.",No its not. Everything is allowed to ripen as much as it can before going to market to be sold before it goes bad. If something is too ripe when harvested its more likely to be bruised and damaged in transit.,1
Organic farming is better for the environment.,"Organic farming uses more land to grow the same amount of food. More natural ecosystems are converted into farmland this way, which hurts the environment.",1
Organic farming is better for the environment.,"If based on persons fed per acre, organic farming is detrimental, due to significant inefficiency",1
Organic farming is better for the environment.,Organic farming still uses organic chemicals and pesticides that affect us and the environment in the same or worse way than the synthetic equivalents do.,1
"Organic farming uses less water to grow (1, 2) the same amount of food as traditional methods do. This helps farmers save on water usage.","There are genetically modified crops that specifically address preservation of water. Unfortunately, organic standards prohibit genetically modified crops.",1
"Organically grown plants are more durable, and have higher resistance to pest and diseases.",Genetically modified foods are actually more durable.geneticallymodifiedfoods.co.uk,1
"Organic farming preserves the heirloom varieties that some GMOs try to replace (because organic means non-GMO), like seedless produce.",Heirloom vegetables are not necessarily healthier for the environment.,1
"Though organic farming may use more land, the land used has lower impact and integrates more with the natural environment.","Organic farming uses more land to grow the same amount of food. More natural ecosystems are converted into farmland this way, which hurts the environment.",1
"Depleted, compacted and drained soils will be unusable for farming, equally requiring more land in the long run.","Organic farming uses more land to grow the same amount of food. More natural ecosystems are converted into farmland this way, which hurts the environment.",1
Organic farming is a great way to rejuvenate land degraded due to excessive cultivation.,"Organic farming uses more land to grow the same amount of food. More natural ecosystems are converted into farmland this way, which hurts the environment.",1
"If examined as a whole in regards to the global ecosystem, lack of sustainability of conventional farming over time would decrease the persons fed per acre efficiency rating. Eventually, organic farming would overtake conventional farming as the more efficient option. Organic being worse is just seen in the short-term.","If based on persons fed per acre, organic farming is detrimental, due to significant inefficiency",1
Organic farming is economically more sound.,Some organically grown produce is a waste of money.,1
Organic farming is economically more sound.,Industrial-scale farming makes it easier to increase agricultural income (especially for the impoverished and developing countries that depend on it).,1
"Organic farming is cheaper because it does not require expensive fungicides, pesticides, and insecticides.",Commercial farming is far cheaper than organic farming.,1
"Organic farming is cheaper because it does not require expensive fungicides, pesticides, and insecticides.","Organic farming does use pesticides. And they are not necessarily cheaper. On a large scale, conventional farming is cheaper.",1
"Organic farming is cheaper because it does not require expensive fungicides, pesticides, and insecticides.",Organic products are more expensive since they cost more to grow.,1
Organic produce have lower levels of added inorganic chemical content.,Some organic content is bad for your health and some inorganic content is good for your health. There is no reason to believe added inorganic content is necessarily a bad thing.,1
One can grow organically in their own backyard for less than it would cost to buy organic or conventional at the store.,Organic products are more expensive since they cost more to grow.,1
The welfare for organic livestock is higher than for conventional livestock.,"Livestock that are raised according to USDA organic standards are denied some forms of veterinary care, such as being provided antibiotics when they are sick, whereas conventional livestock are allowed full care.",1
The use of antibiotics in conventional livestock farming practices increases the development of bacteria strains that are resistant to antibiotic treatment.,"Livestock that are raised according to USDA organic standards are denied some forms of veterinary care, such as being provided antibiotics when they are sick, whereas conventional livestock are allowed full care.",1
The use of antibiotics in conventional livestock farming practices increases the development of bacteria strains that are resistant to antibiotic treatment.,The use of antibiotics is necessary to prevent and treat bacteria infections in livestock that are potential harmful to humans.,1
"Organically raised animals are not given antibiotics, growth hormones, or fed animal byproducts that can contaminate the soil and water via their excrement.","Due to profit incentives, farmers may not treat sick animals, which leads to animal suffering. So there's a cost to preserving the environment: it's at the expense of livestock.",1
"Organically raised animals are not given antibiotics, growth hormones, or fed animal byproducts that can contaminate the soil and water via their excrement.",Organically-raised animals are given antibiotics as a last resort if they become sick. they are just separated from the organic herd. This means their excrement can still contaminate the soil and water.,1
"Organic farming naturally conserves the soil in the long-term by cushioning against soil degradation, through support of microbial activities that release nutrients and transform soil.","This is not unique to organic farms, as such it is not a viable argument for it.",1
Organic farming is healthier for people than conventional farming.,Some types of non-organic farming harness genetic engineering to improve the nutritional value of foods.,1
Organic farming is healthier for people than conventional farming.,"Actually, GMOs have been found not harmful to human health.",1
Organic farming protects the workers and everyone living close to the fields from coming in contact with dangerous chemicals.,"Organic agriculture entails more manually-intensive labor for farm workers because it requires more physical weeding. As such, organic farming is not necessarily safer for workers overall.",1
There is a relationship between exposure to pesticide particles and cardiovascular disease.,The authors of that study noted that further research was needed to understand more about the relationship between pesticides and cardiovascular disease.,1
Eating produce grown organically is better for the human body.,"Organic farming tends to make people more sick, due to higher levels of pathogens",1
Eating produce grown organically is better for the human body.,A Stanford University study found that eating organic foods were not better than eating conventionally farmed foods.,1
