text1,text2,distance
"In the status quo, people who take part in medical trials are those who need money, which is a dangerous form of coercion. This policy removes this coercive financial incentive in favour of a fair method: random chance.",Participation in cancer drug trials correlates with high education and income.,1
"In the status quo, people who take part in medical trials are those who need money, which is a dangerous form of coercion. This policy removes this coercive financial incentive in favour of a fair method: random chance.",Economic coercion is an unavoidable part of a capitalist system; most people must work in order to survive.,1
"In the status quo, people who take part in medical trials are those who need money, which is a dangerous form of coercion. This policy removes this coercive financial incentive in favour of a fair method: random chance.","Even if this coercion is bad, it is more wrong to take away a popular method for low-income people to get free medical treatment.",1
"In the status quo, people who take part in medical trials are those who need money, which is a dangerous form of coercion. This policy removes this coercive financial incentive in favour of a fair method: random chance.","Poorly educated and qualified individuals, who might find few other sources of income, and those in dire need would lose a source of income.",1
"In the status quo, people who take part in medical trials are those who need money, which is a dangerous form of coercion. This policy removes this coercive financial incentive in favour of a fair method: random chance.","Many people are paid, at least in part, for putting themselves in danger. For example, crab fishing is a dangerous job and many fishermen make six-figure salaries annually.",1
"In the status quo, people who take part in medical trials are those who need money, which is a dangerous form of coercion. This policy removes this coercive financial incentive in favour of a fair method: random chance.",Presumably being forced by the state to participate in a clinical trial is more coercive than the comparatively soft coercive power of adverse circumstances or lack of education.,1
A choice cannot be freely made when one option results in starvation or homelessness.,"If those are the choices someone faces, taking away the option of the trial and forcing them to be homeless is even worse than allowing them a ""coercive"" choice that it is better for their quality of life.",1
A choice cannot be freely made when one option results in starvation or homelessness.,Freedom exists as a spectrum rather than a binary. We are more or less free rather than being free or not.,1
"Desperate people enter multiple clinical trials at once, or lie about their history of entering trials in an attempt to get more money. This is very, very dangerous.","This could be prevented by creating a national clinical trial patient registry, as suggested by the reference linked in the parent. There is no need to select drug trial participants randomly.",1
"The status quo is a dangerous form of coercion, because those who are already impoverished are unlikely to be able to afford quality medical care if something goes wrong.",Those harmed by drug trials can use tort law to sue the company running the drug trials.,1
Impoverished participants may not have the resources to hire a lawyer for a lawsuit.,Those harmed by drug trials can use tort law to sue the company running the drug trials.,1
Impoverished participants may not have the resources to hire a lawyer for a lawsuit.,Class-action lawsuits can be used to spread the cost of a lawsuit across many possible participants.,1
Impoverished participants may not have the resources to hire a lawyer for a lawsuit.,"If a lawsuit has a high degree of success, many lawyers and law firms will waive their fees in exchange for a cut of any settlement.",1
"Such court cases still require a significant commitment of plaintiffs' time, something which those living on subsistence wages cannot afford.","If a lawsuit has a high degree of success, many lawyers and law firms will waive their fees in exchange for a cut of any settlement.",1
"Suing a drug company makes it unlikely that drug trial participants can continue working as guinea pigs, endangering their livelihood.",Those harmed by drug trials can use tort law to sue the company running the drug trials.,1
