text1,text2,distance
The financial model of the NHS is inherently unsustainable.,Asking people to pay for insurance is no more sustainable than asking them to pay more taxes. Either way the money still has to come from somewhere.,1
The financial model of the NHS is inherently unsustainable.,"The NHS model offers equal access to high-quality healthcare for all UK citizens, funded though public taxation. As such, a growing population should theoretically generate enough tax revenue to cover any surplus costs.",1
The financial model of the NHS is inherently unsustainable.,Figures suggest that the NHS budget has spent a lower percentage of GDP every year since 2010. The NHS was sustainable until the British Government decided to reduce spending.,1
A means tested patient contribution should be introduced. Such a scheme would either eliminate the unnecessary use of the service and/or reduce its wasteful misuse.,It is more prudent to identify the procedural and organizational inefficiencies that are responsible for the misuse of resources than to rearrange the funding model of the NHS.,1
"Generally speaking, publicly funded healthcare systems are incapable of providing sustainable healthcare.","The UK currently only spends around 7% of GDP on one of the best healthcare systems in the world (as ranked by the WHO, UN, and Bill and Melinda Gates Foundation and the Legatum Institute among others). This is very low and leaves plenty of room for increased funding through current mechanisms such as reprioritization of government spending and increased taxes.",1
"People, theoretically, have an unlimited desire for public healthcare. However, as public funds are limited, the NHS will never be able to cover everything people want.","Whilst valid from a theoretical viewpoint, in practice the NHS is expected to uphold a decent standard of health care, not a service of unlimited quality.",1
"People, theoretically, have an unlimited desire for public healthcare. However, as public funds are limited, the NHS will never be able to cover everything people want.",People are neither immortal nor sick all the time. In this way their desire for healthcare is not unlimited.,1
"People, theoretically, have an unlimited desire for public healthcare. However, as public funds are limited, the NHS will never be able to cover everything people want.",Private funds for healthcare are also limited. The source of the provision does not stop or alleviate the issue of unlimited desire.,1
"People, theoretically, have an unlimited desire for public healthcare. However, as public funds are limited, the NHS will never be able to cover everything people want.","Most countries already provide free and/or universal healthcare, which can include ""total"" health care for all citizens, for free, for their lifetime.",1
"If any healthcare is available free of cost it would be rational for an individual to take every medical treatment possible to keep them fit and healthy forever, no matter how expensive or low efficacy it was.",People are neither immortal nor sick all the time. In this way their desire for healthcare is not unlimited.,1
