text1,text2,distance
"Anyone opposed, either for religious or other purposes, would have an easy way to opt out.","Even with wide reaching information campaigns, there is the risk that some people opposed to donating organs will not realise they are opted in.",1
"Bodily autonomy, by definition, ends at the point of death.",This is an infringement of bodily autonomy.,1
"Bodily autonomy, by definition, ends at the point of death.",This is highly contentious. One can easily make plans whilst still alive for what happens to one's body; to say it simply ceases the moment life does is to undermine the autonomy held while alive.,1
"Making plans while alive for what happens to one's body falls under ""opting-out of being a donor"". Bodily autonomy ceases on death, but decisions taken while alive do not expire.",This is highly contentious. One can easily make plans whilst still alive for what happens to one's body; to say it simply ceases the moment life does is to undermine the autonomy held while alive.,1
This is a risk worth taking.,"Even with wide reaching information campaigns, there is the risk that some people opposed to donating organs will not realise they are opted in.",1
"If this is such a vital issue, then it the individuals' responsibility to ensure they have not been signed up.","Even with wide reaching information campaigns, there is the risk that some people opposed to donating organs will not realise they are opted in.",1
Fewer people would pass away because they couldn't get a vital organ in time.,Opt-out schemes do not always work.,1
Fewer people would pass away because they couldn't get a vital organ in time.,"People live and then they die, that is the nature of life. Due to technological advances, bodies can be kept alive almost independent of the vitality inside. Next to expensive, this keeping-people-alive-no-matter-what can also get ethically questionable, for example when life extension is nothing more than prolonged suffering. Therefore, instead of sacrificing ethical standards to stretch life, society might benefit more from clear policies on when to intervene and when not to.",1
"People living and then dying has been the nature of life so far. There is no moral imperative that demands this to remain so now or in the future, no reason why death should not be postponed even indefinitely. Life expectancy was 26 years in the bronze age. In that sense we are already way past what was considered 'natural' for our ancestors.","People live and then they die, that is the nature of life. Due to technological advances, bodies can be kept alive almost independent of the vitality inside. Next to expensive, this keeping-people-alive-no-matter-what can also get ethically questionable, for example when life extension is nothing more than prolonged suffering. Therefore, instead of sacrificing ethical standards to stretch life, society might benefit more from clear policies on when to intervene and when not to.",1
There is high support amongst civilians for opt-out organ donation schemes.,"This doesn't eliminate the voices of those who do not support it, and whose reservations deserve to be given weight.",1
There is high support amongst civilians for opt-out organ donation schemes.,Such difficult issues cannot be fairly decided by popularity.,1
Many people who might want to donate simply forget to sign up.,"Equally, many people who don't want to donate may forget to opt-out. The consequences of this possibility are arguably graver than of forgetting to opt-in.",1
"Precisely because of the arguably worse consequences of inaction on this front, people are much less likely to forget to opt-out if they have an active aversion to organ donation.","Equally, many people who don't want to donate may forget to opt-out. The consequences of this possibility are arguably graver than of forgetting to opt-in.",1
"Nor should the voices of those who do not support it, if fewer in number, outweight those who support it. People who do not support it will still be able to deny donating their organs by opting-out of the program.","This doesn't eliminate the voices of those who do not support it, and whose reservations deserve to be given weight.",1
The change of a system that directly affects the populace and have no technical expertise necessarily inherent to its discussion should be discussed by the people by means of a referendum.,Such difficult issues cannot be fairly decided by popularity.,1
"An emergency 'opt out' option could be made available to families who can give reasonable justification for why their family member would be opposed to donation, in the event of their unexpected/ untimely death.","If a deceased family member was opposed to donation, they would have said so prior to death. Assuming the opinions of a dead person is bizarre, particularly if their action or lack of action indicates a different opinion.",1
There are many legal ways to contest a will. Lawyers could undoubtedly draft such a process to legally contest an organ donation.,"If a deceased family member was opposed to donation, they would have said so prior to death. Assuming the opinions of a dead person is bizarre, particularly if their action or lack of action indicates a different opinion.",1
"This can be easily averted by announcing the opt-out system well in advance of it entering into force, and by public information/education messages. That way everyone has the chance to opt-out before they are automatically opted in.",Someone who is opposed may pass away before having the opportunity to opt out (unexpected or untimely death).,1
"This can be easily averted by announcing the opt-out system well in advance of it entering into force, and by public information/education messages. That way everyone has the chance to opt-out before they are automatically opted in.","Even with wide reaching information campaigns, there is the risk that some people opposed to donating organs will not realise they are opted in.",1
"Bodily autonomy, by definition, ends at the point of death.",This is an infringement of bodily autonomy.,1
"Bodily autonomy, by definition, ends at the point of death.",This is highly contentious. One can easily make plans whilst still alive for what happens to one's body; to say it simply ceases the moment life does is to undermine the autonomy held while alive.,1
"Making plans while alive for what happens to one's body falls under ""opting-out of being a donor"". Bodily autonomy ceases on death, but decisions taken while alive do not expire.",This is highly contentious. One can easily make plans whilst still alive for what happens to one's body; to say it simply ceases the moment life does is to undermine the autonomy held while alive.,1
This is a risk worth taking.,"Even with wide reaching information campaigns, there is the risk that some people opposed to donating organs will not realise they are opted in.",1
"If this is such a vital issue, then it the individuals' responsibility to ensure they have not been signed up.","Even with wide reaching information campaigns, there is the risk that some people opposed to donating organs will not realise they are opted in.",1
"Opt-out systems often distinguish between explicit opt-in and default. If the person that passed away did not explicitly sign his opt-in, the family will be contacted and asked for permission. This way, if the deceased person indeed actually wanted to opt-out but did not sign his opt-out form in time, his/her family can opt-out in his/her place.",Someone who is opposed may pass away before having the opportunity to opt out (unexpected or untimely death).,1
"The benefits of organ donations are in saving the life of another. This is what families should gain emotional benefit from, not from their sense of altruism.","The family of the deceased could get an emotional benefit from ""choosing"" to donate organs, which an opt-out program would not allow for.",1
"Family refusal is currently the “biggest obstacle to donation”, says the NHS. Around 91% of families agree to organ donation if their relative is on the organ donation register (ODR). However, when patients are not on the ODR then 47% of families say no to a donation.","The family of the deceased could get an emotional benefit from ""choosing"" to donate organs, which an opt-out program would not allow for.",1
"Bodily autonomy, by definition, ends at the point of death.",The government does not own anyone. Your body is yours.,1
