text1,text2,distance
There are preferable alternatives to animal testing that are more accurate and humane.,"Any alternative methods of research are merely complementary, and no method can entirely replace the use of animals.",1
There are preferable alternatives to animal testing that are more accurate and humane.,Alternative methods to animal testing often have limitations.,1
Testing could be done on willing human participants.,"As human subjects are often paid, it is questionable whether the participants' judgement in taking part is impaired due to the prospect of financial gain (pp. 2-3).",1
Testing could be done on willing human participants.,Animal testing is often used to test the safety of pharmaceuticals and cosmetics to minimize harm to humans.,1
Testing could be done on willing human participants.,Testing on animals is cheaper than testing on humans.,1
"Human palliative patients may consent to medical trials on the basis that they have little to lose and may potentially benefit from them. If nothing else, the knowledge that they will be helping develop treatments for future patients may be comforting.","Those who are extremely sick, vulnerable, and often poor are the least capable of expressing informed consent.",1
"Human palliative patients may consent to medical trials on the basis that they have little to lose and may potentially benefit from them. If nothing else, the knowledge that they will be helping develop treatments for future patients may be comforting.",Using terminally ill patients for medical experiments exposes them to an unacceptably high risk of adverse side effects.,1
"Human palliative patients may consent to medical trials on the basis that they have little to lose and may potentially benefit from them. If nothing else, the knowledge that they will be helping develop treatments for future patients may be comforting.","A palliative patient is likely to have compromised biological systems due to the nature of many terminal conditions. In this instance, using them as a test subject would not produce accurate results as their bodies are likely to react to treatment differently.",1
"As long as an individual is deemed to have sufficient mental capacity, and providing the risks of any procedure are fully explained to them, they are able to give informed consent.","Those who are extremely sick, vulnerable, and often poor are the least capable of expressing informed consent.",1
"Despite any potential risk, for terminally ill patients, early access to such drugs can be the only treatment option and may be life-saving (p. 5).",Using terminally ill patients for medical experiments exposes them to an unacceptably high risk of adverse side effects.,1
It is much more effective to use human parts that a person has consented to donate.,It is not possible to cultivate some diseases in a manner which allows for experiments to be conducted without using living organisms (p. 55).,1
It is much more effective to use human parts that a person has consented to donate.,Animal testing can provide valuable information on likely side effects and reactions to medical treatments (p. 9).,1
Unlike human test subjects - from whom informed consent is obtained - animals are unable to consent to trials.,"Consent is a human construct, which does not apply to animals.",1
"It is unethical to subject animals to procedures to which they cannot consent and which may be painful or uncomfortable, as many are self-aware and know when they are being mistreated (p. 1).","There is no accurate way to measure if, or to what extent, an animal prizes the value of its own life in the same way as a human does. As such, we can do no more than to speculate about their preferences.",1
Humans have a moral responsibility to take care of animals who are unable to defend themselves.,"Humans' moral responsibility towards animals only applies to the extent that humans are not harmed or neglected in the process. Where animal testing is necessary to preserve human life, our responsibility is to our fellow humans above other species.",1
Humans have a moral responsibility to take care of animals who are unable to defend themselves.,Kantian ethics rejects that humans have a moral obligation to protect animals because animals are not self-conscious beings and thus lack moral agency.,1
Humans have an ethical obligation to minimise animal suffering.,"As the majority of animal suffering occurs in the wild, the only way to truly minimise animal suffering is to intervene in and disrupt nearly all natural processes.",1
Humans have an ethical obligation to minimise animal suffering.,"The obligation to minimise animal suffering is superseded in this case by the obligation to minimise the human suffering, which may be achieved through scientific and medicinal advancement as a direct result of animal research.",1
