text1,text2,distance
Vaping is injurious to health.,"Every product can harm people with certain health problems. Rather than banning vaping, more information about health risks should be publicized.",1
Vaping is injurious to health.,Health problems tend to be caused from black market vaping products which are unregulated.,1
Vaping is injurious to health.,"Substances such as alcohol and tobacco, which are far more dangerous than vaping, are legal. Banning vaping would be inconsistent.",1
Vaping is injurious to health.,Most people use vaping to help them stop smoking cigarettes (p.1).,1
Vaping is injurious to health.,"The long-term health effects of vaping haven't been studied yet, therefore there is no way of knowing if vaping can become more dangerous than other substances.",1
There is a public health crisis brought on by vaping in the USA.,There is little evidence that vaping will consistently create these health problems and most public health services have not finished testing the long-term effects of vapes.,1
There is a public health crisis brought on by vaping in the USA.,These health problems were specific to the USA and Canada. It seems more likely to be a problem specific to those industries than to vaping itself.,1
"Over 2,000 people have been hospitalized in the USA for lung disease which has been linked to the use of vaping products.","Studies are still not 100% conclusive, as one of the main causes of lung diseases associated with vaping could be linked with vapers that have modified cartridges with THC-containing products.",1
Dual smokers (users of e-cigarettes + combustible cigarettes) are at significantly higher odds of suffering from cardiovascular disease.,"Dual smoking can also be transitionary as from 2015 to 2018, the prevalence of cigarette smoking in current e-cigarette users declined from 56.9% to 40.8%.",1
"It is quite easy to counterfeit vaping products and sell them illegally, which may lead buyers to consume substances which are less safe and tested.",Vaping is not properly regulated yet. One of the best ways to avoid unsafe substances is to regulate vapes in order to test and control vaping products.,1
"It is quite easy to counterfeit vaping products and sell them illegally, which may lead buyers to consume substances which are less safe and tested.","This is an argument for better regulation, not bans",1
"According to the first study on the long-term effects of vaping, vapers were about 30% percent more likely to have developed a chronic lung disease like asthma.","Although vaping poses some health risks, it is still safer than smoking according to the same study.",1
"When it comes to ""tobacco harm control"" (THC), there's a general skepticism over the involvement of the tobacco industry in harm reduction strategies.","The concept of ""harm reduction"" aims to support a set of policies and practices to make dangerous practices as safe as possible instead of banning or stigmatizing them.",1
"Attempts to provide more information are routinely ignored, particularly by young people, the ones most likely to start vaping.","Every product can harm people with certain health problems. Rather than banning vaping, more information about health risks should be publicized.",1
"Attempts to provide more information are routinely ignored, particularly by young people, the ones most likely to start vaping.","In the case of vapes, marketing can be very effective in attracting young people's attention.",1
"Vape products can't be compared to other kinds of products, as vaping can have negative health consequences on any type of consumer (regardless of any pre-existing health issues).","Every product can harm people with certain health problems. Rather than banning vaping, more information about health risks should be publicized.",1
Vaping is not properly regulated yet. One of the best ways to avoid unsafe substances is to regulate vapes in order to test and control vaping products.,"It is quite easy to counterfeit vaping products and sell them illegally, which may lead buyers to consume substances which are less safe and tested.",1
"This is an argument for better regulation, not bans","It is quite easy to counterfeit vaping products and sell them illegally, which may lead buyers to consume substances which are less safe and tested.",1
Vaping is not properly regulated yet. One of the best ways to avoid unsafe substances is to regulate vapes in order to test and control vaping products.,"Particularly where marijuana is legal, or where e-cigarettes are popular, smoking shops often sell vapes, as well as untested, experimental THC cartridges, which would carry more health risks.",1
"Producing liquid nicotine or marijuana is expensive, and currently is mainly done by corporations rather than individuals.","During the prohibition of alcohol, thousands participated in bootlegging operations. Making vaping illegal may lead to a similar result.",1
The prohibition of alcohol succeeded in lowering consumption.,"During the prohibition of alcohol, thousands participated in bootlegging operations. Making vaping illegal may lead to a similar result.",1
The prohibition of alcohol succeeded in lowering consumption.,"However, it succeeded in making alcohol 'cool', as speakeasies, where alcohol was illegally served, surged in popularity.",1
"Given easier and cheaper alternatives like smoking marijuana or cigarettes, it is unlikely that many will produce counterfeit vaping products.",Banning vapes would only make the problem worse by causing people to turn to the black market to purchase unregulated vapes.,1
"Given easier and cheaper alternatives like smoking marijuana or cigarettes, it is unlikely that many will produce counterfeit vaping products.","Cigarettes are more unhealthy, and are the biggest cause of preventable deaths in England.",1
