text1,text2,distance
Regulations and restrictions can be put in place to prevent DIY gene technology causing harm.,There is no consensus on who should be making the laws to regulate gene editing.,1
Regulations and restrictions can be put in place to prevent DIY gene technology causing harm.,Biohackers can disregard warnings by competent agencies such as the FDA regarding DIY gene editing.,1
Regulations and restrictions can be put in place to prevent DIY gene technology causing harm.,There is no global standard. Different jurisdictions have different regulatory standards regarding gene editing of organisms.,1
"As there is a great concern that this could be used wrongly, there is also a very large incentive to heavily and carefully regulate it.",Just because there is a general consensus that DIY gene editing should be regulated carefully does not mean there is consensus on what that regulation specifically looks like.,1
The damage is likely to be greater if individuals perform similar experiments in risky conditions without oversight.,"Even if it is allowed and regulated, those unscrupulous enough to do it without proper conditions may do it anyway.",1
"There are examples of competent authorities, such as the FDA, which provide oversight and regulation for technologies and products that have complex implications for public health, with both benefits and dangers inherent in them.",There is no consensus on who should be making the laws to regulate gene editing.,1
"Modern states have one legislative body, the parliament, who should be making the laws.",There is no consensus on who should be making the laws to regulate gene editing.,1
The sale of genetically modified food should be banned.,There is no global standard. Different jurisdictions have different regulatory standards regarding gene editing of organisms.,1
The sale of genetically modified food should be banned.,Genetically modified crops can help mitigate world hunger.,1
The sale of genetically modified food should be banned.,A universal ban is not the right approach to addressing any potential problems with genetically modified foods.,1
Formulation of genetically modified food endangers the lives and health of citizens around the world.,Genetically modified food is often subject to more rigorous safety checks than its non-GM counterparts.,1
Formulation of genetically modified food endangers the lives and health of citizens around the world.,"Many of the processes employed in genetic modification have occurred, in nature and in traditional agriculture, for years without any identifiable health risks. As such, it seems unlikely that GMOs pose a greater risk than non-GMOs.",1
Use of the herbicide glyphosate has dramatically increased since the introduction of GM glyphosate-tolerant crops. Glyphosate can be linked to many health problems.,"Glyphosate use is not intrinsically linked to GMOs, thus if it is glyphosate and not GM food that has dangerous side effects, it would be far more logical to ban glyphosate than GMOs.",1
Use of the herbicide glyphosate has dramatically increased since the introduction of GM glyphosate-tolerant crops. Glyphosate can be linked to many health problems.,Multiple studies linking glyphosate to numerous health risks have been discredited as unsupported by the available scientific evidence.,1
"The recent rise in celiac disease correlates with the increased use of glyphosate on wheat crops and the presence of gluten proteins. For those with a genetic predisposition, the glyphosate found on genetically modified foods may exacerbate, or trigger the onset of, celiac disease (p. 160).","While the study referenced above touches on possible mechanisms of causation, it neither proves nor investigates the relationship between these mechanisms and the rise in incidence of celiac disease. For example, the study used glyphosate levels that were thousands of times higher than those present in genetically modified foods, the latter of which are too low to alter gut bacteria (p. 1).",1
"Research suggests that glyphosate-based herbicides could be linked to birth defects, cancer, kidney disease, and non-alcoholic fatty liver disease.",Several external organisations have found major flaws (such as the reliance on animal studies) and evidence of unreported non-carcinogenic findings in the IARC's study that may significantly affect the conclusions drawn.,1
"Research suggests that glyphosate-based herbicides could be linked to birth defects, cancer, kidney disease, and non-alcoholic fatty liver disease.","In the cited study regarding birth defects, the authors state that the results are preliminary and must be confirmed through additional research (p. 1).",1
"Since glyphosate use seemed to become prevalent only in conjunction with the widespread adoption of GM crops (p. 175), it follows that if GM crops were phased out, glyphosate use would likely be reduced or eradicated along with it.","Glyphosate use is not intrinsically linked to GMOs, thus if it is glyphosate and not GM food that has dangerous side effects, it would be far more logical to ban glyphosate than GMOs.",1
