text1,text2,distance
People have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies.,"The foetus is not part of one's body but a separate entity. Therefore, the pregnant person is not just making a decision about their body when they get an abortion.",1
People have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies.,Bodily autonomy is not an unlimited or absolute right.,1
People have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies.,Men have a large stake in the health and life of a foetus. Legalising abortion allows this stake to be bypassed so it should be banned.,1
"Decisions which largely impact an individual and their body should ultimately be made by the individual, rather than by the state.","The state has the power to prevent actions that harm others, not to compel actions to prevent harm. The two are not the same.",1
"Banning abortion betrays the role of government, which is to preserve individual liberty.","The role of government is to create well-functioning and sustainable environments where people can exercise their rights to the fullest extent. As such, where necessary, individual liberty can be partially sacrificed.",1
"There are many reasons why a pregnant person may not be equipped to or want to raise a child. In these cases, it is important that they are able to have an abortion.","If a mother cannot raise her child, it is the moral and legal duty of the government to look after the child as a citizen. By legalising abortion, the government washes its hands of this responsibility.",1
"There are many reasons why a pregnant person may not be equipped to or want to raise a child. In these cases, it is important that they are able to have an abortion.","Many individuals' families and communities can and do take on child-rearing responsibilities to help parents, reducing the need for abortion.",1
"Some people may not have the financial resources to go through a pregnancy, as it is very expensive and time-consuming.",Pregnancy and the growth in household size may trigger an increase in public program eligibility and benefit levels among economically disadvantaged households.,1
Pregnancy and motherhood have a substantial negative impact on one’s career (pp. 4-5).,"In most Western countries, there are legal measures that allow women to retain their employment status, forbidding discrimination on the basis of reproductive capacity.",1
Pregnancy and motherhood have a substantial negative impact on one’s career (pp. 4-5).,"Patriarchal oppression, not motherhood, harms women's careers. It is possible to employ and educate mothers while giving them ample maternity leave and equal pay.",1
"Many people who get abortions are already parents, and want to provide the best care they can to their existing children, financially, emotionally, and physically.","After abortions, parents may attempt to replace the aborted child with another child. These children are more likely to face obsessive parenting styles (p. iii), which can be detrimental to a child's development and behavior (p. 1, p. 13).",1
"Many people who get abortions are already parents, and want to provide the best care they can to their existing children, financially, emotionally, and physically.","Children may struggle to understand why their parents had an abortion if they find out; they could feel that their lives are disposable, or that they are a mere convenience.",1
Scientific studies have shown that parents opting against an abortion often results in negative developmental and socio-economic consequences for their existing children (p. 183).,"Children may struggle to understand why their parents had an abortion if they find out; they could feel that their lives are disposable, or that they are a mere convenience.",1
