text1,text2,distance
"If a law can be subverted for religious reasons, the law should be changed to allow non-religious people to operate in the same manner as their religious counterparts.","The state generally doesn't test for religion in the context of conscientious objection, so non-religious people can operate in the same manner if they also have convictions that conflict with a policy.",1
"If a law can be subverted for religious reasons, the law should be changed to allow non-religious people to operate in the same manner as their religious counterparts.","The law should not favor one citizen over the other, but exemptions are designed to ensure the law is just when applied to individual circumstances.

If the underlying circumstances are the same, it should apply to all, for example if the religious person claims moral grounds and the non-religious person claims moral grounds.

This is not the same as making any exemption universal regardless of underlying circumstances, which undermines the idea of an exemption.",1
"If a law can be subverted for religious reasons, the law should be changed to allow non-religious people to operate in the same manner as their religious counterparts.","Assuming a law allowed for exemptions because of religious reasons, then allowing total exemption would contradict this assumption.",1
Any law we are ok creating exceptions for is a law we do not hold as critical to society.  At that point we should all question why it is a law we allow enforced on the rest of us.  (There may be a reason.. But it should be very carefully looked at),"Every single law has exceptions. Killing someone is illegal *except* in self-defense, in defense of others, in some cases in defense of property, by state agents in defense of the state and so on. Religious belief is simply another aspect of the context to be considered as relevant or irrelevant in the framing and application of a law.",1
Law should judge everyone equally.,"Both law and religion are arbitrary constructs of man. These constructs are fallible, therefore there should be exemptions to both religion and law.",1
Law should judge everyone equally.,"Equally does not mean identically. The law takes into account many variables, and sincerely held religious belief is one variable that is appropriate to consider when crafting a law.",1
Law should judge everyone equally.,The suggestion is not to allow people to violate the law. The suggestion is to craft a law that accounts for religion or conscience so that exercising one's natural rights doesn't require one to violate the law.,1
Law should judge everyone equally.,"Allowing for some religious exemptions to the law is not the same as allowing all religious exemptions to all laws. Employment Division v Smith allowed the government to deny unemployment benefits for someone who tested positive for peyote, which shows that religious exemptions do not lead to all laws becoming null and void.",1
Law should judge everyone equally.,"Laws were not created with everyone in mind. Therefore, they are inherently unequal judicators.",1
Religious exemptions from laws can be harmful to people who don't share that religion's ideology.,This is not an argument against the religious exemptions in principle and is instead noting that other factors ought to be weighed and perhaps curtail those exemptions.,1
Religious exemptions from laws can be harmful to people who don't share that religion's ideology.,The degree to which a specific exemption might affect others can be measured against the individual's freedom and that exemption can be granted or denied on those grounds.,1
"There are no boundaries to religious belief, and therefore no boundaries to the exemptions they might ask for.  This could theoretically nullify all other laws.",There are no boundaries to any claims any group of citizens may form.,1
"There are no boundaries to religious belief, and therefore no boundaries to the exemptions they might ask for.  This could theoretically nullify all other laws.","The laws so far nullified by religious freedom are limited in scope, and do not support the theoretical position that all laws will be nullified.",1
"There are no boundaries to religious belief, and therefore no boundaries to the exemptions they might ask for.  This could theoretically nullify all other laws.","There are no boundaries to exemptions that might be requested, but there could be boundaries to exemptions that would be granted. Therefore, the granting of any exemption does not entail, theoretically, the granting of all exemptions and the nullification of all other laws.",1
"There are no boundaries to religious belief, and therefore no boundaries to the exemptions they might ask for.  This could theoretically nullify all other laws.","There are no real boundaries to laws passed by govts either. Basically every nation has, at one point at least, had laws allowing slavery, segregation, refusing to allow women basic liberties, ect",1
"There are no boundaries to religious belief, and therefore no boundaries to the exemptions they might ask for.  This could theoretically nullify all other laws.","There are clearly legal boundaries on religion, which is why Mormons can't practice polygamy.",1
Parody claims have proven this to be true.,"Proving that a particular Department of motor vehicles will allow religious coverings does not prove the claim that “All laws are nullified”, only that religious beliefs allow head coverings in DMV photos.",1
Many citizens claim to drive better when they are drunk. The boundaries to their claims are empirical evidence to the contrary. Laws should be made by universal standards and not something arbitrary like religion.,There are no boundaries to any claims any group of citizens may form.,1
Religious exceptions to vaccinations are already potentially deleterious enough and with broad enough scope in its effect to the public health that the fear that any laws could be nullified seems justified.,"The laws so far nullified by religious freedom are limited in scope, and do not support the theoretical position that all laws will be nullified.",1
Religion promotes the idea that God's laws are higher than those of mortals.,"The laws so far nullified by religious freedom are limited in scope, and do not support the theoretical position that all laws will be nullified.",1
Just because a law has not been contrary to the arbitrary dictates of a religion so far does not mean that it cannot become contrary to the arbitrary dictates of a religion at some point in the future.,"There are no boundaries to exemptions that might be requested, but there could be boundaries to exemptions that would be granted. Therefore, the granting of any exemption does not entail, theoretically, the granting of all exemptions and the nullification of all other laws.",1
