text1,text2,distance
Unmet expectations in interpersonal relationships (hurt attachments) are a common source of frustration and a frequent cause of couple and family breakups.,"Expecting our partners, friends, or family to not expect us to meet their reasonable expectations is unreasonable.",1
Humans often lack the ability to express their emotions correctly. This leads to a situation where expectations and desires cannot be adequately communicated.,"The ability to express emotions are concepts commonly viewed in every child. Social norms, culture, and others expectations enforce suppression of human emotion.",1
"Language, a tool to express emotions through words, is limited to a few expressions when emotional states can be much more complex.",There are many different types of language. Body language express emotions and allows people to communicate often without a verbal word spoken. Written language emotions are expressed with grammar.,1
"Language, a tool to express emotions through words, is limited to a few expressions when emotional states can be much more complex.","Body language and personal conduct are the most impactful expressions that people possess. Words have no meaning without definition to compare them to. This is why ""actions have always spoken louder than words"".",1
"Outward approval makes us experience a thrill, while disapproval makes us feel low. Attachment to approval is thus like giving everyone a remote control to our satisfaction.","If one unattaches from all outward approval, then they cannot continue to learn this philosophy, which is being presented to them by outside sources. They would likely remain attached to many other things and their unattaching from approval will have been detrimental.",1
"One doesn't have to attach to the approval of the messenger to accept and heed the message (""Watch out!""). Likewise, it is possible to learn without a teacher's approval. Yes, we can continue to study this philosophy without an attachment to an outward approval.","If one unattaches from all outward approval, then they cannot continue to learn this philosophy, which is being presented to them by outside sources. They would likely remain attached to many other things and their unattaching from approval will have been detrimental.",1
"With any sort of mournful grief or pain of loss, we can dive at the root cause of it - the attachment to what went missing.","Sometime we mourn because another is grieving, and the elimination of our own attachments cannot relieve the grief of the other.",1
"Still, the root cause remains an attachment to what went missing, though it is chained and passed on.","Sometime we mourn because another is grieving, and the elimination of our own attachments cannot relieve the grief of the other.",1
"Attachment to achievement leads to never ending stress. In contrast, finding entertainment in doing, rather than achieving is relaxing and fulfilling.","Devoting too much time, mindfulness, and energy to specific entertainment can be relaxing and fulfilling in ways that create negative outcomes and stress just as achievement will.",1
"Attachment to achievement leads to never ending stress. In contrast, finding entertainment in doing, rather than achieving is relaxing and fulfilling.","Fulfillment needs to be ""selfish selflessness"" in order to be balanced, fulfilling, and permanent. If your outcome is not one of ""selfish selflessness"" then suffering will find that human.",1
"According to the second noble truth in Buddhist philosophy, the source of suffering manifest from desires and ignorance. Desires consist of craving pleasure, material goods, and immortality; none can ever be satisfied. The ignorance aspect causing suffering stems from not being able to see the world as it actual is. This weak and undeveloped mind creates vices such as greed, envy, hate, and anger.",Saying that someone should neither desire nor be ignorant is contradictory. Those who are ignorant and should not remain ignorant must desire knowledge.,1
"According to the second noble truth in Buddhist philosophy, the source of suffering manifest from desires and ignorance. Desires consist of craving pleasure, material goods, and immortality; none can ever be satisfied. The ignorance aspect causing suffering stems from not being able to see the world as it actual is. This weak and undeveloped mind creates vices such as greed, envy, hate, and anger.","The noble truths in Buddhist philosophy necessarily advocate ego death, the destruction of subjective self-identity, and unpersoning the individual. This, while noble to some, can be also interpreted as cowardice and refusal to experience the ""thrownness"" of one's particular existence.",1
"Ego death is a very good thing and means that you are more in touch with the true nature of the self: Its transience and illusory nature through time. Ego death means reaching enlightenment ... you are confusing destruction of the self with destruction of the personality. ""Ego"" can mean both but the sense of the word ""ego"" being used refers to the self, not to the personality ... so you are equivocating. That is an error on your part. As for ""thrownness"" ... the present moment matters more.","The noble truths in Buddhist philosophy necessarily advocate ego death, the destruction of subjective self-identity, and unpersoning the individual. This, while noble to some, can be also interpreted as cowardice and refusal to experience the ""thrownness"" of one's particular existence.",1
"Mentalization-based therapy argues that the root of mental health issues is in the aggravation of interpersonal relationships, implying that the source of problems are, at heart, attachments.","Mentally ill persons may suffer greatly and even though we would find attachments playing a big role in their suffering, ultimately it is their illness that is the source of their suffering.",1
"Fear is another manifest of an attachment. If we fear death, we are attached to staying alive for instance. If we fear suffering, we're attached to being content, and so on.","Fear of suffering, and attempts to avoid suffering out of fear also cause of a lot of suffering. It is not just our attachments. Man's fear of painful feelings and sensations, fear of scarcity and loss, can all cause him to act in ways that ironically end up hurting himself and others as much or more than the pain being avoided. This can be through greed, addiction, even something passive like apathy to the plight of others.",1
"The attachment of ones ego and youth cause a lot of the pain associated with physical suffering people endure believing their elasticity attached with a younger body has not left them. Dad's attachment to his youth causes suffering when he breaks his hip water skiing for the first time in 15 years. ""Just like riding a bike""",Physical pain is very common and causes a lot of suffering.,1
