text1,text2,distance
Revealing their mental health issues can make people's work environment more sensitive to their problems.,Stigma around mental health might cause people to be treated with hostility by their co-workers.,1
Revealing their mental health issues can make people's work environment more sensitive to their problems.,People's mental health can be negatively impacted by their co-workers.,1
Revealing their mental health issues can make people's work environment more sensitive to their problems.,People shouldn't need to reveal private medical details in order to get their workplace to provide flexibility.,1
Talking about their mental health problems can make people feel better.,People who don't want to reveal their mental health problems may feel pressurised to come out when they see others coming out in the workplace.,1
Talking about their mental health problems can make people feel better.,67% of workers surveyed workers have said they have refrained from disclosing their mental health to employers out of fear of the stigma that may arise in talking about it.,1
Talking about their mental health problems can make people feel better.,Talking can also make many people feel worse.,1
It can help people develop real and meaningful connections with co-workers.,"Nearly a third of people admit that they would feel uncomfortable asking someone close to them about their mental health problems, let alone ask their colleagues in a professional environment.",1
People can bond over the mental health problems they have.,"Many people are not aware they have mental health problems. Therefore, they are unlikely to be able to relate to the conversation.",1
People can bond over the mental health problems they have.,"This is only true if both parties suffer from mental health issues, which is by no means guaranteed.",1
This is specifically important for people with stressful jobs who end up having to battle with addiction or post-traumatic stress.,It is not a coworker's responsibility to provide support for sufferers of PTSD or other mental health conditions.,1
This is specifically important for people with stressful jobs who end up having to battle with addiction or post-traumatic stress.,Expecting colleagues to support workers with complex or trauma induced psychological issues is unfair as it can negatively affect their own mental health.,1
"The more people open up about their own mental health conditions, the more supported those around them may feel to do the same.",People who don't want to reveal their mental health problems may feel pressurised to come out when they see others coming out in the workplace.,1
Talking about their mental health problems can make people feel better.,People who don't want to reveal their mental health problems may feel pressurised to come out when they see others coming out in the workplace.,1
Talking about their mental health problems can make people feel better.,67% of workers surveyed workers have said they have refrained from disclosing their mental health to employers out of fear of the stigma that may arise in talking about it.,1
Talking about their mental health problems can make people feel better.,Talking can also make many people feel worse.,1
It can help people develop real and meaningful connections with co-workers.,"Nearly a third of people admit that they would feel uncomfortable asking someone close to them about their mental health problems, let alone ask their colleagues in a professional environment.",1
People can bond over the mental health problems they have.,"Many people are not aware they have mental health problems. Therefore, they are unlikely to be able to relate to the conversation.",1
People can bond over the mental health problems they have.,"This is only true if both parties suffer from mental health issues, which is by no means guaranteed.",1
This is specifically important for people with stressful jobs who end up having to battle with addiction or post-traumatic stress.,It is not a coworker's responsibility to provide support for sufferers of PTSD or other mental health conditions.,1
This is specifically important for people with stressful jobs who end up having to battle with addiction or post-traumatic stress.,Expecting colleagues to support workers with complex or trauma induced psychological issues is unfair as it can negatively affect their own mental health.,1
"The more people open up about their own mental health conditions, the more supported those around them may feel to do the same.",People who don't want to reveal their mental health problems may feel pressurised to come out when they see others coming out in the workplace.,1
Employers can make allowances to help people if they better understand their mental health issues.,Many companies are unlikely to make allowances for employees' mental health problems since they can be expensive.,1
Employers can make allowances to help people if they better understand their mental health issues.,More than half of UK employees feel that asking for flexible working arrangements would be viewed negatively by their employer.,1
Flexible working arrangements can help alleviate stress and contribute to greater mental well-being.,Flexible working hours may not always be an option for employers and businesses: finances and viability need to be considered.,1
Many companies have started to take the mental health of their employees seriously.,"When workplace initiatives aren't carried out properly, they can have further negative effects on their employees.",1
"In the UK, the Flexible Working Law means that employers must consider requests from all eligible employees to work flexibly.",Many companies are unlikely to make allowances for employees' mental health problems since they can be expensive.,1
Not making allowances for workers' mental health can be more costly to the company.,Many companies are unlikely to make allowances for employees' mental health problems since they can be expensive.,1
Small steps can go a long way towards making the workplace safe for employees with mental health issues.,Many companies are unlikely to make allowances for employees' mental health problems since they can be expensive.,1
Awareness of the difficulties a coworker is going through makes it easier to accommodate them as well as offer support and understanding.,Stigma around mental health might cause people to be treated with hostility by their co-workers.,1
"When co-workers are made aware of a person's mental health problems, they are likely to try and develop a positive relationship with them.",People's mental health can be negatively impacted by their co-workers.,1
"If employees were allowed to take days off without disclosing their reasons, then they are likely to misuse this policy and unnecessarily take days off from work.",People shouldn't need to reveal private medical details in order to get their workplace to provide flexibility.,1
"People experience different types of mental health problems; thus, it is not possible for employers to anticipate and accommodate the entire range of needs employees with mental health problems have, unless they explicitly state them.",People shouldn't need to reveal private medical details in order to get their workplace to provide flexibility.,1
It could help reduce stigma around mental health.,Employers don't take mental health seriously. This exacerbates the stigma.,1
It could help reduce stigma around mental health.,"Several findings in a research, by the Canadian Medical Association, suggest that in Canada a strong stigma persists among a significant proportion of the public despite disclosures.",1
Knowing people with mental health issues and discussing those issues with them helps to break negative stereotypes.,"Nearly a third of people admit that they would feel uncomfortable asking someone close to them about their mental health problems, let alone ask their colleagues in a professional environment.",1
A lack of knowledge among the public about mental health issues is a key cause of stigma. Having discussions with colleagues about their health issues increases knowledge about mental health generally.,Promoting an environment where mental health is openly discussed and understood is the responsibility of the employer and is not something that should fall on the individual employee.,1
"Talking with co-workers provides a valuable alternative to negative depictions of mental illness as seen in the media, which may be some people's only other form of exposure to people with mental illness.",There is an increasing number of positive portrayals of mental health in the media.,1
"Netflix's Bird Box has been criticized for its portrayal of those with mental health issues. In the film people with mental health issues can view the monster without committing suicide but in doing some become ""agents of evil"" instead.",There is an increasing number of positive portrayals of mental health in the media.,1
News media continues to perpetuate the myth that mental illness is a key cause of violence.,There is an increasing number of positive portrayals of mental health in the media.,1
The primary responsibility of employers is to the success of the company which is linked to its profitability. Changes to the work environment to support individuals may come at a substantial cost to businesses.,Employers have this responsibility as they are the best placed to help promote a healthy and understanding environment.,1
The primary responsibility of employers is to the success of the company which is linked to its profitability. Changes to the work environment to support individuals may come at a substantial cost to businesses.,There are many free and low-cost resources for employers to aid them in supporting the mental health of their staff.,1
"Disclosure, under ADA, allows employees protection against harassment on the basis of their mental illness experienced from co-workers.","Being open about mental health conditions could lead to an increase in bullying in the workplace, both by peers and superiors.",1
Acknowledging and reporting workplace bullying will help companies create safer and more supported work environment and anti-bullying policies.,"Being open about mental health conditions could lead to an increase in bullying in the workplace, both by peers and superiors.",1
Gossip is a form of bullying and as such should be tackled by the employer as part of a more comprehensive anti-bullying strategy to protect workers.,Malicious co-workers and employers could gossip about people's mental health problems and create a hostile work environment.,1
The majority of employers surveyed have said they agree that businesses should hire and accommodate workers with mental health disorders.,Employers don't take mental health seriously. This exacerbates the stigma.,1
Most of these court decisions are outdated as they were decided before the Ninth Book Social Code (which prohibits any discrimination against disabled people) was enacted in 2001.,"According to Federal Labour Court judgments, since German employers are entitled to ask job applicants if they are severely disabled, if a job applicant denies their status as severely disabled, employers are entitled to void the employment contract.",1
"Under German disability laws, the anti-discrimination obligation prohibits employers from refraining to hire mentally disabled applicants because of their disability.",In a study in Germany 63.3% of employers reported they would pass over the application of someone with mental health problems in favour of another applicant. (pg 280),1
