text1,text2,distance
Compulsory vaccinations would reduce the prevalence of diseases.,"Better hygiene and sanitation has caused the decline of diseases, not vaccines.",1
Compulsory vaccinations would reduce the prevalence of diseases.,"Vaccines do not make the virus extinct. To do that the geographical source of said virus should be located and sanitized fully, which is close to impossible.",1
"Mandatory vaccination is needed in order to maintain herd immunity, protecting those individuals who cannot be vaccinated for medical reasons.","The 'herd immunity' concept only applies to contagious diseases, i.e. not to vaccine-preventable diseases such as tetanus.",1
"Mandatory vaccination is needed in order to maintain herd immunity, protecting those individuals who cannot be vaccinated for medical reasons.","High vaccination levels are attained in many countries through information and public engagement campaigns, WHO, and a study commissioned by the EU even found no link between vaccinations being compulsory and vaccination rates. This suggests that making vaccination mandatory is not strictly needed to achieve herd immunity.",1
"Mandatory vaccination is needed in order to maintain herd immunity, protecting those individuals who cannot be vaccinated for medical reasons.",Herd immunity might not be attainable even if vaccines are mandated due to intrinsic levels of vaccine non-response (i.e. failed immunisation).,1
"Mandatory vaccination is needed in order to maintain herd immunity, protecting those individuals who cannot be vaccinated for medical reasons.","Mandatory vaccination of others, for specific disease(s), is not a viable management method for immune-suppressed individuals.",1
Many elderly people will be able to avoid sickness.,Elderly people who have adequately vaccinated themselves will not be exposed to any undue risk due to the choice of others preferring not to vaccinate themselves.,1
"Many vaccines are less effective in the elderly, so they may be less effective despite following all the recommendations. Thus they rely on herd immunity from others being vaccinated.",Elderly people who have adequately vaccinated themselves will not be exposed to any undue risk due to the choice of others preferring not to vaccinate themselves.,1
More research needs to be done on vaccines for the elderly. A study indicates that evidence for protection in adults aged 65 years or older is lacking.,Elderly people who have adequately vaccinated themselves will not be exposed to any undue risk due to the choice of others preferring not to vaccinate themselves.,1
The above linked source emphasizes that young and healthy people have higher rates of response to the flu shot. Herd immunity cannot be attained by only vaccinating those with compromised immune systems like the elderly. The failure rate in the elderly is the reason for encouraging vaccination in the young healthy population.,"An example of vaccine that does not fully protect against the disease is that against flu, which only cuts the risk of hospitalisation by 30-70% elderly people (not in care homes). This is in part because of the genetic variations in the virus.",1
"The link in the above claim describes the ""largest measles epidemic in North America in the last decade"" as consisting of 725 cases. This is an excellent example of the effectiveness of herd immunity achieved through widespread vaccination.","Even in areas with 97% vaccination rates, outbreaks occur.",1
Failed immunisation is exactly why mass immunization is required to improve protection. If we can reduce the number of vectors (in this case infected people and all the stuff they come in contact with) then we can reduce the number of infections.,Herd immunity might not be attainable even if vaccines are mandated due to intrinsic levels of vaccine non-response (i.e. failed immunisation).,1
"Herd immunity is the slowing or prevention of the spread of disease, due to a prevalence of immunity in a population. It is not an all-or-nothing marker to be ""attained."" Thus vaccines that give partial immunity can still save lives, on a population basis.",Herd immunity might not be attainable even if vaccines are mandated due to intrinsic levels of vaccine non-response (i.e. failed immunisation).,1
Many children died before a vaccine for any virus was made available.,It is unlikely that people who oppose vaccination would be okay with vaccination being mandatory.,1
"Cases of paralytic polio in the US fell from 15,000 annually in 1955 (when the first vaccine was introduced) to 10 per year in the 1970s.","Better hygiene and sanitation has caused the decline of diseases, not vaccines.",1
"The primary thesis refers to ""worldwide"" vaccinations. The above source reports the decline in disease mainly in the US, where sanitation/nutrition have improved greatly over the last century. It would be wrong to argue against vaccinating worldwide, just because first-world countries have lower death rates due to their higher standard of living.","Better hygiene and sanitation has caused the decline of diseases, not vaccines.",1
"Both factors (vaccines and sanitation/nutrition) can contribute to decreases in case-rates and death rates. The effect of improving living conditions, is not an argument against using vaccines as well.","Better hygiene and sanitation has caused the decline of diseases, not vaccines.",1
"Improved standard of living has had a much greater impact on death rate, than on the incidence of disease. The case rate (incidence) has been greatly impacted by effective vaccine for measles.","Better hygiene and sanitation has caused the decline of diseases, not vaccines.",1
"This is not about complete extermination, but rather a reduction of illness.","Vaccines do not make the virus extinct. To do that the geographical source of said virus should be located and sanitized fully, which is close to impossible.",1
"Disease control by the combined methods of vaccinations and eradication of the source of the sickness (killing mosquitoes, draining marshes, eradicating rats etc.) has proven highly successful in the past","Vaccines do not make the virus extinct. To do that the geographical source of said virus should be located and sanitized fully, which is close to impossible.",1
"Disease control by the combined methods of vaccinations and eradication of the source of the sickness (killing mosquitoes, draining marshes, eradicating rats etc.) has proven highly successful in the past",This is difficult to execute inpoorer countries with un(der)developed infrastructure and lack of resources,1
"Viruses can become extinct if there is widespread vaccination, AND there is no non-human host or reservoir for the virus. This happened for smallpox, and there's the potential for it to happen with measles and polio in our lifetimes (depending on your age now).","Vaccines do not make the virus extinct. To do that the geographical source of said virus should be located and sanitized fully, which is close to impossible.",1
"Viruses can become extinct if there is widespread vaccination, AND there is no non-human host or reservoir for the virus. This happened for smallpox, and there's the potential for it to happen with measles and polio in our lifetimes (depending on your age now).","When there's an animal or other reservoir (i.e. rabies, which is carried by animals; or the plague, carried by rats; or tetanus, which has spores that can live in soil) the disease can't be eradicated solely by vaccinating humans.",1
"In a civilized society, the needs of the many should, at times when the impact is greatest, be above the needs of the few or individual. Eradicating or limiting a disease by use of vaccinations is for the greater good of society.","Due to the scarcity of resources, seeking to eradicate any one disease might come at a loss to society. This would be the case if the ratio of benefits to cost for such mandatory immunisation campaign were lower than that for alternative measures that benefit public health.",1
"In a civilized society, the needs of the many should, at times when the impact is greatest, be above the needs of the few or individual. Eradicating or limiting a disease by use of vaccinations is for the greater good of society.",It is the means of a 'few' immuno-compromised individuals that we are protecting. So our rights to bodily choice is affected by the few. Some immuno-compromised are still vaccinated. Only those who have anaphylaxis are fully exempt.,1
"In a civilized society, the needs of the many should, at times when the impact is greatest, be above the needs of the few or individual. Eradicating or limiting a disease by use of vaccinations is for the greater good of society.",Vaccines have never actually completely eradicated a disease and likely never will. Even the definition of eradication allows for some cases.,1
