text1,text2,distance
Being immortal would result in more net happiness.,Immortality does not guarantee a good quality of life.,1
Being immortal would result in more net happiness.,Being immortal may bring about more human suffering.,1
Being immortal would result in more net happiness.,"If we want immortality to happen because it results in more net happiness, then by the same standard, the mistreatment of others would be justified if the pleasure we receive outweighs the suffering of others.",1
Being immortal would result in more net happiness.,Placing value on ones accomplishments through life and watching the new evolve is both hard and also complicated in terms of the feelings that would arise.,1
Being immortal would result in more net happiness.,"If there is an afterlife, nobody will experience it.",1
Being immortal would result in more net happiness.,"If humans do not fear for their life knowing they are immortal, they will not fear engaging in life threatening situations including violence that will become more common and used more often to solve issues.",1
Being immortal would result in more net happiness.,"The net happiness will be just for the moment, but after some time we will realize it is only another problem since there will be less resources, and most likely less animals because we will kill them for their meat and other contributions.",1
Being immortal would result in more net happiness.,"That would cause overpopulation, people would rarely get opportunities or chances, almost all the fields would be occupied and the queues would be too long, more time consuming.",1
People would spend more time on earth and thus experience more moments of happiness than they otherwise would.,Happiness is something that is additional to the state of being alive.,1
People would spend more time on earth and thus experience more moments of happiness than they otherwise would.,If people have an infinite amount of opportunities to be happy the happiness will mean nothing as there is no special value to something that is common and infinite.,1
People would spend more time on earth and thus experience more moments of happiness than they otherwise would.,"The more time people spend alive, the more they may start to find things they previously found enjoyable, tedious.",1
Being able to spend more time with loved ones is likely to result in more happiness.,"It may be that the value we place on other people is inextricably tied to their mortality. One can conceive of the possibility that without the mortality, human beings value one another and their lives less.",1
"Living forever while aging forever would be equivalent to a human-made machine still functioning despite all of its mechanisms being eventually completely broken, which is a contradiction in terms.","In the Greek myth of Eos and Tithonus, Tithonus aged into misery, becoming a cricket, and begging for death because of his immortality.",1
"When people are alive, they, at least, possess the potential to have a good quality of life.",Immortality does not guarantee a good quality of life.,1
"If the quality of life continues to improve as it generally has throughout modern history, by the time we have created immortality our life quality would be at an unprecedented height.",Immortality does not guarantee a good quality of life.,1
"Josef Stalin succeeded Vladimir Lenin after the latter died of a stroke. If immortal, Lenin could be alive today, and insofar as any atrocities were due to Stalin being particularly evil they would not have occurred.",Individuals like Joseph Stalin would likely have caused much more harm than thye did should they have been immortal.,1
"Immortal criminals would still have criminal records following them around regardless of how experienced they are, making it harder to disguise their tendencies.",Malicious people could accumulate experience about how to avoid consequences and blend in the crowd.,1
"What would be considered a life sentence with mortality, could end up being a long-term sentence with immortality. People might end up with a 200 or 2000 year sentence instead of life.","Life imprisonment sentences would have a new meaning or become completely obsolete, switching it for the death penalty instead.",1
This assumes the person(s) torturing them never tires of doing so.,"People being tortured couldn't end their suffering, which means they'll be tortured for eternity.",1
Immortality by the terms of this debate is not necessarily indestructibility; a victim of torture need not be any less capable of committing suicide than in the present.,"People being tortured couldn't end their suffering, which means they'll be tortured for eternity.",1
"You could, after being exposed several times to the same depressing trigger, become desensitised to pain and suffering.",People with these illnesses would experience chronic pain forever and their loved ones would witness their pain and suffering forever.,1
Medical and technological advances could remove pain and suffering to a chosen level.,People with these illnesses would experience chronic pain forever and their loved ones would witness their pain and suffering forever.,1
"If science finds a way to make people immortal, its likely there will also be a way to ease illness.","People with chronic, yet non life-threatening illnesses, will live a life of pain and disease.",1
"The longer you live, the more opportunities you have to learn to enjoy life.","The longer you live, the more opportunities you have to suffer.",1
Both have to deal with it yet mortality rate is higher for poor people than rich so its still already unfairly distributed.,Death is the most fair thing in the world... both rich and poor have to deal with it.,1
Both have to deal with it yet mortality rate is higher for poor people than rich so its still already unfairly distributed.,"Life extension technologies would only exacerbate this facet of inequality as well, since these technologies would become available to the hyperwealthy first, if they become available to less wealthy people at all.",1
"In a future were no one dies, people who strive for equality will also be immortal.","With an infinite amount of time to accrue money, and without social leveling mechanisms (such as the inheritance tax), the rich would become unfathomably wealthy, creating further social inequality.",1
That wealth redistribution will not happen is not a given.,Immortality in our current society without wealth redistribution would mean unending suffering for most people in the world.,1
"The decline of absolute poverty over the past two centuries was driven by economic growth, not by increasing wealth redistribution.",Immortality in our current society without wealth redistribution would mean unending suffering for most people in the world.,1
"The decline of absolute poverty over the past two centuries was driven by economic growth, not by increasing wealth redistribution.","Economic growth can be spurred on by wealth distribution, which enables those without adequate resources to grow, effectively reducing poverty. For example, initiatives such as Mexico’s Prospera (previously Progresa), or Brazil’s Bolsa Família from Latin America to other developing regions; as well as the results of several pilots in poorer sub-Saharan African countries; shows the progress made in the last 15 years or soin the field of redistribution.",1
Deaths of sole earners in families often lead to poverty. This can be redressed in a world where everyone is immortal.,Immortality in our current society without wealth redistribution would mean unending suffering for most people in the world.,1
"After a long pursuit, the lust for power and wealth would slowly disappear. Often after chasing power/wealth for the lifetime they may realize the superficiality of these pursuit and turn spiritual instead. After a while, the rich and wealthy would start to ask 'what's the point of all these'?",An endless lifespan is likely to exacerbate wealth inequality.,1
The chances of people inheriting wealth is reduced due to immortality. This prevents undeserving people from acquiring wealth.,An endless lifespan is likely to exacerbate wealth inequality.,1
The chances of people inheriting wealth is reduced due to immortality. This prevents undeserving people from acquiring wealth.,Undeserving children can still use resources provided by their parents to sustain themselves and enjoy luxurious lifestyles.,1
We would have all of eternity to figure out simple wealth redistribution mechanisms such as wealth taxes or common property.,An endless lifespan is likely to exacerbate wealth inequality.,1
We would have all of eternity to figure out simple wealth redistribution mechanisms such as wealth taxes or common property.,"Throughout human history, inequality has only gotten worse.",1
We would have all of eternity to figure out simple wealth redistribution mechanisms such as wealth taxes or common property.,People at the lower end of the wealth spectrum would not want to wait for an eternity to attain equality.,1
