text1,text2,distance
Privatisation will increase the efficiency of healthcare in the UK.,Publicly funded healthcare is more efficient. Systems that ration their care by government provision or government insurance incur lower per-capita costs.,1
Privatisation will increase the efficiency of healthcare in the UK.,A study of European healthcare systems suggests that public hospitals are at least as efficient or more efficient than private hospitals.,1
Privatisation will increase the efficiency of healthcare in the UK.,There is considerable debate as to whether the NHS currently has a problem with efficiency.,1
Privatisation will increase the efficiency of healthcare in the UK.,"A 2022 study showed that efficiency in private healthcare was lower, and mortality in treatable illness increases.",1
"Currently, private organisations work with the NHS to provide community services because the NHS doesn't have the capacity.",NHS chiefs have asked that fewer NHS contracts are offered to private providers as it creates barriers to integrated care systems.,1
"Competition and increased patient choice, which can occur through privatisation, increase efficiency.",The study was conducted on the current system where there is competition between the NHS and private providers. Full privatization is not needed to get competition.,1
Privatization of the NHS is likely to increase patient choice.,This increase of 'choice' which will occur through privatization will only grow in affluent urban areas.,1
Privatization of the NHS is likely to increase patient choice.,Market choice is not likely to provide more efficient services and any improvements in quality will come at a cost (p. 16).,1
"This increased expenditure by the United States' system has resulted in its patients being more satisfied with healthcare, as compared to patients in countries with a government-controlled system, such as Germany and Canada.","OECD figures show that the United States' privately run insurance-based system, spends more per person on health than any other nation.",1
"This increased expenditure by the United States' system has resulted in its patients being more satisfied with healthcare, as compared to patients in countries with a government-controlled system, such as Germany and Canada.","It is unclear if public opinion is directly correlated with the actual efficiency of the system. US citizens have in most cases not experienced healthcare systems in other countries, and hence cannot make a comparison, nor does the average citizen have the required information to deliver informed opinions about the state of healthcare.",1
Privatisation will save the UK a significant amount of money which can be better spent elsewhere.,The point of public enterprises is not to make a profit but in fact provide an essential service to the country's population. It is tolerable if the NHS operates on a loss.,1
Privatisation will save the UK a significant amount of money which can be better spent elsewhere.,"It is unclear how much money will be saved via privatization, as part of the reason the NHS costs so much is because of the significant proportion of its budget is diverted to purchase care provided by non-NHS organisations, predominantly in the private sector.",1
The financial situation of the NHS as it is now is unsustainable.,A ten year plan is being implemented to ensure the NHS can grow and improve.,1
The financial situation of the NHS as it is now is unsustainable.,"In 2017, UK healthcare spending per person was the second-lowest in G7, and median of the OECD levels. The funding of the NHS is thus adequate, at best.",1
There are growing wait times for both emergency and non-emergency treatments.,"The wait times have been impacted by staff shortages, which are the consequence of low pay, poor facilities, and a stressed workforce.",1
The plan does not cover investment in buildings and equipment.,A ten year plan is being implemented to ensure the NHS can grow and improve.,1
The plan does not cover investment in buildings and equipment.,Boris Johnson has pledged an additional £1.8 billion to be spent on NHS infrastructure and equipment.,1
"According to health experts, Johnson’s £1.8bn for NHS is not nearly enough; critics say the health service needs an extra £6bn to redress years of budget cuts.",Boris Johnson has pledged an additional £1.8 billion to be spent on NHS infrastructure and equipment.,1
"According to reports, Boris Johnson's £1.8bn pledged for NHS hospitals, is not new money; most of it was already in the health trusts’ reserves.",Boris Johnson has pledged an additional £1.8 billion to be spent on NHS infrastructure and equipment.,1
The ten year plan does not cover prevention initiatives.,A ten year plan is being implemented to ensure the NHS can grow and improve.,1
The plan does not concern (p. 7) spending on training for healthcare professionals.,A ten year plan is being implemented to ensure the NHS can grow and improve.,1
The UK government has made recent commitments to increase the NHS budget.,Spending on the NHS is falling relative to GDP.,1
Boris Johnson has pledged an additional £1.8 billion to be spent on NHS infrastructure and equipment.,"According to health experts, Johnson’s £1.8bn for NHS is not nearly enough; critics say the health service needs an extra £6bn to redress years of budget cuts.",1
Boris Johnson has pledged an additional £1.8 billion to be spent on NHS infrastructure and equipment.,"According to reports, Boris Johnson's £1.8bn pledged for NHS hospitals, is not new money; most of it was already in the health trusts’ reserves.",1
"In 2018, Theresa May committed to giving the NHS an extra £20bn a year by 2023.","NHS hospital activity is set to rise by at least 2.7% by 2023. Once wage growth is factored in, Theresa May's proposed budget will not be sufficient to cater to the increased demand faced by the NHS hospitals.",1
"In 2018, Theresa May committed to giving the NHS an extra £20bn a year by 2023.","When the £20 billion of additional funding was announced, this meant an average increase on the NHS’s budget over the years would be around 3.4% a year, taking inflation into account. But inflation over the next few years is now set to be higher than expected, meaning the actual real terms increase will be less than that proposed.",1
"In 2018, Theresa May committed to giving the NHS an extra £20bn a year by 2023.","Theresa May did not spell out how the £20 billion a year would be funded. The only hint towards the accumulation of this funding was that ""as a country, we will be contributing more, a bit more"" and that ""a sum of money will be available from the European Union."" These are vague hints and does not coherently lay down the channels via which NHS funding would be made available.",1
"Theresa May's promises regarding support from the EU seem very unlikely to be true considering the terse negotiations over the Brexit situation, and the opinion of major European states that a no-deal Brexit is the most likely outcome.","Theresa May did not spell out how the £20 billion a year would be funded. The only hint towards the accumulation of this funding was that ""as a country, we will be contributing more, a bit more"" and that ""a sum of money will be available from the European Union."" These are vague hints and does not coherently lay down the channels via which NHS funding would be made available.",1
If the NHS is privatised patients will pay for their care. This means there will be more money to pay partner organisations and any other costs.,"It is unclear how much money will be saved via privatization, as part of the reason the NHS costs so much is because of the significant proportion of its budget is diverted to purchase care provided by non-NHS organisations, predominantly in the private sector.",1
The government can regulate the private healthcare market to ensure adequate healthcare is provided.,"Government regulation is unlikely to succeed in the face of fierce lobbying by the private healthcare market, which will grow in power as it increases ownership over the healthcare market.",1
The government can regulate the private healthcare market to ensure adequate healthcare is provided.,Private healthcare companies may offer financial kickbacks to registered clinicians to prove a perverse incentive to hide unethical activity and escape regulation.,1
The government can regulate the private healthcare market to ensure adequate healthcare is provided.,The current regulatory regime in the UK is incapable of adequately monitoring and prosecuting unethical behavior in the healthcare market. This problem is only likely to get worse with more and more private entrants into the market.,1
"In the US, there are government schemes, such as Medicaid and Medicare, which ensure health care is still available to those who are financially struggling or are considered vulnerable (such as the elderly, chronically disabled, or very young). A similar scheme in the UK could help ease the potential cost for more disadvantaged individuals in the event of privatisation.","Research has found that minority and low-income children were less likely to have oral pain assessed and treated appropriately, especially if they had Medicaid insurance coverage.",1
The public are unhappy with the way the NHS is currently functioning.,There is significant public opposition to privatization.,1
The public are unhappy with the way the NHS is currently functioning.,Public satisfaction is partly falling due to the lack of funding in the NHS.,1
The public are unhappy with the way the NHS is currently functioning.,This is an argument to reform the NHS rather than replace it with something else.,1
"A public poll, conducted by Ipsos MORI for the BBC in 2017, reported that only 40% of the UK public back a rise in income tax to fund the NHS.",A 2017 survey found majority support for increasing taxes to pay for the NHS.,1
"The wait times have been impacted by staff shortages, which are the consequence of low pay, poor facilities, and a stressed workforce.",There are growing wait times for both emergency and non-emergency treatments.,1
"NHS Improvement - which is responsible for overseeing foundation trusts and NHS trusts, as well as independent providers that provide NHS-funded care - is working towards introducing an ambulance response programme to help services cope with the increasing demand. The additional £36 million of funding announced in 2018 hopes to boost paramedic crews and improve the quality of NHS ambulance fleets to meet the increased demand.","Between June 2017 and June 2018, ambulances from four services took over 24 hours to reach patients, including some with breathing and mental health problems. The community is furious over patients being exposed to such health risks.",1
Boris Johnson has pledged an additional £1.8 billion to be spent on NHS infrastructure and equipment.,Lack of funding in NHS infrastructure is undermining patient care which further reduces satisfaction levels.,1
Boris Johnson has pledged an additional £1.8 billion to be spent on NHS infrastructure and equipment.,"According to health experts, Johnson’s £1.8bn for NHS is not nearly enough; critics say the health service needs an extra £6bn to redress years of budget cuts.",1
Boris Johnson has pledged an additional £1.8 billion to be spent on NHS infrastructure and equipment.,"According to reports, Boris Johnson's £1.8bn pledged for NHS hospitals, is not new money; most of it was already in the health trusts’ reserves.",1
"As part of the NHS 10 Point Efficiency Plan, the NHS and Department of Health aims to dispose of £2 billion of assets over the Spending Review period, so as to create headroom for infrastructural investment in the NHS.",Lack of funding in NHS infrastructure is undermining patient care which further reduces satisfaction levels.,1
"In the last 30 years, there have been 15 major structural changes to NHS organisations and there is 'little evidence' that they produced 'much, if any, improvement'. Due to this, many people, including GPs and think tanks, are against any NHS reforms.",This is an argument to reform the NHS rather than replace it with something else.,1
"In the last 30 years, there have been 15 major structural changes to NHS organisations and there is 'little evidence' that they produced 'much, if any, improvement'. Due to this, many people, including GPs and think tanks, are against any NHS reforms.","Many recent changes to the NHS have been labelled as 'reforms' when they were, instead, turning the service into a competitive market, which has nothing to do with structural reforms intended to improve NHS services.",1
Current disengagement across key groups - such as healthcare professionals and managers - represents a serious challenge to the reforms within the NHS.,This is an argument to reform the NHS rather than replace it with something else.,1
"According to health experts, the public fear over NHS privatization is unjustified.",There is significant public opposition to privatization.,1
"According to health experts, the public fear over NHS privatization is unjustified.","Healthcare in the UK is currently undergoing the largest structural market reform in its history. For the NHS, this has resulted in the increased presence of private organisations and limits on services.",1
"The NHS is not primarily responsible for air pollution reduction; there are a host of other government offices designed to fulfill the same objective. Hence, the privatization of the NHS won't have a significant impact on achieving this goal.",Current NHS plans include using its influence to target air pollution which causes future health problems (p. 15). This would not be in the interests of a profit maximizing healthcare industry.,1
"Not all preventative health measures and screenings end up creating overall net savings. Therefore, private companies are still likely to have a strong profit incentive in investing in preventative care.",Private healthcare providers don't invest in preventative care because prevention is far less profitable than long-term treatments.,1
"Some preventative procedures such as age based screenings, when the patient shows no symptoms of a condition, are extremely expensive and unnecessary.",The government has an interest in increasing future health outcomes which the private market will not be motivated by.,1
"Some preventative procedures such as age based screenings, when the patient shows no symptoms of a condition, are extremely expensive and unnecessary.",This study provides support that a further extension of the UK NHS Breast Screening Programme up to age 78 years - beyond the current upper age limit of 73 years - could be potentially cost-effective according to current NHS willingness-to-pay thresholds.,1
"The government can provide financial incentives for private healthcare providers to meet certain preventative targets, such as lowering patient's blood sugar or blood pressure.",The government has an interest in increasing future health outcomes which the private market will not be motivated by.,1
The government does not owe a moral obligation to all citizens. Those who can afford their own healthcare do not need to be provided for.,The government has a moral obligation to directly provide healthcare to its citizens.,1
