text1,text2,distance
Protests in front of clinics effectively deprive people of their rights by impeding access to their right to an abortion.,You don't have a right to avoid discomfort while accessing your rights. The fact that abortion is legal does not mean that people should be stopped from informing women of their opposition to it.,1
Protests in front of clinics effectively deprive people of their rights by impeding access to their right to an abortion.,"The greatest barrier to accessing abortion is not protests outside clinics, but social stigma and policies that prevent individuals from going to clinics in the first place.",1
Protests in front of clinics effectively deprive people of their rights by impeding access to their right to an abortion.,"Our society supports measures to evade the speech of others, for example, driving into an abortion clinic in a private car to avoid protests. This shows that even if you have a right to speak you do not have a right to be heard.",1
Protests in front of clinics effectively deprive people of their rights by impeding access to their right to an abortion.,"We should not infantilise women. They are capable of engaging in discussions that may be upsetting, and making their own decisions despite external pressure.",1
Pregnant people should have the right to choose abortion.,"If people have the right to choose, they could make biased choices regarding which foetuses to abort.",1
Pregnant people should have the right to choose abortion.,"Life begins at conception. Abortion, therefore, violates the foetus' rights to life and bodily autonomy.",1
Pregnant people should have the right to choose abortion.,Some religious values and beliefs support the view that abortion is immoral.,1
People have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies.,"The foetus is not part of one's body but a separate entity. Therefore, the pregnant person is not just making a decision about their body when they get an abortion.",1
People have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies.,Bodily autonomy is not an unlimited or absolute right.,1
People have a right to bodily autonomy and should ultimately be able to make choices about what happens to their bodies.,Men have a large stake in the health and life of a foetus. Legalising abortion allows this stake to be bypassed so it should be banned.,1
"Decisions which largely impact an individual and their body should ultimately be made by the individual, rather than by the state.","The state has the power to prevent actions that harm others, not to compel actions to prevent harm. The two are not the same.",1
"Banning abortion betrays the role of government, which is to preserve individual liberty.","The role of government is to create well-functioning and sustainable environments where people can exercise their rights to the fullest extent. As such, where necessary, individual liberty can be partially sacrificed.",1
"There are many reasons why a pregnant person may not be equipped to or want to raise a child. In these cases, it is important that they are able to have an abortion.","If a mother cannot raise her child, it is the moral and legal duty of the government to look after the child as a citizen. By legalising abortion, the government washes its hands of this responsibility.",1
"There are many reasons why a pregnant person may not be equipped to or want to raise a child. In these cases, it is important that they are able to have an abortion.","Many individuals' families and communities can and do take on child-rearing responsibilities to help parents, reducing the need for abortion.",1
"Some people may not have the financial resources to go through a pregnancy, as it is very expensive and time-consuming.",Pregnancy and the growth in household size may trigger an increase in public program eligibility and benefit levels among economically disadvantaged households.,1
