text1,text2,distance
It is wrong to perform a life-altering procedure on someone who cannot consent to it.,Parents can consent to medical procedures on behalf of their children when deemed necessary.,1
It is wrong to perform a life-altering procedure on someone who cannot consent to it.,"Parents decide many other life-altering issues for their children that have permanent consequences, but children don't get any say in it because the parents deem it right for them.",1
Intersex children should be able to decide the gender they are raised as.,"Young children, especially pre-puberty, may not fully understand the implications of this decision.",1
Intersex children often don't identify with the sex they're assigned through surgery.,Individuals who identify as transgender as adults are not given the choice as children since parents assign them a gender at birth.,1
Transgender children being raised as the wrong gender is an unfortunate occurrence that often causes harm to them. It does not justify the same harm being done to intersex children.,Individuals who identify as transgender as adults are not given the choice as children since parents assign them a gender at birth.,1
"By age four, most children have a stable sense of their gender identity.","Young children, especially pre-puberty, may not fully understand the implications of this decision.",1
Children can be raised gender neutral until they are of an age to realise the gender with which they identify.,"Young children, especially pre-puberty, may not fully understand the implications of this decision.",1
"Children who decide to continue their lives as the gender they were raised don't understand the implications of being that gender, yet their choice is rarely brought into question.","Young children, especially pre-puberty, may not fully understand the implications of this decision.",1
"Chemotherapy may be medically necessary to treat cancer. In many instances, genital reshaping surgery is not.","Medical procedures that have severe side effects, such as chemotherapy, are consented to by parents if the child is too young.",1
"In the case of surgeries for intersex infants, parents often do not have enough information to consent on behalf of their children.",Parents can consent to medical procedures on behalf of their children when deemed necessary.,1
"In the case of surgeries for intersex infants, parents often do not have enough information to consent on behalf of their children.","Parents will be less likely to go ahead with medically unnecessary cosmetic procedures now that research has shown the harms of doing so. Therefore, a total ban is unnecessary.",1
A report highlighted how parents felt they made the decision for genital reshaping surgery to be performed without complete information.,There are plenty of resources available to parents before they need to make a decision regarding their child's surgery.,1
A report found that parents said they would have elected cosmetic surgery on their intersex children no matter what the potential health risks surgeons had cited to them.,"Parents will be less likely to go ahead with medically unnecessary cosmetic procedures now that research has shown the harms of doing so. Therefore, a total ban is unnecessary.",1
Parents may not be comfortable enough with the issue to make an unbiased decision.,Parents can consent to medical procedures on behalf of their children when deemed necessary.,1
Parents may not be comfortable enough with the issue to make an unbiased decision.,"Parents have a duty to ensure that they are sufficiently informed before being confronted with such a decision, so that they can make the right decision and avoid pressure from doctors.",1
Moving to a new city is a relatively common and reversible experience which could have positive or negative effects on a given child. Genital reshaping surgery is an irreversible procedure which potentially causes drastic long-term health issues in those subjected to it.,"Moving to a new city may drastically affect a child's socializing and have a psychological impact as a child may struggle to fit in a new place and make new friends, but children rarely have a say in their parents making this decision for them.",1
