text1,text2,distance
If students get more sleep then they could get better grades in school.,Teens may stay up even later if they don't have to wake for school at an earlier time.,1
If students get more sleep then they could get better grades in school.,A major lesson to learn in school is how to adapt to the working world. Creating a later start time undermines children's ability to learn this lesson.,1
This allows children to focus more in class.,Children need to learn how to focus whenever required for future jobs.,1
Teenagers require up to ten hours sleep a night. Extracurricular activities and homework alone mean that this is impossible if school begins too early.,Teens may stay up even later if they don't have to wake for school at an earlier time.,1
Many jobs - including shift work - operates on completely random hours. It is not certain that somebody will be employed on a nine to five schedule.,The working world expects an early start. It it important to adjust to this as early as possible.,1
Many jobs - including shift work - operates on completely random hours. It is not certain that somebody will be employed on a nine to five schedule.,These hours also won't match an individual's natural sleep cycle. The point remains that it is important to learn to adapt to arbitrary hours.,1
A delayed start time could help teens sleep during their natural sleep/wake cycles.,The working world expects an early start. It it important to adjust to this as early as possible.,1
A delayed start time could help teens sleep during their natural sleep/wake cycles.,"Matching sleep cycles depends on when teenagers choose to go to sleep. This will not be the same for every student. Rather than attempting to match what teenagers want, schools should set out a time and students should go to sleep in time to adapt to it.",1
This allows children to focus more in class.,Children need to learn how to focus whenever required for future jobs.,1
Many jobs - including shift work - operates on completely random hours. It is not certain that somebody will be employed on a nine to five schedule.,The working world expects an early start. It it important to adjust to this as early as possible.,1
Many jobs - including shift work - operates on completely random hours. It is not certain that somebody will be employed on a nine to five schedule.,These hours also won't match an individual's natural sleep cycle. The point remains that it is important to learn to adapt to arbitrary hours.,1
Fighting one's own biology should not be encouraged.,"Matching sleep cycles depends on when teenagers choose to go to sleep. This will not be the same for every student. Rather than attempting to match what teenagers want, schools should set out a time and students should go to sleep in time to adapt to it.",1
Sleeping longer could reduce health-related issues that accompany sleep deprivation.,Teens may stay up even later if they don't have to wake for school at an earlier time.,1
Sleeping longer could reduce health-related issues that accompany sleep deprivation.,There is no reason that teens cannot go to sleep early enough that they get sufficient sleep each night.,1
Teenagers require up to ten hours sleep a night. Extracurricular activities and homework alone mean that this is impossible if school begins too early.,Teens may stay up even later if they don't have to wake for school at an earlier time.,1
"Homework, study and extra curricular activities all prevent teenagers from going to sleep earlier.",There is no reason that teens cannot go to sleep early enough that they get sufficient sleep each night.,1
"Teenagers, who need more sleep than people at other stages of their lives may struggle to fall asleep and establish regular sleeping patterns.",There is no reason that teens cannot go to sleep early enough that they get sufficient sleep each night.,1
"Getting home later in the afternoon may reduce the amount of time some teens are home alone, and could decrease the likelihood teens will engage in unhealthy activities. These activities could include anywhere from putting off homework and studying to watch shows in that time to the worst case which is getting into drugs that may be laying around the house.",Supervising teenagers 24/7 is impossible and unnecessary. It is not a problem that teenagers have some time alone in the day.,1
"Getting home later in the afternoon may reduce the amount of time some teens are home alone, and could decrease the likelihood teens will engage in unhealthy activities. These activities could include anywhere from putting off homework and studying to watch shows in that time to the worst case which is getting into drugs that may be laying around the house.",Teens might need that extra time to themselves to grow a bit on their own and have the ability to make more independent choices.,1
"Because children spend so long at home, parental involvement with homework is as important to academic success as the quality of the child's school.",Almost 43% of parents actively do homework for their children. This actively stunts learning. It may in fact be better for children to do work alone.,1
Teenagers require up to ten hours sleep a night. Extracurricular activities and homework alone mean that this is impossible if school begins too early.,Teens may stay up even later if they don't have to wake for school at an earlier time.,1
Many jobs - including shift work - operates on completely random hours. It is not certain that somebody will be employed on a nine to five schedule.,The working world expects an early start. It it important to adjust to this as early as possible.,1
Many jobs - including shift work - operates on completely random hours. It is not certain that somebody will be employed on a nine to five schedule.,These hours also won't match an individual's natural sleep cycle. The point remains that it is important to learn to adapt to arbitrary hours.,1
Sports and work can be conducted after sunset. The larger concern is that they keep children up late. Allowing for a later school start means that children have a better chance to keep up with sports and study while also getting sufficient sleep.,If students start later than they won’t have as much time after school for sports and work.,1
Schools in the same districts can have different starting times.,Delaying junior high or high school start times would likely impact the schedule for all schools within a district.,1
