text1,text2,distance
Obese people can cause a lot of problems for others in daily life.,Only morbidly obese people are likely to require assistance. These represent only 8% of the population.,1
"In the context of global food shortages and environmental crises, society should be critical of excess consumption in all its forms.",Often obesity isn't caused by excess consumption but rather poor choices between food options.,1
"In the context of global food shortages and environmental crises, society should be critical of excess consumption in all its forms.",We do not need to criticize excess consumption in order to address food shortages and environmental crises.,1
"In the context of global food shortages and environmental crises, society should be critical of excess consumption in all its forms.",Critiquing obesity is an indirect and ineffective method of combating consumerist culture.,1
"In the context of global food shortages and environmental crises, society should be critical of excess consumption in all its forms.",Obesity induces companies to invest in GMO (Genetically Modified Organisms) research that can mitigate environmental threats.,1
"In the context of global food shortages and environmental crises, society should be critical of excess consumption in all its forms.","Food crises exist in places like Africa, not the United States. Food resources are not easily substitutable or transferrable.",1
The manufacturing of processed and packaged foods has devastating environmental impacts.,We do not need to criticize excess consumption in order to address food shortages and environmental crises.,1
"For most people it is easier to make dietary changes - which could significantly impact health and the environment - than other more drastic lifestyle changes, like giving up one's car. Thus we should use our political capital where it is most likely to be effective.",Often obesity isn't caused by excess consumption but rather poor choices between food options.,1
"For most people it is easier to make dietary changes - which could significantly impact health and the environment - than other more drastic lifestyle changes, like giving up one's car. Thus we should use our political capital where it is most likely to be effective.","Most people will not follow this logic, because the impact of their personal choices is totally insignificant compared to other sources of pollution such as the industry.",1
"If the result is to be found unacceptable, so is a poor choice of food options.",Often obesity isn't caused by excess consumption but rather poor choices between food options.,1
"If the result is to be found unacceptable, so is a poor choice of food options.",Often obesity isn't caused by excess consumption but rather poor choices between food options.,1
"Food production accounts for nearly 20% of America's carbon emissions, and could be reduced by 50% by changing people's consumption patterns.",Critiquing obesity is an indirect and ineffective method of combating consumerist culture.,1
There is more food available than can be eaten. Obese people just eating more will not cause more research into GMOs.,"Because obese people consume more, there will be a rise in demand for foodstuff products. To fulfill this demand, GMO research will be necessary.",1
Foodstuff companies that invest in GMO research like ConAgra have major sales figures already. Extra consumption by obese people is marginal to their R&D investment decisions.,Foodstuff companies profit off obesity-related consumption. This puts them in a financial position that allows for more investments in GMO research.,1
"The companies selling cheap, high-caloric, foods are not the same companies doing advanced biochemical and genetic research.",Foodstuff companies profit off obesity-related consumption. This puts them in a financial position that allows for more investments in GMO research.,1
"If companies do cater to the obese, it is at the expense of the rest of us.",Obesity induces companies to invest in GMO (Genetically Modified Organisms) research that can mitigate environmental threats.,1
"The food trade is already a massive global industry, in which more than one-fifth of calories grown on farms are ultimately traded.",The cost of food transportation and distribution would be very high.,1
"The food trade is already a massive global industry, in which more than one-fifth of calories grown on farms are ultimately traded.",Food distribution would require additional administrative costs and efforts such as control over the fair allocation of goods.,1
"Grains, dried or processed foods and anything that can be frozen or chilled can easily be traded over vast distances and periods of time.",A lot of food is easily perishable.,1
"The food trade is already a massive global industry, in which more than one-fifth of calories grown on farms are ultimately traded.","Food crises exist in places like Africa, not the United States. Food resources are not easily substitutable or transferrable.",1
"Often these crises are the direct result of smaller, poorer nations exporting their food supplies to the West (e.g. the quinoa boom in the West caused a mini food crisis in Bolivia, where it is natively grown.)","Food crises exist in places like Africa, not the United States. Food resources are not easily substitutable or transferrable.",1
"These crises are heavily driven by the move to cash crop production to service debts, moving investment from sustenance crops to those that can be exported.","Food crises exist in places like Africa, not the United States. Food resources are not easily substitutable or transferrable.",1
Obesity does economic harm and thus damages society as a whole.,"With the rise of obesity, packaged food companies continue to see rising profits. This impacts the economy, and thus society in a positive way.",1
The existence of obese people forces firms to spend more to accommodate their larger bodies.,Private companies' profit motive should not determine what society as a whole treats as acceptable.,1
"Obese workers miss more work days than non-obese workers due to sickness, injuries or disabilities. According to numerous studies, this accounts for 9.3% of all absenteeism costs and causes billions in damages.","The sedentary nature of the modern workplace is a cause of obesity. On balance, the harm that the employer does to the worker's health is greater than the harm absenteeism and other byproducts of obesity pose to the employer.",1
The effectiveness of a taxation policy to curb obesity is doubtful.,A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,1
The effectiveness of a taxation policy to curb obesity is doubtful.,'Fat taxes' do reduce consumption of the taxed products.,1
The effectiveness of a taxation policy to curb obesity is doubtful.,"High junk food taxes (≥ 20%) may lead to measurable decreases in obesity, particularly if combined with additional interventions such as healthy food subsidies, or health education.",1
"For some, fat taxes may increase obesity, as they may reduce not just the consumption of junk food, but also the time devoted to physical activity.",A 'fat tax' has been proposed as a way to decrease obesity by increasing the amount taxed on unhealthy foods. Doing so may decrease the negative externalities of obesity.,1
