text1,text2,distance
Vegetarianism lowers the risk of chronic diseases.,"Some studies suggest that vegetarians are ""less healthy and have a lower quality of life"" than meat-eaters.",1
Vegetarianism lowers the risk of chronic diseases.,"With the increase of vegetarian options in the supermarkets, some people may rely heavily on processed vegetarian alternatives which can be high in salt, sugar, and unhealthy fats.",1
Meat-eaters are overall more overweight than vegetarians.,"The correlation presented is more likely to be dependent not on vegetarianism, but on healthy lifestyle.",1
Vegetarian diets tend to be less calorie-dense than typical omnivorous diets.,"In ovo-lacto vegetarian diets, meat is often substituted with fat products (i.e. cheese) leading to higher calorie intake.",1
"According to studies, vegetarian diets were associated with a 53% greater risk of depression compared to a diet consumed by non-vegetarians which can lead to worse lifestyles.","According to studies, the lifestyle of vegetarians tends to be healthier including more leisure-time physical activity together with a healthy diet.",1
"According to studies, vegetarian diets were associated with a 53% greater risk of depression compared to a diet consumed by non-vegetarians which can lead to worse lifestyles.","The studies are not of sufficient quality to exclude likely confounding, such as mainly that people who tend to be more likely depressive are also more likely to be vegetarian (e.g. having greater ethical concerns, worrying minds, or coming from lower-income countries). Few or no considerable intervention studies are included and the review found contradicting effects.",1
"According to studies, vegetarian diets were associated with a 53% greater risk of depression compared to a diet consumed by non-vegetarians which can lead to worse lifestyles.",The study does not have an explanation for these findings or be due to the particular characteristics of the vegetarian diet (such as diets not including supplementation or being unhealthy) or participants' needs in those studies. No interventional study came to the conclusion that vegetarian diets are linked to greater risk of depression.,1
"According to studies, vegetarian diets were associated with a 53% greater risk of depression compared to a diet consumed by non-vegetarians which can lead to worse lifestyles.","It also found that the studies rated to have the best quality, one study ""associated vegetarian/vegan diets with either no risk or a higher risk of depression (depending on the population) and three studies associated these diets with a lower risk of depression"". These were also much larger than the other studies which found found a negative effect except for the Matta et al. 2018 study of volunteers.",1
Vegetarianism lowers risk of heart disease by a quarter.,Some types of vegetarian diets can actually increase the risk of heart disease.,1
"Residues of pesticides, including historically banned ones like DDT, are detectable in meat and animal byproducts. These pesticides primarily originate from the animals' diet and accumulate in their fat stores over time.","If the vegetables/fruits are not organic, one can be exposed to a dangerous quantity of pesticides.",1
