text1,text2,distance
Masks can slow the spread of the virus so that countries are better able to manage the fallout from the pandemic.,Cloth masks do not significantly reduce the transmission of the virus.,1
Masks can slow the spread of the virus so that countries are better able to manage the fallout from the pandemic.,Wearing a mask will create a false sense of security.,1
Wearing masks is particularly effective at stopping the spread of COVID-19.,Improper use and lack of knowledge about masks hinder the effectiveness of wearing masks.,1
Countries that have made mask-wearing mandatory have seen a slowing down of viral spread.,"Correlation does not imply causation. It is possible that viral slowdown in those countries is due to other factors such as testing, population density, prevalence of handwashing, or early use of lockdown.",1
"The Czech Republic, which implemented mandatory face masks on 19 March, has significantly slowed the spread of the virus compared to other European countries which have not introduced these measures.","As of January 2021, the Czech Republic has the second highest daily rate of COVID-19, and its crematoriums are becoming overwhelmed.",1
There is increasing evidence to support the claim that masks actually help reduce the spread and their presence do not merely correlate with a slower rate of spread.,"Correlation does not imply causation. It is possible that viral slowdown in those countries is due to other factors such as testing, population density, prevalence of handwashing, or early use of lockdown.",1
"While improper use hinders the effectiveness of masks, many people will still use them correctly and gain the benefits they provide.",Improper use and lack of knowledge about masks hinder the effectiveness of wearing masks.,1
Having some protection is always better than no protection at all.,Cloth masks do not significantly reduce the transmission of the virus.,1
"When made in specific, medically-recommended ways, cloth-masks can be effective at reducing transmission.",Cloth masks do not significantly reduce the transmission of the virus.,1
"Though an expert in the field, Wang Guangfa's belief about how he contracted the virus is only based on anecdotal evidence. Therefore, it is not necessarily reliable.","Wang Guangfa, a respiratory specialist who became infected with COVID-19, believes he was infected through his eyes.",1
"While this is possible, it is extremely rare for someone to contract COVID-19 through their eyes.","People can contract COVID-19 from virus particles entering their eyes, which most masks do not cover.",1
"While the virus can survive on some surfaces, it is unlikely to spread by touch.",Masks will not prevent people from contracting or spreading the disease in other ways.,1
"Wearing a mask helps reduce the propensity for people to touch their faces, which is a source of infection, particularly for individuals who do not practice proper hand hygiene.",Masks will not prevent people from contracting or spreading the disease in other ways.,1
Public health institutions can communicate that the rate of infections are most effectively reduced when both social distancing and mask-wearing are carried out.,Trust in masks might encourage people to undervalue social-distancing rules.,1
Face masks can be used to complement social distancing.,Trust in masks might encourage people to undervalue social-distancing rules.,1
Having some protection is always better than no protection at all.,Cloth masks do not significantly reduce the transmission of the virus.,1
"When made in specific, medically-recommended ways, cloth-masks can be effective at reducing transmission.",Cloth masks do not significantly reduce the transmission of the virus.,1
