text1,text2,distance
Lab-grown meat has the potential to end animal suffering.,"Lab grown meat does not have the same taste as real animal meat as there is no fat in it. Because of this, meat lovers will always gravitate towards real meat.",1
Lab-grown meat has the potential to end animal suffering.,Factory Farming is not as cruel as it seems.,1
"You are referring to the first public-trial lab-grown burger 2013.  
However, nowadays its already possible to include real animal fat tissue. Link","Lab grown meat does not have the same taste as real animal meat as there is no fat in it. Because of this, meat lovers will always gravitate towards real meat.",1
"Foie gras (Fatty duck liver) is an expensive luxury food product made of the liver of a duck or goose that has been specially fattened by force feeding the animal with a tube. 

Lab-grown foie gras was successfully produced in early 2017 with an excellent review. Link","Lab grown meat does not have the same taste as real animal meat as there is no fat in it. Because of this, meat lovers will always gravitate towards real meat.",1
"Taste is a subjective matter and the properties of lab-grown meat can be adjusted, using different techniques, to suite the preferences of different consumers.","Lab grown meat does not have the same taste as real animal meat as there is no fat in it. Because of this, meat lovers will always gravitate towards real meat.",1
Whether or not an act is cruel isn't determined by whether or not people know about it.,"According to statistics, 78.2% (100% minus the estimated 21.8% of vegetarians) of world population eat meat. So, apparently most people don't know or don't care how cruel it may be.",1
"""Inherent abuse and cruelty is standard industry practice"", according to undercover investigators in factory farms.",Factory Farming is not as cruel as it seems.,1
It is still more cruel than the non existing cruelty with lab grown meat.,Factory Farming is not as cruel as it seems.,1
"As a former employee of such a factory, I can't help but strongly disagree with this claim. Even though the motivations of the workers may be humanistic in their opinions, and no deliberate cruelty is applied to the animals, the conditions in which 25 animals are to live on 60 m2 in their own feces, slaughtered before becoming adults, and killed out of mercy when getting ill could hardly be called ""not that horrible"".",Factory Farming is not as cruel as it seems.,1
"It might be even more cruel than it seems to us, since farm animals -unlike us- lack the ability of gaining deep knowledge of the culture by which they are subdued, i.e. lack the rationality that can balance emotions with reason.",Factory Farming is not as cruel as it seems.,1
"The vast majority of people would agree with the statement that ""killing an animal is cruel"". To believe factory farming isn't cruel is just an example of cognitive dissonance.",Factory Farming is not as cruel as it seems.,1
"It will be healthier, as it is created in a sterile environment.","When it will grow to a larger scale of production, it will be harder to ensure it is made in a sterile environment and with only healthy ingredients.",1
"It will be healthier, as it is created in a sterile environment.","Humans have evolved to consume meat, amont other types of food. Eating artificial substitutes can not suitably replace real meat, making lab grown meat more unhealthy.",1
"It will be healthier, as it is created in a sterile environment.","Using sterile environment for producing lab-grown meat may not be the healthiest option. Microorganisms that we consume along with naturally sourced meat may have beneficial effects. Unless these are somehow replicated, lab-grown meat would remain inferior.",1
