text1,text2,distance
Governments should ensure that population growth is sustainable enough to prevent depletion of resources required for the survival of current and future generations.,Population control is not needed because overpopulation is a myth.,1
Governments should ensure that population growth is sustainable enough to prevent depletion of resources required for the survival of current and future generations.,The worldwide resource drain is not due to overpopulation but mass consumerism.,1
Governments should ensure that population growth is sustainable enough to prevent depletion of resources required for the survival of current and future generations.,Poverty is a man-made phenomenon caused by the inequitable distribution of resources. Resource hoarding by the wealthiest strata of society is unsustainable.,1
Child activists like Greta Thunberg have vocalized their anger and frustration over having to cope with the ramifications of environmental destruction caused by previous generations.,"Population control would likely reduce the number of environmental activists in society, particularly those as vocal and influential as Greta Thunberg.",1
"World population is already unsustainably high, and key natural resources are expected to run out in a few decades.",Planet Earth will never run out of water. The challenge is being able to deliver clean freshwater to regions experiencing water scarcity; this is a problem that technological advancements could help resolve.,1
"World population is already unsustainably high, and key natural resources are expected to run out in a few decades.",Technological advancements will help society be better equipped to handle future strains on resources.,1
"There is not enough food to sustain larger populations, and people will go hungry unless governments impose population control restrictions to ensure sustainability.","The notion that overpopulation is a cause of world hunger has been repeatedly debunked. Contrary to this common notion, population has increased, whereas childhood malnourishment has declined.",1
"There is not enough food to sustain larger populations, and people will go hungry unless governments impose population control restrictions to ensure sustainability.",There is enough food and water to support a much larger human population.,1
"An Oxfam report suggests that, although the population is rapidly growing, agricultural yields have almost halved since 1990.","There are suitable alternatives that can be used to avert a food crisis. For example, food and agricultural technologies provide very high yields of vegetarian food, whereas alternative sources like insects provide very high yields of fat-free, protein-high foods.",1
"At the same time, hydroponically grown lettuce requires 82 ± 11 times more energy compared to conventionally-produced lettuce. This is an unsustainable amount of energy.","In a 2015 NIH study, hydroponics offered 11 ± 1.7 times higher yields compared to conventionally produced lettuce.",1
"According to the World Bank, total land area used for agriculture is falling since 2000, mainly due to soil erosion stemming from overuse and desperate, unsustainable practices. If trends continue, we will have no farmlands in 60 years.",Agricultural efficiency increases as technology improves.,1
There are biological risks for introducing insects into areas where they are not native.,"There are suitable alternatives that can be used to avert a food crisis. For example, food and agricultural technologies provide very high yields of vegetarian food, whereas alternative sources like insects provide very high yields of fat-free, protein-high foods.",1
"The ""food crisis"" is a misnomer as there is no shortage of food or agricultural yield. Instead, rising hunger is attributable to significant food waste; specifically, a third of all global food production is wasted.","There are suitable alternatives that can be used to avert a food crisis. For example, food and agricultural technologies provide very high yields of vegetarian food, whereas alternative sources like insects provide very high yields of fat-free, protein-high foods.",1
"Rates of meat consumption are highest in rich nations. Therefore, reduced meat consumption in rich countries is unlikey to mitigate food crises in poorer countries; in fact, the outcomes can be negative, from a nutritional, economic, and environmental point of view.","Reducing meat consumption and food waste would go a long way in mitigating food shortage around the world, particularly in poorer countries.",1
Just because humans stop consuming meat does not mean that the unutilized crops will be shared with the poor. The same mechanisms that prioritize meat consumption by the wealthy over the welfare of the poor may also hinder such trickle-down effects.,"Reducing meat consumption and food waste would go a long way in mitigating food shortage around the world, particularly in poorer countries.",1
Estimates in the cited article assume that food can be grown only on arable land; recent advances in hydroponics and the potential to use other biomes as sources of food have not been considered in the estimation procedure (pp. 58-59).,"The maximum carrying capacity of the earth is around 10 billion, which will be reached by 2100. To be able to provide food for such a large global population, everyone would have to give up meat.",1
"The market will adjust to meet the increased demand for food by increasing the cost of resource-inefficient foods (e.g. meat) and increasing the demand for resource-efficient foods (e.g. potatoes, corn).","The maximum carrying capacity of the earth is around 10 billion, which will be reached by 2100. To be able to provide food for such a large global population, everyone would have to give up meat.",1
"If none of these actions are taken, expanding the population will almost certainly ruin the planet.",Global food supply can be improved by adopting more sustainable consumption practices.,1
"If none of these actions are taken, expanding the population will almost certainly ruin the planet.","Growing public consciousness about the impact of meat consumption has been paralleled by more people making sustainable lifestyle choices. Given that even minor dietary changes can have a significant effect on the planet, these changes are likely to offset the effects of mass consumption of meat.",1
"In poor overpopulated countries, available food resources are limited, and climate change is likely to exacerbate this crisis.",There is enough food and water to support a much larger human population.,1
"The possibility that human beings might one day colonize other planets doesn’t solve the problems facing humanity today. It only exacerbates the problem here, and would likely cause the humans to perpetuate these same problems on the new colonized planet.","Apocalyptic consequences of overpopulation are likely to be averted by technological advancements such as space exploration, which may help human beings counteract against the effects of environmental destruction.",1
There is no evidence that human beings will be able to meaningfully colonize other planets before the effects of overpopulation become a serious and widespread threat.,"Apocalyptic consequences of overpopulation are likely to be averted by technological advancements such as space exploration, which may help human beings counteract against the effects of environmental destruction.",1
"Even if technological progress temporarily averts the Malthusian crisis, there is no certainty that the said technological progress will not come with its own host of problems.","Apocalyptic consequences of overpopulation are likely to be averted by technological advancements such as space exploration, which may help human beings counteract against the effects of environmental destruction.",1
"Even if technological progress temporarily averts the Malthusian crisis, there is no certainty that the said technological progress will not come with its own host of problems.",The sustainable technology movement aims to develop and promote solutions that maximize efficiency while reducing any potential negative impacts on the environment (p. 7).,1
That humans are a valuable resource does not negate the need to ensure that the population does not exceed the carrying capacity of the Earth.,A smaller population means fewer minds to put together to innovate and effectively resolve the problems facing the planet.,1
"Human beings are dependent on the environment and other species; therefore, human activity should be permitted only to the extent that it does not negatively impact the environment.",Humans are the greatest resource on Earth because they can innovate and help each other by developing technological advancements to save the planet.,1
"As long as humans continue to use non-renewable resources, the impact of CO2 emissions cannot be reversed; atmospheric temperature and ocean levels will continue to rise, and the environment will become unsustainable.",Technological advancements will help society be better equipped to handle future strains on resources.,1
"As long as humans continue to use non-renewable resources, the impact of CO2 emissions cannot be reversed; atmospheric temperature and ocean levels will continue to rise, and the environment will become unsustainable.",A significant proportion of the world has already shifted to renewable energy. This trend is only likely to gain momentum as renewable energy is becoming increasingly cheaper and world leaders are committed to clean energy.,1
"As long as humans continue to use non-renewable resources, the impact of CO2 emissions cannot be reversed; atmospheric temperature and ocean levels will continue to rise, and the environment will become unsustainable.","In the past, technological advances have allowed us to do more with less; similarly, future advances will solve many of the problems being experienced at present, such as climate change.",1
"As population continues to increase, it will become increasingly more difficult to stop further population growth or achieve a return to sustainable levels.","Given the rapid evolution of technology in fields related to human sustainability, it is difficult to determine the ""ideal"" population size.",1
"As population continues to increase, it will become increasingly more difficult to stop further population growth or achieve a return to sustainable levels.","Worldwide, birth rates have decreased over the last few decades and are expected to continue decreasing in the coming decades.",1
