text1,text2,distance
Emergency rooms are for emergencies. They are not healthcare clinics for people who are unable to pay for their healthcare.,"Without the ER there would be no other place for people who need, but cannot pay, for medical services to go.",1
Emergency rooms are for emergencies. They are not healthcare clinics for people who are unable to pay for their healthcare.,This just means that the healthcare is to be considered a universal human right.,1
Emergency rooms are for emergencies. They are not healthcare clinics for people who are unable to pay for their healthcare.,People who cannot pay for healthcare experience emergencies too. Turning them away would mean treating emergencies as a business rather than an urgent service to save lives.,1
"ERs should be for true emergencies only, things that are unavoidable or unexpected. People should not encumber ERs with routine medical issues that are not life threatening.","Without the ER there would be no other place for people who need, but cannot pay, for medical services to go.",1
There are free/low cost/sliding scale clinics available.,"Without the ER there would be no other place for people who need, but cannot pay, for medical services to go.",1
The costs incurred by patients treated in the ER who can't pay get shifted to those who can. This is reflected in the cost of pharmaceutical drugs.,Thats called social responsibility. One of the most important pillars of our social contract and our life.,1
The costs incurred by patients treated in the ER who can't pay get shifted to those who can. This is reflected in the cost of pharmaceutical drugs.,It is morally justified for the wealthy to pay for the healthcare costs of the poor.,1
The Emergency Medical Treatment & Labor Act (EMTALA) mandates that hospitals stabilize and treat everyone who enters their doors.,"This makes ERs money losers for hospitals, which discourages investment in their equipment and staff, thereby making ERs less effective for everyone.",1
"Although it would be admirable, charity should not be required of the private sector.",Hospitals are not like other members of the private sector in that they enjoy generous government subsidies.,1
"Although it would be admirable, charity should not be required of the private sector.",Hospitals are not like any other company in the private sector.,1
"Although it would be admirable, charity should not be required of the private sector.","Private companies are regulated by the government to achieve socially desirable ends, even though it compromises on their profits.",1
One could assume there would be a communal room and cot. It would be the least that could be done to keep the situation hidden from those who have insurance.,People would die in front of emergency rooms.,1
One could assume there would be a communal room and cot. It would be the least that could be done to keep the situation hidden from those who have insurance.,"The problem is not keeping insured people from seeing people dying, the issue is letting people die when that can be prevented.",1
Emergency rooms do not solely deal with issues of life and death.,People would die in front of emergency rooms.,1
"Refusing to save the life of a human that is dying does not equal ""murder"" under any accepted definition of the word murder. As long as one is not the primary reason the person is dying in the first place, it can only be called negligence.","When you have the means to save a person's life and you turn them away, thats murder.",1
"Refusing to save the life of a human that is dying does not equal ""murder"" under any accepted definition of the word murder. As long as one is not the primary reason the person is dying in the first place, it can only be called negligence.","Whether through negligence or through murder, the result is exactly the same: dead people.",1
"Refusing to save the life of a human that is dying does not equal ""murder"" under any accepted definition of the word murder. As long as one is not the primary reason the person is dying in the first place, it can only be called negligence.",Negligence could happen due to a mistake or lack of knowledge. Doctors would have knowledge of what could happen if a person in need is turned away.,1
They may not have the means to save everyone.,This would be immoral in every culture today.,1
They may not have the means to save everyone.,Hospitals make exuberant amounts of profits. They can afford to treat patients for free.,1
"Doctors are employed by hospitals who institute such policies. Therefore, the doctors in the emergency rooms are not the ones deciding to turn away patients.",It would be unethical for a doctor to turn a patient away in an emergency. The  Hypocratic oath means they should not turn someone away. Money should never be a factor in healthcare.,1
Emergency rooms do not solely deal with issues of life and death.,Turning away people violates their human rights.,1
