text1,text2,distance
Water sources naturally contain fluoride.,"The industrial fluorides added to the water supply are (Fluosilicic acid, and Sodium Fluoride) which are not found in natural water sources. These man made fluorides are unstable and bind to the calcium in your body.",1
Water sources naturally contain fluoride.,'Naturally occurring' does not inherently mean a substance is acceptable for human consumption.,1
"Naturally occurring does suggest however, the problematic of added massive medication to the whole population.",'Naturally occurring' does not inherently mean a substance is acceptable for human consumption.,1
Fluoridated water brings dental health benefits.,Fluoride is not anymore essential in cavity prevention.,1
Fluoridated water brings dental health benefits.,Exposure to fluoride from multiple sources can lead to excessive exposure and potential health risks.,1
"Fluoride prevents tooth decay, including cavities.",Insufficient evidence has been found to support that fluoride prevents tooth decay.,1
"Tooth erosion occurs gradually, often overlooked by many which results in inadequate dental care. Fluoridating drinking water alleviates the need for constant vigilance in oral hygiene.","Knowing that there is fluoride in the water, people may become more lazy with maintaining their teeth, causing them to brush their teeth and floss less.",1
Dentists would still encourage people to make efforts to maintain their dental hygiene and warn that simply drinking tap water is not enough.,"Knowing that there is fluoride in the water, people may become more lazy with maintaining their teeth, causing them to brush their teeth and floss less.",1
The scientific study cited in the article states that fluoride reduces the levels of tooth decay among children.,Insufficient evidence has been found to support that fluoride prevents tooth decay.,1
"Fluoride makes teeth more resistant to acid attacks from bacteria and sugary foods. Since the consumption of sugary foods has risen, fluoride still remains essential for cavity prevention.",Fluoride is not anymore essential in cavity prevention.,1
Subsequent studies have shown no impact to IQ.,A study found that fluoride negatively impacts cognitive development in children.,1
Subsequent studies have shown no impact to IQ.,"Even if that was the case, fluoridated water only accounted for a modest 4% reduction in incidence of caries in the case of children.",1
"Scientist found potential damage to mental ability in communities with fluoride concentrations above recommended levels. However, direct causation with neurological disorders couldn't be conclusively demonstrated.",Excess fluoride can cause neurological problems.,1
Community water fluoridation has been a proven method to improve health for over 70 years.,Excess amounts of fluoride ions in drinking water has negative health effects.,1
Community water fluoridation has been a proven method to improve health for over 70 years.,Sodium Fluoride has been used as rat poison and an insecticide.,1
"Community Water Fluoridation is supported by the Centers for Disease Control and Prevention, the American Dental Association, the American Academy of Pediatrics among many many other agencies we rely on for our health.",It took 30 years for the CDC to recognize the use of lead was toxic.,1
Fluoride in the form of sodium fluoroacetate has been used in rat poisoning and not sodium fluoride.,Sodium Fluoride has been used as rat poison and an insecticide.,1
Fluoride in the form of sodium fluoroacetate has been used in rat poisoning and not sodium fluoride.,"Sodium fluoride is toxic to all forms of life. It has been used as an insecticide, rodenticide, and herbicide and as a fungicide for preservation of timber.",1
"If flouridated water had negative health effects, then there would be no incentive for the government to add it to the water supply, as it would increase the cost of healthcare that is borne by the state in many countries.",Excess amounts of fluoride ions in drinking water has negative health effects.,1
"Even if fluoride occurs naturally in water, it is usually not at a high enough level to protect teeth.","Our bodies have evolved to handle the low amounts of fluoride naturally in water sources, higher levels and the accumulation of fluoride in a being is known to cause many problems.",1
There are established scientific guidelines and regulations to ensure that fluoride levels in drinking water and other sources are carefully monitored and controlled.,Exposure to fluoride from multiple sources can lead to excessive exposure and potential health risks.,1
There are established scientific guidelines and regulations to ensure that fluoride levels in drinking water and other sources are carefully monitored and controlled.,"Fluoride is not an essential nutrient, therefore no added fluoride is needed.",1
All fluoride products used in the USA are certified by NSF standard 60 for use in public water supplies.,Fluoride is an industrial byproduct.,1
"Fluoride is mined and sold as a by-product to mining for phosphorus as ore mined for phosphorus often has fluoride as well, but there is a much higher demand for phosphorus. Using this term distorts the purpose of community water fluoridation to protect the public's health.",Fluoride is an industrial byproduct.,1
There are many non-essential nutrients that humans use on a daily basis. This is no reason for fluoride to be removed from drinking water.,"Fluoride is not an essential nutrient, therefore no added fluoride is needed.",1
There are many non-essential nutrients that humans use on a daily basis. This is no reason for fluoride to be removed from drinking water.,It is not that the natural calcium fluoride should be removed. Sodium Fluoride and Fluorosicilic Acid should not be added.,1
The potential risks associated with excess exposure are outweighed by the established positive impact on oral health.,Exposure to fluoride from multiple sources can lead to excessive exposure and potential health risks.,1
The potential risks associated with excess exposure are outweighed by the established positive impact on oral health.,"Fluoridated water has been called safe for many years, but we now know that studies conducted in North America examining the safety of fluoride exposure in pregnancy were nonexistent.",1
Water fluoridation is a means of promoting public health equity.,Fluoridating water is bad for the environment.,1
Water fluoridation is a means of promoting public health equity.,Sociological research on fluoridation has been built on a number of assumptions.,1
Water fluoridation saves money spent on dental treatments.,The practice of water fluoridation is not feasible or cost effective in many regions.,1
"For most cities, every $1 invested in water fluoridation saves $38 in dental treatment costs.","The cost-effectiveness of water fluoridation should be considered in the context of broader healthcare priorities. Other interventions could provide a more comprehensive and cost-effective approach to improving overall health, not just dental health.",1
"Since water is a public good, fluoridated water is an ideal method for distributing the health benefits of fluoridation.","Based on this argument we should also consider adding essential vitamins, minerals, and nutrients to the water.",1
"Tap water already contains minerals and nutrients, with some jurisdictions mandating minimum levels for health reasons.","Based on this argument we should also consider adding essential vitamins, minerals, and nutrients to the water.",1
