text1,text2,distance
The content on social media creates unrealistic body standards.,Eating disorders are a form of mental illness and not of extreme vanity.,1
The content on social media creates unrealistic body standards.,People are becoming increasingly aware that the content they are consuming on social media is distorted or manipulated in particular ways. This means they are less likely to take it at face value as being real life.,1
The content on social media creates unrealistic body standards.,The large volume of content on social media helps to highlight the diversity of body types that exist.,1
There is no way of knowing whether or not a photo has been photoshopped to make the individual look more stereotypically beautiful.,There are ways to analyse photos to be able to tell whether editing has occurred.,1
"Eating disorders are a form of mental illness and, as such, the brains of sufferers do not always accept the usual laws of logic. So, while an individual may be aware images are edited and unrealistic, the reality of its origins may not register when the brain is processing it.",There are ways to analyse photos to be able to tell whether editing has occurred.,1
"Social media influencers often use professional photographers, lighting, and equipment to take their pictures, however they are passed off as candid and natural.",More and more users are beginning to call out celebrities and influencers on social media for publicising edited and unrealistic images of themselves.,1
"Social media influencers often use professional photographers, lighting, and equipment to take their pictures, however they are passed off as candid and natural.",Some influencers are turning away from the traditional instagram aesthetic in order to appear more accessible to their followers.,1
Unnatural representations of the female body in this way are used to promote and sell seemingly 'miracle' weight loss solutions by sponsoring the celebrities and influencers to endorse a product.,Many social media influencers are actively walking away from such promotions once they realise the damage they have the potential to cause.,1
Unnatural representations of the female body in this way are used to promote and sell seemingly 'miracle' weight loss solutions by sponsoring the celebrities and influencers to endorse a product.,Buying 'miracle' dieting aids that are advertised and promoted online can potentially be extremely dangerous.,1
"Celebrities can now block comments and users, which makes calling them out more difficult, especially when it is done by less popular accounts.",More and more users are beginning to call out celebrities and influencers on social media for publicising edited and unrealistic images of themselves.,1
Research suggests that disclosing when content is sponsored has very little effect on an influencer’s engagement. Sponsored content is engaged with equally in comparison to non-sponsored content.,"According to the Competition and Markets Authority, if influencers do not label their posts properly, followers may be led to believe that an endorsement represents the star’s own view, rather than a paid-for promotion.They are then more likely to place trust in that product, as they think it has been recommended by someone they admire. They might not do so, however, if it was made clear that the brands featured have paid, or in some other way rewarded, the celebrity in return for endorsement.",1
"Celebrities can now block comments and users, which makes calling them out more difficult, especially when it is done by less popular accounts.",More and more users are beginning to call out celebrities and influencers on social media for publicising edited and unrealistic images of themselves.,1
"Eating disorders are a form of mental illness and, as such, the brains of sufferers do not always accept the usual laws of logic. So, while an individual may be aware images are edited and unrealistic, the reality of its origins may not register when the brain is processing it.",People are becoming increasingly aware that the content they are consuming on social media is distorted or manipulated in particular ways. This means they are less likely to take it at face value as being real life.,1
The constant comparisons of different lives on social media is detrimental to self-esteem and so exacerbates existing disorders.,It is possible for people suffering with eating disorders to find comfort in learning about the experiences of those who have gone through the recovery process and seeing similarities with their own lives.,1
