text1,text2,distance
Conversion therapy can be very harmful to those who experience it.,The fact that a practice can result in harm is not reason enough to ban it.,1
Conversion therapy can be very harmful to those who experience it.,"Rather than banning it, conversion therapy can be regulated to mitigate its harms.",1
Conversion therapy can be very harmful to those who experience it.,"There is research demonstrating that homosexuality is associated with significant health risks, and as such, for people who might want to avoid these risks, conversion therapy should be legally available.",1
Conversion therapy can have severe negative effects on a person's mental health.,Having to deal with unwanted sexual attractions could pose similarly negative risks to an individual's mental health.,1
"Since conversion therapy does not work, most people who go through it experience depression; the therapy forces them to hate their own identities without offering any viable alternatives.","Given that rates of depression are higher among LGBTQ+ youth, it is possible that the depression seen in conversion therapy patients might not be due to the practice.",1
"Since conversion therapy does not work, most people who go through it experience depression; the therapy forces them to hate their own identities without offering any viable alternatives.",Conversion therapy can provide hope for people already uncomfortable with their identities who are likely to be more depressed if there is no alternative for them.,1
"Conversion therapy, in most cases, provokes guilt and anxiety in people who don't feel they are changing.",People who have tried conversion therapy and seen it fail are likely to be more certain that their sexuality is a part of their identity and accept themselves for who they are.,1
"Conversion therapy, in most cases, provokes guilt and anxiety in people who don't feel they are changing.",LGBTQ+ individuals who have gone through conversion therapy are likely to feel less anxiety in conservative societies because they might undergo less discrimination since they at least attempted the therapy.,1
Research shows that victims of conversion therapy experience depression at a higher rate compared to those who do not undergo the procedure.,"Given that rates of depression are higher among LGBTQ+ youth, it is possible that the depression seen in conversion therapy patients might not be due to the practice.",1
No hope is better than false hope. Finding out they had been deceived and endured harsh treatments for no reason would likely elicit a negative response.,Conversion therapy can provide hope for people already uncomfortable with their identities who are likely to be more depressed if there is no alternative for them.,1
Conversion therapy can be harmful to young people in particular because they are still developing and may change their sexuality or perceived gender later in life.,"Just because something is dangerous to young people does not mean it should be banned. Rules can be made that prevent people, especially young people, from having conversion therapy.",1
"The American Psychological Association has endorsed sexual identity exploration therapy, aimed at helping religious LGBTQ+ individuals explore a wide range of options, including changing their behaviours without the judgement and cruelty that come with conversion therapy.","It is difficult for religious people to reconcile their non-heterosexuality with their faith, and as such, they might seek conversion therapy to resolve this internal conflict.",1
"Rather than trying to change their sexualities, LGBTQ+ individuals can reconsider their religious beliefs or find other, more inclusive religious sects.",People with strong religious sentiments have stated that they have been depressed due to their unwanted sexuality and would prefer it if they could rid themselves of their same-sex attractions.,1
The challenges associated with having same-sex attraction are caused by social prejudices that are unwarranted and slowly eroding.,Having to deal with unwanted sexual attractions could pose similarly negative risks to an individual's mental health.,1
"Conversion therapy often worsens these conditions, as it shames people for their innate attractions while providing no real solutions.",Having to deal with unwanted sexual attractions could pose similarly negative risks to an individual's mental health.,1
Gay and lesbian couples are typically happier than their straight counterparts.,Having to deal with unwanted sexual attractions could pose similarly negative risks to an individual's mental health.,1
Health experts generally oppose the application of conversion therapy.,Opposition to conversion therapy is not unanimous in the global healthcare community.,1
Health experts generally oppose the application of conversion therapy.,Medical research is often contradicted years later; it is possible that conversion therapy could improve and become medically accepted.,1
"While some healthcare practitioners disagree on conversion therapy, the majority of leading health experts oppose the practice.",Opposition to conversion therapy is not unanimous in the global healthcare community.,1
"Bans can be lifted if and when evidence arises proving a procedure to be beneficial and safe. Until then, a ban is warranted.",Medical research is often contradicted years later; it is possible that conversion therapy could improve and become medically accepted.,1
Conversion therapy often involves cruel or even torturous techniques.,"In many places, conversion therapy is conducted without employing any cruel techniques. Regulation could ensure that these safe forms of conversion therapy are the only legal ones.",1
Conversion therapy often involves cruel or even torturous techniques.,"Banning conversion therapy would not prevent the practice from being carried out. Instead, it would make it even more dangerous.",1
"The foundational philosophy of conversion therapy is itself cruel, as it promotes a negative perception of one's identity.","In many places, conversion therapy is conducted without employing any cruel techniques. Regulation could ensure that these safe forms of conversion therapy are the only legal ones.",1
"Conversion therapists would have to hide their income, which could be difficult and costly.",Most of the methods that conversion therapists use to get around bans are relatively costless and easy.,1
"After a ban, conversion therapists would be unable to advertise their services, preventing them from gaining business beyond their immediate community.",Most of the methods that conversion therapists use to get around bans are relatively costless and easy.,1
"Underground conversion therapy is likely to be more subtle, such as in the form of religious counselling sessions, so as to provide plausible deniability.",Underground conversion therapy would likely be much more dangerous due to the lack of accountability for practitioners.,1
"A ban would likely succeed in drastically reducing the amount of conversion therapy happening, even if the practice is not completely eradicated.","Banning conversion therapy would not prevent the practice from being carried out. Instead, it would make it even more dangerous.",1
"A ban would likely succeed in drastically reducing the amount of conversion therapy happening, even if the practice is not completely eradicated.","Despite being banned, conversion therapy still occurs frequently underground in Australia.",1
A reduction in conversion therapy rates would mean fewer victims suffering long-term damage from the treatment.,"A reduction in professional conversion therapy might not necessarily mean well for LGBTQ individuals, as they might be subjected to more crude measures, such as corrective rape, by family and community members.",1
"Alternative medicine, such as homoeopathy, is considered largely ineffective but not harmful, unlike conversion therapy.","Many prominently used procedures, such as homoeopathy, either have the potential to harm or are ineffective. Nevertheless, they are kept legal.",1
Many traditional medical practices are banned because they fail to hold up to scrutiny.,"Many prominently used procedures, such as homoeopathy, either have the potential to harm or are ineffective. Nevertheless, they are kept legal.",1
Bans on illegal drugs are justified by the significant harmful effects they have on both individuals and society; conversion therapy has similar deleterious effects.,The fact that a practice can result in harm is not reason enough to ban it.,1
