text1,text2,distance
The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped.,Such harms could be avoided through decriminalisation rather than through full legalisation.,1
The enforcement of the criminalisation of drugs has harmed communities around the world and should be stopped.,The legalisation of drugs would not likely stop the over-policing of affected communities in countries like the US.,1
Drug prohibition has been used as a racist policy for the mass incarceration of people of color.,Drug legalisation would not necessarily improve the conditions of those discriminated against: there are still many other forms of systemic racism unrelated to drug prohibition.,1
Drug prohibition has been used as a racist policy for the mass incarceration of people of color.,Drug legalisation will not remove the underlying incentives that governments have for pursuing mass incarceration. Stopping those causes is a more effective way to lessen these racist arrests.,1
Drug prohibition has been used as a racist policy for the mass incarceration of people of color.,"Other countries, like Japan, have strict drug laws which are not used as instruments of social oppression.",1
"In the US, the War on Drugs has led to the mass incarceration of African Americans and other minority groups.","Racial disparities in US prisons have decreased. While a gap still exists, its reduction is an indication that other efforts to make policing less racist can be successful.",1
"Historically, drug laws have been explicitly crafted as a means of oppressing minorities. They cannot be separated from that legacy.",The fact that drug prohibition has been used as a racist tool in the past does not mean that this will continue to be the case in the future.,1
Such training most often fails to change the actions of police officers.,"Many places have invested more in sensitivity training for the police, hoping to change the internal culture of police forces to make them less racist.",1
"The tools used to fight drugs are intrinsically ones that control and discriminate against minorities. As long as there is a war on drugs, this subjugation will remain.",The fact that drug prohibition has been used as a racist tool in the past does not mean that this will continue to be the case in the future.,1
"The tools used to fight drugs are intrinsically ones that control and discriminate against minorities. As long as there is a war on drugs, this subjugation will remain.","Police should try to engage in discussion with the communities they enter on how best to police drugs without causing societal harms, creating a more democratic form of policing.",1
"Community policing is often used as a justification to expand police forces, which in the long-term leads to more drug arrests and surveillance.","Police should try to engage in discussion with the communities they enter on how best to police drugs without causing societal harms, creating a more democratic form of policing.",1
The fact that other systematic racial issues exist does not mean this particular racist law should not be challenged.,Drug legalisation would not necessarily improve the conditions of those discriminated against: there are still many other forms of systemic racism unrelated to drug prohibition.,1
"Only 8% of American prisoners are in private prisons and many states do not use them at all. Causes of the mass incarceration problem, therefore, go far beyond the influence of private prisons.","The prevalence of racist mass incarceration in the US is in part due to the large influence of private prisons, who profit from - and thus are incentivised to fuel - growing numbers of arrests.",1
"Often, states have had to rely on private prisons to deal with an exploding number of arrests. If significantly fewer people are being charged and arrested for drug crimes in the first place, private prisons may have less influence.","The prevalence of racist mass incarceration in the US is in part due to the large influence of private prisons, who profit from - and thus are incentivised to fuel - growing numbers of arrests.",1
Many other strategies to target the sources of racist policing are often not as popular. Drug legalisation may be an important first step to solving the problem without triggering large sociopolitical backlash.,Drug legalisation will not remove the underlying incentives that governments have for pursuing mass incarceration. Stopping those causes is a more effective way to lessen these racist arrests.,1
Many other strategies to target the sources of racist policing are often not as popular. Drug legalisation may be an important first step to solving the problem without triggering large sociopolitical backlash.,"Such a strategy may breed political fatigue, where voters are less responsive to criminal justice reform once they feel as though important changes have already been made.",1
"Criminalising the activity of drug users has negative effects on individuals, their families, and society.","The number of arrests for drug-related crimes are already plateauing or slightly declining in many parts of the world, indicating a less aggressive approach to policing drugs.",1
"Criminalising the activity of drug users has negative effects on individuals, their families, and society.",It is not necessary to end drug prohibition in order to mitigate cruel and dangerous policing practices: adapting the criminal justice system with regards to drug law enforcement would be sufficient.,1
The incarceration of drug users negatively impacts their families.,"In some cases, the forced removal of a substance abuser from their family environment via incarceration may have a net positive impact on other members of that family.",1
The methods required for policing drugs are often dangerous and invasive.,It is not necessary to end drug prohibition in order to mitigate cruel and dangerous policing practices: adapting the criminal justice system with regards to drug law enforcement would be sufficient.,1
"In the US, police officers use 'no-knock raids' to surprise potentially dangerous drug offenders, which frequently leads to the deaths of innocent civilians.","Since the high-profile killing of innocent civilian Breonna Taylor in a drugs raid in 2020, many US states and districts have introduced or considered proposals to completely or partially ban no-knock warrants.",1
Imprisonment has negative long-term repercussions for individuals.,Time spent in prison can have a lasting positive impact on an offender's life by deterring them from future crime and rehabilitating them via training and well-being programmes.,1
Those who have been to prison find it very hard to find employment upon their release (p. 3).,"More governments and corporations have recognized the stigma surrounding former prison inmates and begun hiring a greater number of them, which at least partially mitigates this issue.",1
Those who have been to prison find it very hard to find employment upon their release (p. 3).,"Some countries have started expunging marijuana convictions from the records of former criminals, making it easier for them to find jobs.",1
"Incarceration often creates, or else fails to treat, substance use disorders or other mental illnesses.","Poor mental health in prison has become a major focus of prison reform, so strategies to mitigate this issue will likely be prioritised when prison policy changes are implemented.",1
"Recidivism rates are often very high, indicating that prisons are not effective deterrents of crime.",Time spent in prison can have a lasting positive impact on an offender's life by deterring them from future crime and rehabilitating them via training and well-being programmes.,1
"If drugs were legalised, prison systems would be less overcrowded, which is a significant social issue in the US.","Given that this is mostly a problem in the US, it implies a problem with the US legal system rather than with the banning of drugs.",1
"In any legal system where drug use is prohibited by law, these otherwise innocent drug users will always be criminalised.","Given that this is mostly a problem in the US, it implies a problem with the US legal system rather than with the banning of drugs.",1
"Many other countries have significantly more overcrowded prisons than the US does. Legalisation could help resolve this serious issue in those countries, too.","Given that this is mostly a problem in the US, it implies a problem with the US legal system rather than with the banning of drugs.",1
"Drug offenses still made up almost 15% of all arrests in the US in 2019, and drug arrests have begun to increase again since 2015.","The number of arrests for drug-related crimes are already plateauing or slightly declining in many parts of the world, indicating a less aggressive approach to policing drugs.",1
"Drug offenses still made up almost 15% of all arrests in the US in 2019, and drug arrests have begun to increase again since 2015.","It is likely that many of those arrests are not solely for drug use or possession but are also for violence or gang activity, which would still be policed under legalisation.",1
"In 2018-19, 59% of all stop-and-searches conducted in the UK were drug-related (p. 34). This indicates that, even while drug arrests have decreased, heavy drug policing is still highly prevalent.","The number of arrests for drug-related crimes are already plateauing or slightly declining in many parts of the world, indicating a less aggressive approach to policing drugs.",1
"The international War on Drugs has led to rich countries, such as the US, inflicting severe harm on less powerful nations and their citizens.","Legalising drugs would simply lead to another form of Western global control, wherein governments and large corporations begin to take ownership of foreign land for drug production.",1
The US-fuelled War on Drugs has had a devastating and deadly impact on Latin American countries (p. 7).,"The US government has given Colombia millions of dollars annually in aid as part of its international anti-drug strategy, with a focus placed on assisting those living in regions particularly affected by drugs (p. 1).",1
"The War on Drugs has often been used as a pretext for the US to gain control over policymaking in other countries, often through corruption and violence.",The most egregious acts committed by the US in the War on Drugs were part of their broader Cold War foreign policy. Those strategies are much less prominent today.,1
"The US continues today to support and implement policies that impoverish communities elsewhere and that cause violence, often committed by government forces.",The most egregious acts committed by the US in the War on Drugs were part of their broader Cold War foreign policy. Those strategies are much less prominent today.,1
Many drugs do not rely on such fields. Amphetamines can be produced in laboratories and plants like marijuana can be grown indoors in a variety of environments.,"Legalisation may lead to a rush for Western corporations to take ownership of the fields where drug crops are grown, giving them increased power over many communities around the world.",1
"Legalisation could help end the drug wars in countries such as Mexico, eliminating the need for US interventions.","Legalising drugs would simply lead to another form of Western global control, wherein governments and large corporations begin to take ownership of foreign land for drug production.",1
"Legalisation could help end the drug wars in countries such as Mexico, eliminating the need for US interventions.",The replacement of drug cartels with legal companies in areas like South America may simply further entrench these countries' roles as drug suppliers for affluent nations.,1
"If it becomes harder to justify street-level policing, this may motivate police to use even more invasive methods to find evidence of illegal drug-dealing.","Under decriminalisation, there would be less need for police officers to monitor street-level drug interactions, which may alleviate a source of great tension between the police and communities.",1
"Under decriminalisation, there often still exist restrictions and thus arrests surrounding the public use and trade of drugs. These mean that problematic policing practices can still continue.",Decriminalisation would likely lead to police targeting poor or minority communities to a much lesser extent.,1
"Under decriminalisation, there often still exist restrictions and thus arrests surrounding the public use and trade of drugs. These mean that problematic policing practices can still continue.","Given that problematic law enforcement is currently such a focal issue in the discussion of drug legalisation, if police continue to abuse their power, further measures may be taken to stop this.",1
