text1,text2,distance
"Compared to the flu, the death rate for Covid-19 patients was very high.",Millions more people recovered from Covid-19 compared to those who died from it.,1
"Compared to the flu, the death rate for Covid-19 patients was very high.",The death rate for Covid-19 was not globally consistent.,1
"Compared to the flu, the death rate for Covid-19 patients was very high.",Higher mortality of Covid-19 could be due to medical constraints created by the sudden influx of patients over a short period of time.,1
"Compared to the flu, the death rate for Covid-19 patients was very high.",Death rate for Covid-19 could not be accurately estimated due to inadequacies in data.,1
"Compared to the flu, the death rate for Covid-19 patients was very high.",Death rates reduced dramatically after the Covid-19 vaccine was rolled out and administered.,1
The total number of deaths caused by Covid-19 was well above the number of deaths caused by the influenza virus.,Excess deaths caused by Covid-19 were comparable to those caused by influenza during the severe phases of influenza epidemics.,1
Severe influenza epidemics are outliers and therefore mortality rates from such phases are not indicative of the usual mortality associated with influenza.,Excess deaths caused by Covid-19 were comparable to those caused by influenza during the severe phases of influenza epidemics.,1
The 2018–19 seasonal influenza is not representative of all seasonal influenzas.,Excess deaths caused by Covid-19 were comparable to those caused by influenza during the severe phases of influenza epidemics.,1
The death rate for Covid-19 among those aged 60+ was comparable to more serious diseases like SARS and typhoid.,"By contrast, death rates for children and teenagers with Covid-19 were hundreds or thousands of times lower than for the elderly.",1
"In-hospital mortality was higher among younger patients with Covid-19 than among younger patients with influenza, even though children with Covid-19 were at a lower risk of hospitalisation for Covid-19.","By contrast, death rates for children and teenagers with Covid-19 were hundreds or thousands of times lower than for the elderly.",1
"Among immunocompromised patients, those with Covid-19 had a higher mortality compared to those with influenza.","The formerly developed Flu Pandemic Severity Index classifies the flu's ""dangerousness"" (severity) in 5 categories ranging from a death rate lower than 0.1% to more than 2%. In that sense, Covid-19 was not more and not less dangerous, but fits the definition.",1
The Flu PSI is outdated and has been replaced by the Pandemic Severity Assessment Framework (PSAF).,"The formerly developed Flu Pandemic Severity Index classifies the flu's ""dangerousness"" (severity) in 5 categories ranging from a death rate lower than 0.1% to more than 2%. In that sense, Covid-19 was not more and not less dangerous, but fits the definition.",1
"The only time that the flu met the threshold for Category 5 was during the 1918 influenza pandemic. This is, thus, an exception rather than the rule.","The formerly developed Flu Pandemic Severity Index classifies the flu's ""dangerousness"" (severity) in 5 categories ranging from a death rate lower than 0.1% to more than 2%. In that sense, Covid-19 was not more and not less dangerous, but fits the definition.",1
"In the USA, the case fatality ratio (CFR) for flu was 0.1% (in 2018-2019), while CFR for Covid-19 was 1.44% (January 2022), and was 6.25% at its peak in May 2020. That is an order of magnitude difference.","CFR can be a poor measure of the mortality risk of the disease, ""When the number of actual cases and deaths is not known – as is the case for COVID – one has to be careful in interpreting the CFR.""",1
"In the USA, the case fatality ratio (CFR) for flu was 0.1% (in 2018-2019), while CFR for Covid-19 was 1.44% (January 2022), and was 6.25% at its peak in May 2020. That is an order of magnitude difference.","The CFR was not constant. It changed with the context and reflected the situation in a particular context, at a particular time, in a particular population. Hence, it can't be compared with the flu CFR.",1
This does not undermine the validity of comparing CFR scores of flu and Covid-19 to determine which of these are more dangerous.,"CFR can be a poor measure of the mortality risk of the disease, ""When the number of actual cases and deaths is not known – as is the case for COVID – one has to be careful in interpreting the CFR.""",1
Having more people recover from a disease than die from it is not an indication of its severity.,Millions more people recovered from Covid-19 compared to those who died from it.,1
"Even if Covid-19 infection was mild for most people, when absolute numbers are considered, it was quite severe for many.",Millions more people recovered from Covid-19 compared to those who died from it.,1
"This is irrelevant. The topic is the Covid-19 compared to regular flu, not Covid-19 in general.",Millions more people recovered from Covid-19 compared to those who died from it.,1
"At the beginning of the Covid-19 pandemic, only Italy (and Spain) reported extremely high death rates. They were the statistical outliers and did not represent the overall global condition.","In Italy, more people died from Covid-19 infections during the first wave of the pandemic than from the flu.",1
"At the beginning of the Covid-19 pandemic, only Italy (and Spain) reported extremely high death rates. They were the statistical outliers and did not represent the overall global condition.",They are the statistical outliers in large part because their uncontrolled outbreaks started earlier than elsewhere. They're better characterised as a leading indicator than an outlier.,1
"At the beginning of the Covid-19 pandemic, only Italy (and Spain) reported extremely high death rates. They were the statistical outliers and did not represent the overall global condition.",Taking the flu death average per day across several seasons and years gives a skewed picture and cannot be compared with a smaller Covid-19 time sample.,1
"Germany had its first case on 27.01.2020, Spain had its first case on 31.01.2020, Italy had its first case on 31.01.2020. Despite Germany's early start, the country's death rate was much lower at the beginning of the pandemic.",They are the statistical outliers in large part because their uncontrolled outbreaks started earlier than elsewhere. They're better characterised as a leading indicator than an outlier.,1
