text1,text2,distance
Lockdowns cause suffering and hardship to people due to the economic impacts they have.,"Lockdown is the only way we can flatten the curve. If more and more people keep interacting, then this will result in increased rate of infections.",1
Lockdowns cause suffering and hardship to people due to the economic impacts they have.,A failure to lockdown can also have economic consequences.,1
Lockdowns cause suffering and hardship to people due to the economic impacts they have.,Lockdowns have changed the ways workers and companies conduct their business.,1
Lockdowns increase inequalities.,Lockdowns don't increase inequalities per se as the problem comes from poor social protection from governments to vulnerable communities.,1
The lockdown has placed millions at risk from hunger.,Governments have introduced stimulus packages to ensure that their citizens are not at risk due to hunger amid the lockdown.,1
Groups that are not eligible for stimulus checks will be worse off during the lockdown.,Governments have introduced stimulus packages to ensure that their citizens are not at risk due to hunger amid the lockdown.,1
"Many governments of developing countries have not been able to adequately provide for the poor in their countries, leaving them vulnerable to food and shelter-insecurity.",Governments have introduced stimulus packages to ensure that their citizens are not at risk due to hunger amid the lockdown.,1
"Many governments of developing countries have not been able to adequately provide for the poor in their countries, leaving them vulnerable to food and shelter-insecurity.","Where governments have not been able to provide for their people, international organizations have stepped up to offer relief.",1
Countries whose economies rely on tourism will suffer greatly under lockdowns.,Losing jobs won't matter if everyone gets infected and dies. Health before jobs is for the sustainability of a nation.,1
"The lockdown has resulted in mass unemployment, due to which many people are left destitute, particularly in countries that lack safety nets.",A lockdown in a populated country like India was necessary to save the lives and livelihood of the poor.,1
"Lockdowns have increased the divide between the rich and the poor in India. For example, school children who are well off are able to access online learning while the (impoverished) majority cannot.",A lockdown in a populated country like India was necessary to save the lives and livelihood of the poor.,1
"The lockdown has put a large number of people in India at risk of poverty due to the pandemic. For many, poverty is synonymous with starvation.",A lockdown in a populated country like India was necessary to save the lives and livelihood of the poor.,1
It is easier and more economically viable for the state to selectively isolate the elderly and vulnerable instead of a general lockdown.,"Maintaining a general lockdown can result in a faster lowering of the rate of infection. This makes it more likely that restrictions can be eased faster for everyone, including the young, the elderly, and the vulnerable.",1
It is easier and more economically viable for the state to selectively isolate the elderly and vulnerable instead of a general lockdown.,Shielding the elderly and allowing the young to go out can be discriminatory. The NHS Chief in the UK referred to this practice as a form of apartheid.,1
It is easier and more economically viable for the state to selectively isolate the elderly and vulnerable instead of a general lockdown.,It is operationally impossible to isolate all those who are at risk from coming in contact with people from groups who are not at high-risk.,1
"The under 50's with no comorbidities would, with relatively low risk, keep the world economy going while protecting those with higher risk.",Society would become segregated between those who were or weren't in the vulnerable group. This would be quite divisive. Some would find it lonely too. At least we're all in the same boat at present.,1
The economies of most countries have suffered greatly under lockdowns.,Lockdowns mitigated the economic fallout that the pandemic would have otherwise caused.,1
Other things that may reduce hospitalizations are economic insecurity and loss of health insurance.,Lockdowns and stay-at-home orders are effective in changing the rate of hospitalizations from a curve (exponential function) to a line (linear function).,1
The data on which the curve of infections is based is not a reliable parameter on which lockdowns can be based. This is because the visible rate of infections is dependent on the rate of testing.,"Lockdown is the only way we can flatten the curve. If more and more people keep interacting, then this will result in increased rate of infections.",1
"In some contexts, badly organized lockdowns can increase the spread of the Covid-19.","Lockdown is the only way we can flatten the curve. If more and more people keep interacting, then this will result in increased rate of infections.",1
Lockdowns have also destroyed many small businesses.,Lockdowns have changed the ways workers and companies conduct their business.,1
"Lockdowns have caused a drop in the well-being of employees. This, in turn, can cause a decline in productivity for many businesses.",Lockdowns have changed the ways workers and companies conduct their business.,1
"Lockdowns have caused a drop in the well-being of employees. This, in turn, can cause a decline in productivity for many businesses.","For some workers, working from home increased productivity because they found themselves free of distractions that working from offices involved.",1
Lockdowns are detrimental to what is integral to our society: individual liberties.,The human desire is not always the best logical responder to problems. Liberty is integral to our societies but rules need to be established to keep our society going.,1
Lockdowns are detrimental to what is integral to our society: individual liberties.,"Individual liberty often justifies actions that harm others while maximizing self-interest. Amidst a pandemic, this is unethical because it can entail suffering and loss of life.",1
"Lockdowns are being generally applied to large heterogeneous geographic areas, without differentiating those areas based on local risk.",Countries have now started to adopt smart-lockdowns to target areas that might be the hotspots for the virus.,1
"Lockdowns are being generally applied to large heterogeneous geographic areas, without differentiating those areas based on local risk.",It is operationally impossible to isolate all those who are at risk from coming in contact with people from groups who are not at high-risk.,1
"Even if lockdowns are sometimes necessary, they are being imposed upon people in areas that do not need them.",Areas where lockdowns are not necessary are usually reopened by the government.,1
Lockdowns can be used to validate authoritarian measures by the state that limit freedom. This poses a threat to our democratic rights.,It is possible to sustain measures like lockdowns without harming democratic rights. Authoritarian measures do not discredit lockdowns but make it important that democratic institutions are strengthened alongside.,1
"In many countries, lockdowns involved a violation of human rights because they were enforced through the excessive use of force.","On 25th March 2020, the EU continued to renew its commitment to democracy through its ‘Action Plan Human on Rights and Democracy 2020-2024’.",1
"In a free society, individuals have the right to make an independent, informed decision about whether or not they wish to isolate.",The amount of background information needed to make an informed decision is too much for the average layperson.,1
"In a free society, individuals have the right to make an independent, informed decision about whether or not they wish to isolate.","It is illogical to consider the choice to go outside during a pandemic an informed one, when no one can accurately consider what it would be like to have their life irreversibly altered or ended by contracting Covid-19.",1
"This is symmetric. A lockdown is maximising the interests of the elderly while hurting the young and healthy. As such, it’s not unethical but merely a question of compromising to maximise overall value.","Individual liberty often justifies actions that harm others while maximizing self-interest. Amidst a pandemic, this is unethical because it can entail suffering and loss of life.",1
"A lockdown can be considered an exaggeration for people where it creates a crying wolf situation for them. Next time, those people would be more reluctant to respond to crises when they arise, thereby increasing the extent of the damage created by them.",It cannot be called a crying wolf situation when over a million people are dead already.,1
