text1,text2,distance
The vaccine against HPV has enormous health benefits and thus protects young girls from becoming sick later on in their lives.,"The vaccine has potential side effects, which range from more mild (pain at the injection site, fever and fainting) to adverse effects (anaphylaxis). It therefore should not be made compulsory.",1
The vaccine against HPV has enormous health benefits and thus protects young girls from becoming sick later on in their lives.,One out of 100 women gets infected with the specific types of HPV that the vaccines are developed for. Hence mandatory vaccination appears to be an excessive measure.,1
The vaccine against HPV has enormous health benefits and thus protects young girls from becoming sick later on in their lives.,"Because the cancer takes 10 to 20 years to develop, it is difficult to assess the effect of HPV vaccinations on cancer outcomes.",1
The vaccine against HPV has enormous health benefits and thus protects young girls from becoming sick later on in their lives.,"Labeling something as ""good"" does not grant government the moral right to force it upon the population. Vitamin supplements can improve health, but we would not expect the government to legislate mandatory vitamins to combat poor diets.",1
The vaccine against HPV has enormous health benefits and thus protects young girls from becoming sick later on in their lives.,"The claim that the HPV vaccine ""protects young girls from becoming sick later on in their lives"" presumably refers to the manufacturers' marketing claim that the vaccine prevents cervical cancer. However, while studies show the vaccine reduces infection of some strains of HPV, no studies have shown that the HPV vaccine actually reduces the risk of developing cervical cancer compared to routine screening alone.",1
"According to the WHO, two HPV vaccines, a bivalent and a quadrivalent vaccine, are highly efficacious in preventing the infection with the strains of HPV responsible for 70% of cervical cancer cases globally.",Only a small proportion of infections with certain types of HPV can persist and progress to cancer. Hence mandatory vaccination appears to be an excessive measure.,1
"According to the WHO, two HPV vaccines, a bivalent and a quadrivalent vaccine, are highly efficacious in preventing the infection with the strains of HPV responsible for 70% of cervical cancer cases globally.","Given the risks and side effects of the HPV vaccine, it should not be added to a cervical cancer prevention program when Pap screening has been proven safe and effective, particularly when the need for Pap screening is not eliminated by HPV vaccine administration.",1
"According to the WHO, two HPV vaccines, a bivalent and a quadrivalent vaccine, are highly efficacious in preventing the infection with the strains of HPV responsible for 70% of cervical cancer cases globally.","A HPV infection can take years to result in cervical cancer. That leaves plenty of time for screening, treatment and prevention, eliminating the need for compulsory vaccinations.",1
"According to the WHO, two HPV vaccines, a bivalent and a quadrivalent vaccine, are highly efficacious in preventing the infection with the strains of HPV responsible for 70% of cervical cancer cases globally.",The FDA approved the HPV vaccine on the basis of clinical trials that were not properly designed to assess safety.,1
"According to the WHO, two HPV vaccines, a bivalent and a quadrivalent vaccine, are highly efficacious in preventing the infection with the strains of HPV responsible for 70% of cervical cancer cases globally.","The vaccine itself has not been studied for mutagenic effects. As Merck's package insert for Gardasil states, for example, ""GARDASIL has not been evaluated for the potential to cause carcinogenicity or genotoxicity.""",1
