text1,text2,distance
Markets can decrease the cost of healthcare.,Healthcare delivered by the market generally refers to healthcare insurance. The need for a middle-man in the form of an insurance company results in expensive healthcare for the end consumer.,1
Markets can decrease the cost of healthcare.,"Health care in the United States, a market-dominant system, is generally more expensive than in other industrialized nations.",1
Markets can decrease the cost of healthcare.,Countries with government-run health care systems tend to spend less on their health care.,1
US Medicaid drug price controls led to decreases in discounts from manufacturers and increases in prices for many consumers.,Other western democracies have state-empowered agencies who negotiate drug prices on behalf of everyone and they get a better deal than the US system achieves. It is a fact that drug prices are higher in the US than nearly anywhere.,1
Market competition drives the costs of healthcare down.,"In a free market, nothing prevents an owner of a specific life-saving treatment to set an outrageous price on it. People will face the choice of either pay or die.",1
Reducing drug regulations would cause drug prices to drop dramatically and make it easy and inexpensive for consumers to get the drugs they need.,Drug regulations protect from harm.,1
Reducing drug regulations would cause drug prices to drop dramatically and make it easy and inexpensive for consumers to get the drugs they need.,"In an open market, drug manufacturers attempt to control markets through patent protection, undermining market competition that would drive the lowering of prices.",1
Receiving healthcare through doctors causes the consumer to incur additional costs.,"Whether healthcare is private or public, some forms of healthcare can be accessed without meeting a doctor.",1
"Since Portugal decriminalized drugs, its rate of drug use has fallen.",Drug regulations protect from harm.,1
"Since Portugal decriminalized drug use, the rate of drug overdose deaths has decreased dramatically.",Drug regulations protect from harm.,1
"Daraprim is a brand name for a drug discovered in 1952, which is available for pennies in countries outside the US. It is US regulations that maintained the power of this brand at the expense of generics for so long.","In September 2015, Martin Shkreli received widespread criticism when Turing obtained the manufacturing license for the antiparasitic drug Daraprim and raised its price by a factor of 56 (from US$13.5 to $750 per pill).",1
"In order to be competitive in an open market, companies would be forced to offer prices that people are able to pay.","In a free market, nothing prevents an owner of a specific life-saving treatment to set an outrageous price on it. People will face the choice of either pay or die.",1
"If a treatment is essential, people may sacrifice in other areas of their life to pay for the treatement, regardless of the cost of that treatment.","In a free market, nothing prevents an owner of a specific life-saving treatment to set an outrageous price on it. People will face the choice of either pay or die.",1
"If a treatment is essential, people may sacrifice in other areas of their life to pay for the treatement, regardless of the cost of that treatment.","Many people may not have alternative income to divert towards an essential treatment, especially if the price of the treatment is high.",1
"If healthcare is delieverd by markets and not the government, the tax burden would be eased.","In terms of impact on the individual, as both a consumer and a taxpayer, the total cost of healthcare per person is more important than whether the financing is private or public.",1
"If healthcare is delieverd by markets and not the government, the tax burden would be eased.","Even if government spending is lower on healthcare, they may consider the same levels of taxation necessary in order to support other areas of governance.",1
Government healthcare is not free. Most nations with publicly-funded socialized health care pay much higher tax rates.,The efficiency of public health care is better in France than in USA. France has public health care management and USA a private one.,1
Public healthcare budgets costs often outstrip the ability of the host nation to pay them without increasing national debt that would eventually demand tax increases.,"Tax increases are legitimate where they serve the common good, as in the case of tax rises used to fund social healthcare provision.",1
"Using force to reduce prices, aka price controls, is unethical.","OECD data shows that Americans spend an average of $4,516 on private health care. This is more than countries with government funded health spend on their citizens. - the OECD average public spend is $2,598 per citizen.",1
"Using force to reduce prices, aka price controls, is unethical.","The primary thesis does not say that there would be prison sentences, or capital punishment, or anything like that, for failure to purchase health insurance(or pay into the government-run system). If the law requires a payment of money, it's a stretch to assume that the penalty would be anything more than financial---a fine of the amount you should've paid, plus penalties/ interest/ whatever.",1
"Using force to reduce prices, aka price controls, is unethical.",Price controls are not necessarily part of a health care system run by the government.,1
"If an individual is a consumer of healthcare, they are only financially for their own healthcare. If an individual contributes to healthcare provision through the tax system, depending on their own income, they may be responsible for paying for the healthcare of others.","In terms of impact on the individual, as both a consumer and a taxpayer, the total cost of healthcare per person is more important than whether the financing is private or public.",1
"This statistic of Medicare costs removes all costs of collection and most administration costs. For example, the costs of the IRS and Congress are not included in these statistics, but would be included for private companies.","Medicare has a 1.5-2% overhead, whereas the insurance companies have a 11-12% overhead. The government has no need for profit, which eliminates the greed angle. The reduced overhead ensures much more taxpayer money goes to actual health care rather than expenses.",1
"This statistic of Medicare costs removes all costs of collection and most administration costs. For example, the costs of the IRS and Congress are not included in these statistics, but would be included for private companies.",Private health insurance companies run an average of about 5% net profit margin. That would not be mirrored in a government run program.,1
"If you eliminate the intermediate company providing the insurance service to the patient, you eliminate most of the overhead you are assuming when doing the usual 2 step where the recipient is not the customer of the insurance company.","Medicare has a 1.5-2% overhead, whereas the insurance companies have a 11-12% overhead. The government has no need for profit, which eliminates the greed angle. The reduced overhead ensures much more taxpayer money goes to actual health care rather than expenses.",1
The United States of America healthcare system is not an adequate proxy for market based healthcare systems.,"Health care in the United States, a market-dominant system, is generally more expensive than in other industrialized nations.",1
The United States of America healthcare system is not an adequate proxy for market based healthcare systems.,"While this is true, US is the with the highest percentage of population relying on private insurance and the highest percentage of the popualtion that remains uncovered.",1
"No person in the United States is ""uncovered,"" as anyone can present themselves in a hospital and be treated regardless of ability to pay.",This does not apply to regular doctor's office visit or non-emergency care. Healthcare providers have a right to say no unless there is an emergency.,1
"The OECD ""comparable countries"" are vastly smaller, far less populous, and have far more homogeneous populations than the United States. The US has a far more complex problem to solve than the average OECD nation.","By using this logic, you could only compare USA with a handful of other countries. Only two countries are more populated than the US: China and India.",1
"The OECD ""comparable countries"" are vastly smaller, far less populous, and have far more homogeneous populations than the United States. The US has a far more complex problem to solve than the average OECD nation.","Population size has nothing to do with the efficiency of a government program. If you have a larger population, you have more paying taxes into the system, which means you have more funding to cover more people. The funding pool expands with the size of the population.",1
The healthcare systems of China and India compare poorly to the state of healthcare in the United States. This shows solving a problem for a population this large is challenging.,"By using this logic, you could only compare USA with a handful of other countries. Only two countries are more populated than the US: China and India.",1
"No person in the United States is ""uncovered,"" as anyone can present themselves in a hospital and be treated regardless of ability to pay.","While this is true, US is the with the highest percentage of population relying on private insurance and the highest percentage of the popualtion that remains uncovered.",1
"No person in the United States is ""uncovered,"" as anyone can present themselves in a hospital and be treated regardless of ability to pay.",This does not apply to regular doctor's office visit or non-emergency care. Healthcare providers have a right to say no unless there is an emergency.,1
The United States bears most of the drug research costs for the world. Each country that regulates drug prices has a much smaller drug research industry.,The U.S. lags behind other developed countries in health outcomes (despite spending more per capita on healthcare) primarily due to lack of access to affordable care.,1
